場名,場コード,開催日,レース,枠,登録番号,級別,氏名,F数,L数,平均ST,全国勝率,全国2連率,全国3連率,当地勝率,当地2連率,当地3連率,モーターNo,モーター2連率,モーター3連率,ボートNo,ボート2連率,ボート3連率,1日目成績,2日目成績,3日目成績,4日目成績,5日目成績,6日目成績,支部,出身,年齢,締切時刻,節名,企画名,日目
宮島,17,20260729,5R,3,4405,B1,南野　　利騰,0,0,0.16,4.69,22.34,41.49,0.00,0.00,0.00,18,36.13,54.45,24,31.22,49.74,4R/3/.18/6 9R/6/.15/6,8R/4/.14/4,2R/6/.18/4 9R/2/.12/5,3R/1/.22/4,1R/3/.17/2 9R/5/.24/4,,福井,石川,41,13:02,第１６回みやじマリンカップ,一般戦,最終日
宮島,17,20260729,5R,4,3574,A1,大神　　康司,0,0,0.16,6.17,48.54,64.08,5.62,42.86,57.14,23,31.87,51.10,13,34.10,52.60,9R/2/.11/2,6R/3/.18/6 11R/1/.14/2,6R/2/.11/5 12R/3/.13/2,2R/2/.07/5 9R/2/.06/3,9R/1/.02/1,,福岡,福岡,53,13:02,第１６回みやじマリンカップ,一般戦,最終日
宮島,17,20260729,5R,5,4565,B1,西村　　豪洋,0,0,0.18,3.94,12.87,33.66,0.00,0.00,0.00,39,33.68,52.85,57,36.41,54.35,2R/4/.17/6 8R/5/.22/5,6R/1/.16/5,1R/3/.21/3 9R/6/.19/4,8R/2/.31/4,6R/3/.24/5,1R/3/.15/2,愛知,愛知,38,13:02,第１６回みやじマリンカップ,一般戦,最終日
宮島,17,20260729,5R,6,4982,B1,中村　　将隆,1,0,0.15,4.66,27.14,48.57,6.91,63.64,81.82,13,26.09,44.72,78,40.31,58.64,6R/1/.15/1,1R/3/.17/5 6R/6/.19/1,3R/5/.23/4,5R/4/.17/1 10R/2/.16/3,5R/4/.09/5 10R/3/.14/3,,兵庫,兵庫,29,13:02,第１６回みやじマリンカップ,一般戦,最終日
宮島,17,20260729,6R,1,3833,A2,中辻　　博訓,0,0,0.13,6.24,46.43,63.57,7.25,62.50,79.17,32,43.46,57.59,53,31.25,47.60,3R/4/.22/2 10R/1/.11/5,3R/2/.20/2 11R/6/.10/4,7R/3/.19/4,4R/5/.09/1 12R/2/.09/2,8R/1/.12/1 12R/4/.16/4,,福井,福井,51,13:36,第１６回みやじマリンカップ,一般戦,最終日
宮島,17,20260729,6R,2,4638,B1,小林　　遼太,0,0,0.18,5.43,34.62,57.69,0.00,0.00,0.00,36,33.17,48.24,23,33.33,56.90,3R/3/.33/5 11R/4/.25/3,7R/6/.11/4,2R/2/.13/1 7R/5/.24/3,6R/1/.07/1,6R/1/.15/1 10R/6/.26/6,,福岡,福岡,35,13:36,第１６回みやじマリンカップ,一般戦,最終日
宮島,17,20260729,6R,3,4422,B1,永井　　亮次,0,0,0.18,4.29,25.88,38.82,5.14,46.43,50.00,21,41.84,59.69,35,38.78,55.61,2R/6/.22/4 9R/3/.07/3,7R/3/.03/5,2R/4/.21/6 11R/5/.26/5,7R/1/.09/1,2R/5/.20/4 7R/3/.19/3,,大阪,大阪,37,13:36,第１６回みやじマリンカップ,一般戦,最終日
宮島,17,20260729,6R,4,4179,A2,広次　　　修,0,0,0.15,5.38,33.65,55.77,5.82,45.45,54.55,54,35.38,56.41,26,26.67,48.67,2R/5/.18/3 11R/2/.09/2,3R/3/.22/3 8R/1/.14/2,5R/4/.16/3 12R/6/.15/4,7R/3/.12/3,4R/1/.10/1 11R/5/.15/3,,山口,山口,43,13:36,第１６回みやじマリンカップ,一般戦,最終日
宮島,17,20260729,6R,5,3976,B1,内田　　　圭,0,0,0.17,3.38,15.56,24.44,3.64,27.27,31.82,51,37.31,54.92,61,35.08,54.45,8R/4/.24/4,2R/2/.27/5 10R/6/.11/5,6R/1/.14/1,1R/5/.22/5 9R/3/.09/2,2R/4/.26/2 8R/2/.24/5,2R/3/.11/2,山口,山口,49,13:36,第１６回みやじマリンカップ,一般戦,最終日
宮島,17,20260729,6R,6,5457,B2,山田　　陽翔,0,0,,1.07,0.00,0.00,0.00,0.00,0.00,56,34.04,51.06,14,30.23,47.09,5R/6/.29/6,2R/6/.25/6 8R/6/.41/6,5R/6/.43/6,1R/6/.25/6 6R/6/.14/6,3R/6/.21/6,1R/6/.17/6,長崎,長崎,20,13:36,第１６回みやじマリンカップ,一般戦,最終日
宮島,17,20260729,7R,1,4708,B1,半田　　尚也,1,0,0.18,3.81,13.51,25.68,4.73,25.00,48.21,58,43.81,57.73,51,37.50,54.33,8R/3/.20/3,5R/5/.30/4,2R/1/.19/2,1R/4/.20/4 8R/5/.20/5,5R/2/.13/3 9R/4/.13/5,1R/5/.16/3,広島,広島,37,14:04,第１６回みやじマリンカップ,一般戦,最終日
宮島,17,20260729,7R,2,4904,B1,松本　　一毅,0,0,0.17,5.30,34.40,51.20,5.25,30.56,55.56,70,36.21,49.43,58,37.56,54.63,3R/1/.28/3,2R/3/.27/4 11R/5/.19/5,5R/2/.33/5,4R/6/.11/6 10R/6/.15/6,8R/6/.12/4,3R/3/.18/3,大阪,大阪,31,14:04,第１６回みやじマリンカップ,一般戦,最終日
宮島,17,20260729,7R,3,3891,B1,谷口　　健一,0,0,0.18,3.55,14.56,25.24,5.14,28.57,42.86,34,37.99,55.31,67,35.24,57.14,8R/2/.31/6,1R/4/.09/1 7R/5/.08/6,8R/6/.27/4,1R/3/.19/2 10R/1/.22/5,2R/2/.22/5 6R/4/.19/4,1R/4/.14/5,福井,福井,50,14:04,第１６回みやじマリンカップ,一般戦,最終日
宮島,17,20260729,7R,4,3211,B1,北川　　敏弘,0,0,0.18,4.20,16.00,32.00,3.22,11.11,16.67,16,35.96,52.81,65,32.50,50.50,4R/6/.21/4 10R/2/.14/6,6R/5/.11/4,3R/1/.22/5 10R/3/.11/6,7R/4/.13/4,3R/2/.17/5 7R/5/.18/5,3R/2/.17/5,佐賀,佐賀,64,14:04,第１６回みやじマリンカップ,一般戦,最終日
宮島,17,20260729,7R,5,4094,B1,中島　　真二,0,0,0.18,4.97,33.33,46.67,4.42,21.05,36.84,65,41.09,51.98,21,34.00,49.50,4R/2/.24/5,2R/1/.26/3 9R/4/.20/3,4R/4/.11/4,3R/3/.27/3 10R/5/.17/4,4R/4/.19/6 9R/2/.03/2,2R/4/.15/4,福岡,福岡,45,14:04,第１６回みやじマリンカップ,一般戦,最終日
宮島,17,20260729,7R,6,5448,B2,福田　　柊人,0,0,,1.16,0.00,0.00,0.00,0.00,0.00,35,27.65,45.88,22,34.30,50.72,7R/6/.21/6,1R/6/.34/6 9R/6/.11/6,6R/6/.26/6,2R/6/.20/6 8R/6/.24/6,7R/6/.15/6,2R/6/.18/6,山口,山口,23,14:04,第１６回みやじマリンカップ,一般戦,最終日
宮島,17,20260729,8R,1,4066,A2,東本　　勝利,0,0,0.18,6.18,41.38,66.38,7.27,54.55,81.82,72,45.26,63.16,76,35.35,55.56,10R/4/.12/1,4R/5/.12/4 12R/2/.27/6,4R/3/.09/2 9R/1/.06/1,6R/2/.06/3 11R/5/.24/4,5R/1/.13/1 11R/4/.17/5,,三重,三重,46,14:38,第１６回みやじマリンカップ,一般戦,最終日
宮島,17,20260729,8R,2,4299,B1,中島　　浩哉,0,0,0.15,4.33,18.75,38.75,2.88,6.25,18.75,37,42.63,57.37,39,35.50,47.50,4R/5/.18/2,3R/4/.20/6 10R/1/.20/4,9R/3/.08/3,1R/2/.17/3 7R/6/.15/6,1R/5/.09/1 8R/3/.15/6,,長崎,長崎,43,14:38,第１６回みやじマリンカップ,一般戦,最終日
宮島,17,20260729,8R,3,4866,B1,橋本　　英一,0,0,0.17,3.99,15.79,34.21,6.00,45.45,63.64,78,29.47,45.79,75,30.61,51.02,1R/3/.31/1 7R/5/.21/5,7R/2/.04/3,3R/6/.17/6 9R/4/.24/6,9R/1/.11/1,3R/3/.15/4,4R/5/.10/5,福岡,福岡,36,14:38,第１６回みやじマリンカップ,一般戦,最終日
宮島,17,20260729,8R,4,5420,B2,吉原　　快誓,0,0,0.17,2.04,0.00,8.82,0.80,0.00,0.00,60,36.59,55.12,70,28.36,38.06,3R/5/.24/6 8R/6/.12/2,5R/4/.30/6,1R/6/.31/5 7R/4/.23/6,5R/5/.12/4,9R/6/.06/6,3R/5/.12/6,長崎,長崎,20,14:38,第１６回みやじマリンカップ,一般戦,最終日
宮島,17,20260729,8R,5,4555,B1,富永　　大一,0,0,0.18,5.23,33.33,51.22,6.32,48.39,64.52,55,38.50,58.00,20,32.16,49.71,2R/1/.11/5 10R/5/.16/3,3R/6/.35/4,1R/2/.36/6 6R/3/.11/3,4R/4/.16/4,5R/3/.06/4,4R/4/.13/3,福岡,福岡,37,14:38,第１６回みやじマリンカップ,一般戦,最終日
宮島,17,20260729,8R,6,4706,A2,三浦　洋次朗,1,0,0.17,5.72,41.60,54.40,5.00,20.00,40.00,67,34.67,55.28,12,36.26,49.45,9R/5/.20/4,4R/3/.24/6 10R/5/.11/6,1R/1/.30/4 11R/2/.22/6,6R/3/.06/2 12R/6/.24/6,8R/4/.16/2,3R/1/.22/1,愛知,愛知,37,14:38,第１６回みやじマリンカップ,一般戦,最終日
宮島,17,20260729,9R,1,4215,A2,吉島　　祥之,0,0,0.16,5.27,31.53,51.35,6.33,42.86,71.43,27,30.98,46.74,30,27.50,46.88,5R/3/.16/5 10R/6/.19/2,9R/2/.18/5,6R/5/.13/4 11R/4/.21/2,4R/1/.23/3 11R/2/.22/5,9R/3/.06/3,4R/6/.08/2,愛知,愛知,41,15:10,第１６回みやじマリンカップ,特選,最終日
宮島,17,20260729,9R,2,4835,B1,橋本　　　明,0,0,0.15,5.01,25.96,50.00,5.06,23.44,50.00,66,43.18,56.25,29,46.89,59.81,8R/1/.19/1,1R/2/.16/4 10R/4/.09/3,2R/3/.17/3 10R/5/.16/3,6R/5/.09/5,1R/4/.13/4 7R/1/.17/2,2R/5/.15/5,広島,広島,38,15:10,第１６回みやじマリンカップ,特選,最終日
宮島,17,20260729,9R,3,4943,B1,八木　　治樹,0,0,0.15,4.30,17.50,31.25,0.00,0.00,0.00,71,33.91,52.30,79,30.46,44.83,6R/3/.11/2,1R/5/.20/2 8R/2/.10/5,7R/1/.14/1,3R/6/.09/5 9R/4/.07/5,5R/6/.11/6,2R/2/.10/1,愛知,愛知,35,15:10,第１６回みやじマリンカップ,特選,最終日
宮島,17,20260729,9R,4,4580,B1,長谷川　雅和,0,0,0.17,5.62,38.20,59.55,3.90,30.00,30.00,79,35.00,53.33,56,32.32,46.97,6R/4/.15/3,5R/6/.31/5 10R/2/.11/1,5R/1/.20/1,5R/3/.13/3 12R/5/.17/5,2R/3/.22/6,5R/3/.19/2,岡山,岡山,37,15:10,第１６回みやじマリンカップ,特選,最終日
宮島,17,20260729,9R,5,4652,B1,酒見　　峻介,0,0,0.17,4.54,21.18,38.82,5.60,30.00,60.00,53,30.93,42.78,31,27.39,43.31,5R/1/.25/1,4R/6/.13/3 9R/3/.12/2,8R/4/.21/2,2R/3/.10/3 11R/4/.22/3,4R/3/.15/2,1R/2/.16/4,佐賀,兵庫,41,15:10,第１６回みやじマリンカップ,特選,最終日
宮島,17,20260729,9R,6,3574,A1,大神　　康司,0,0,0.16,6.17,48.54,64.08,5.62,42.86,57.14,23,31.87,51.10,13,34.10,52.60,9R/2/.11/2,6R/3/.18/6 11R/1/.14/2,6R/2/.11/5 12R/3/.13/2,2R/2/.07/5 9R/2/.06/3,9R/1/.02/1,5R/2/.19/1,福岡,福岡,53,15:10,第１６回みやじマリンカップ,特選,最終日
宮島,17,20260729,10R,1,4786,A1,佐藤　　博亮,0,0,0.14,6.63,54.48,69.40,7.33,61.90,66.67,73,27.33,46.00,18,35.50,52.07,3R/2/.35/4 12R/6/.09/5,6R/2/.14/3 12R/1/.19/5,6R/4/.10/2,1R/1/.12/1 11R/3/.21/2,7R/2/.09/1 12R/5/.15/3,3R/6/.16/2,愛知,愛知,38,15:41,第１６回みやじマリンカップ,選抜戦,最終日
宮島,17,20260729,10R,2,4179,A2,広次　　　修,0,0,0.15,5.38,33.65,55.77,5.82,45.45,54.55,54,35.38,56.41,26,26.67,48.67,2R/5/.18/3 11R/2/.09/2,3R/3/.22/3 8R/1/.14/2,5R/4/.16/3 12R/6/.15/4,7R/3/.12/3,4R/1/.10/1 11R/5/.15/3,6R/4/.23/3,山口,山口,43,15:41,第１６回みやじマリンカップ,選抜戦,最終日
宮島,17,20260729,10R,3,4674,B1,池田　　剛規,0,0,0.15,5.14,30.63,47.75,6.13,39.13,78.26,15,34.20,51.30,69,29.21,50.56,5R/5/.23/2,3R/1/.14/1 12R/4/.16/2,7R/6/.16/5,2R/4/.08/2 7R/2/.11/5,1R/1/.15/3 11R/6/.16/4,3R/4/.12/4,福岡,福岡,38,15:41,第１６回みやじマリンカップ,選抜戦,最終日
宮島,17,20260729,10R,4,3757,A2,畑　　　和宏,0,0,0.16,5.47,34.67,58.67,5.62,38.46,58.46,29,30.68,51.14,71,31.43,44.76,6R/2/.18/5 11R/3/.05/5,2R/5/.19/2 7R/4/.07/2,1R/5/.22/2 8R/1/.18/1,5R/2/.16/2,3R/1/.13/1 10R/4/.20/5,4R/1/.13/1,広島,広島,54,15:41,第１６回みやじマリンカップ,選抜戦,最終日
宮島,17,20260729,10R,5,4703,A1,森永　　　隆,0,0,0.16,6.90,60.00,71.82,5.56,29.63,48.15,33,34.69,50.51,64,29.77,49.77,5R/2/.13/3 12R/4/.18/6,7R/1/.05/1 12R/3/.28/4,5R/5/.17/2 11R/1/.16/1,9R/5/.08/4,3R/4/.19/3 12R/3/.25/6,5R/1/.24/4,山口,山口,38,15:41,第１６回みやじマリンカップ,選抜戦,最終日
宮島,17,20260729,10R,6,4638,B1,小林　　遼太,0,0,0.18,5.43,34.62,57.69,0.00,0.00,0.00,36,33.17,48.24,23,33.33,56.90,3R/3/.33/5 11R/4/.25/3,7R/6/.11/4,2R/2/.13/1 7R/5/.24/3,6R/1/.07/1,6R/1/.15/1 10R/6/.26/6,6R/2/.21/2,福岡,福岡,35,15:41,第１６回みやじマリンカップ,選抜戦,最終日
宮島,17,20260729,11R,1,4982,B1,中村　　将隆,1,0,0.15,4.66,27.14,48.57,6.91,63.64,81.82,13,26.09,44.72,78,40.31,58.64,6R/1/.15/1,1R/3/.17/5 6R/6/.19/1,3R/5/.23/4,5R/4/.17/1 10R/2/.16/3,5R/4/.09/5 10R/3/.14/3,5R/6/.25/5,兵庫,兵庫,29,16:14,第１６回みやじマリンカップ,選抜戦,最終日
宮島,17,20260729,11R,2,3833,A2,中辻　　博訓,0,0,0.13,6.24,46.43,63.57,7.25,62.50,79.17,32,43.46,57.59,53,31.25,47.60,3R/4/.22/2 10R/1/.11/5,3R/2/.20/2 11R/6/.10/4,7R/3/.19/4,4R/5/.09/1 12R/2/.09/2,8R/1/.12/1 12R/4/.16/4,6R/1/.16/1,福井,福井,51,16:14,第１６回みやじマリンカップ,選抜戦,最終日
宮島,17,20260729,11R,3,4672,B1,守屋　　大地,0,0,0.18,4.35,24.76,35.24,5.04,26.92,50.00,82,31.28,46.93,68,36.04,48.22,3R/6/.21/1 9R/4/.16/1,4R/4/.17/5,4R/2/.17/6 10R/1/.09/2,3R/5/.23/2,6R/2/.16/3 10R/5/.22/4,2R/1/.09/3,岡山,岡山,40,16:14,第１６回みやじマリンカップ,選抜戦,最終日
宮島,17,20260729,11R,4,4066,A2,東本　　勝利,0,0,0.18,6.18,41.38,66.38,7.27,54.55,81.82,72,45.26,63.16,76,35.35,55.56,10R/4/.12/1,4R/5/.12/4 12R/2/.27/6,4R/3/.09/2 9R/1/.06/1,6R/2/.06/3 11R/5/.24/4,5R/1/.13/1 11R/4/.17/5,8R/1/.17/1,三重,三重,46,16:14,第１６回みやじマリンカップ,選抜戦,最終日
宮島,17,20260729,11R,5,5020,B1,宮村　　勇哉,0,0,0.18,4.77,27.47,48.35,3.13,12.50,12.50,20,29.57,51.08,32,34.50,51.50,1R/5/.36/3 9R/1/.09/5,8R/3/.12/1,1R/4/.20/1 10R/6/.21/5,4R/2/.23/2,2R/1/.31/1 12R/6/.37/5,4R/3/.13/4,三重,三重,34,16:14,第１６回みやじマリンカップ,選抜戦,最終日
宮島,17,20260729,11R,6,4276,A2,鈴木　　勝博,0,0,0.16,5.72,40.57,55.66,6.29,53.57,60.71,61,35.79,50.00,37,36.87,54.55,4R/4/.15/1 11R/6/.16/4,1R/1/.21/3 11R/3/.23/6,10R/2/.05/1,2R/5/.18/4 10R/3/.06/1,7R/4/.17/4 11R/3/.08/6,1R/1/.18/1,愛知,愛知,43,16:14,第１６回みやじマリンカップ,選抜戦,最終日
宮島,17,20260729,12R,1,4715,A1,村上　　　遼,0,0,0.15,6.04,36.11,59.72,6.47,46.88,53.13,11,37.50,52.60,55,24.84,45.86,2R/2/.08/2 12R/5/.11/4,4R/1/.16/1 11R/4/.14/1,3R/3/.18/1 12R/1/.13/1,10R/4/.13/2,6R/5/.23/2 12R/1/.13/1,,長崎,長崎,34,16:51,第１６回みやじマリンカップ,優勝戦,最終日
宮島,17,20260729,12R,2,4109,A2,谷津　　幸宏,1,0,0.13,5.50,32.28,55.12,5.10,30.00,50.00,24,33.33,49.15,77,34.31,50.98,2R/3/.09/1 7R/1/.21/1,2R/4/.18/1 12R/5/.13/1,4R/5/.10/3 12R/2/.09/3,8R/3/.11/2,4R/6/.17/4 11R/1/.12/1,,埼玉,埼玉,46,16:51,第１６回みやじマリンカップ,優勝戦,最終日
宮島,17,20260729,12R,3,4600,A1,井内　将太郎,1,0,0.12,6.39,46.00,69.00,6.98,53.21,72.44,52,32.84,53.43,36,32.71,48.60,4R/1/.20/3 12R/3/.11/1,9R/5/.13/1,7R/2/.13/2 12R/4/.12/6,3R/4/.14/1 11R/1/.09/1,2R/6/.13/3 10R/1/.06/1,,広島,広島,41,16:51,第１６回みやじマリンカップ,優勝戦,最終日
宮島,17,20260729,12R,4,4446,A1,和田　　兼輔,1,0,0.13,6.81,49.55,68.47,7.17,58.62,79.31,38,49.02,66.67,33,26.09,39.86,7R/4/.19/3 12R/2/.10/3,8R/5/.25/3,4R/1/.18/1 11R/3/.21/3,7R/5/.13/2 12R/1/.09/1,4R/5/.15/5 10R/2/.10/2,,兵庫,兵庫,39,16:51,第１６回みやじマリンカップ,優勝戦,最終日
宮島,17,20260729,12R,5,4930,A2,佐藤　　　悠,0,0,0.16,5.95,39.42,58.65,5.41,29.63,51.85,57,37.63,56.19,81,28.47,49.31,7R/3/.18/2,5R/2/.11/1 12R/6/.18/3,3R/4/.18/2 8R/5/.23/3,2R/1/.04/1 12R/3/.10/4,3R/5/.15/2 11R/2/.08/2,,福井,石川,30,16:51,第１６回みやじマリンカップ,優勝戦,最終日
宮島,17,20260729,12R,6,4351,A1,里岡　　右貴,1,0,0.13,6.92,52.05,71.92,7.11,53.57,64.29,63,31.38,46.28,59,34.52,51.78,6R/5/.09/4 12R/1/.13/2,5R/3/.15/2 11R/2/.12/3,9R/5/.10/2,8R/1/.09/1 12R/4/.14/3,5R/5/.06/2 12R/2/.11/2,,福岡,福岡,40,16:51,第１６回みやじマリンカップ,優勝戦,最終日
徳山,18,20260729,1R,1,5106,A2,山崎　　　祥,0,0,0.19,5.73,37.23,60.64,5.29,27.55,54.08,43,15.94,31.88,26,29.31,44.25,,,,,,,山口,山口,27,08:46,徳山商工会議所青年部（青友会）５０周年記念競走,朝トク予選,初日
徳山,18,20260729,1R,2,3617,B1,竹田　　広樹,1,0,0.19,4.09,21.52,34.18,3.58,18.18,27.27,36,33.33,58.97,38,40.70,52.91,,,,,,,佐賀,佐賀,53,08:46,徳山商工会議所青年部（青友会）５０周年記念競走,朝トク予選,初日
徳山,18,20260729,1R,3,4567,B1,上村　慎太郎,0,0,0.23,4.40,17.58,37.36,4.55,25.00,47.50,63,29.41,45.59,11,25.14,40.00,,,,,,,山口,山口,38,08:46,徳山商工会議所青年部（青友会）５０周年記念競走,朝トク予選,初日
徳山,18,20260729,1R,4,4527,B1,高野　　心吾,0,0,0.17,4.45,22.99,39.08,3.68,18.18,25.00,54,32.39,53.52,32,32.76,52.30,,,,,,,愛知,愛知,38,08:46,徳山商工会議所青年部（青友会）５０周年記念競走,朝トク予選,初日
徳山,18,20260729,1R,5,5396,B2,近藤　　来希,0,0,0.20,2.06,3.03,4.55,1.40,0.00,0.00,67,35.38,53.85,68,43.75,57.95,,,,,,,兵庫,島根,24,08:46,徳山商工会議所青年部（青友会）５０周年記念競走,朝トク予選,初日
徳山,18,20260729,1R,6,3896,B1,上田　　洋平,0,0,0.16,5.10,25.58,54.65,0.00,0.00,0.00,23,36.11,48.61,33,32.37,45.09,,,,,,,滋賀,滋賀,49,08:46,徳山商工会議所青年部（青友会）５０周年記念競走,朝トク予選,初日
徳山,18,20260729,2R,1,4292,A1,麻生　　慎介,0,0,0.14,6.31,40.54,62.16,6.75,25.00,50.00,48,33.33,51.39,59,40.12,58.72,,,,,,,広島,広島,41,09:12,徳山商工会議所青年部（青友会）５０周年記念競走,狙いトク特選,初日
徳山,18,20260729,2R,2,4511,B1,中岡　　健人,0,0,0.18,4.87,21.43,51.02,5.00,29.41,47.06,57,20.69,36.21,63,30.59,51.76,,,,,,,香川,高知,37,09:12,徳山商工会議所青年部（青友会）５０周年記念競走,狙いトク特選,初日
徳山,18,20260729,2R,3,4171,A2,榎　　　幸司,0,0,0.19,6.05,41.86,59.69,6.29,41.94,64.52,11,34.38,56.25,66,33.53,50.29,,,,,,,長崎,長崎,43,09:12,徳山商工会議所青年部（青友会）５０周年記念競走,狙いトク特選,初日
徳山,18,20260729,2R,4,5029,A1,中　　　亮太,0,0,0.14,7.09,57.14,72.22,6.00,55.56,61.11,75,20.34,49.15,25,28.00,40.57,,,,,,,福岡,熊本,29,09:12,徳山商工会議所青年部（青友会）５０周年記念競走,狙いトク特選,初日
徳山,18,20260729,2R,5,4954,B1,内山　　峻輔,1,0,0.19,4.33,23.17,36.59,3.83,16.67,16.67,18,30.00,50.00,72,34.29,52.00,,,,,,,東京,東京,31,09:12,徳山商工会議所青年部（青友会）５０周年記念競走,狙いトク特選,初日
徳山,18,20260729,2R,6,5246,A2,楠　　将太郎,0,0,0.17,5.31,39.56,51.65,5.30,20.00,60.00,56,38.10,60.32,52,27.33,42.44,,,,,,,埼玉,埼玉,24,09:12,徳山商工会議所青年部（青友会）５０周年記念競走,狙いトク特選,初日
徳山,18,20260729,3R,1,4063,A1,市橋　　卓士,0,0,0.14,6.01,40.00,58.46,6.41,45.45,68.18,31,30.77,53.85,27,31.98,47.09,,,,,,,徳島,徳島,46,09:38,徳山商工会議所青年部（青友会）５０周年記念競走,決めトク特賞,初日
徳山,18,20260729,3R,2,4252,B1,松下　　哲也,0,0,0.19,4.67,24.51,43.14,4.40,25.00,45.00,58,32.26,50.00,73,38.95,55.23,,,,,,,福岡,福岡,43,09:38,徳山商工会議所青年部（青友会）５０周年記念競走,決めトク特賞,初日
徳山,18,20260729,3R,3,5075,A2,中島　　秀治,1,0,0.16,5.90,33.60,60.00,6.76,42.86,71.43,34,30.38,54.43,67,41.28,58.72,,,,,,,滋賀,京都,30,09:38,徳山商工会議所青年部（青友会）５０周年記念競走,決めトク特賞,初日
徳山,18,20260729,3R,4,3680,B1,森林　　　太,0,0,0.22,4.35,22.03,33.90,5.12,27.91,44.19,52,25.71,42.86,45,34.91,56.21,,,,,,,長崎,長崎,53,09:38,徳山商工会議所青年部（青友会）５０周年記念競走,決めトク特賞,初日
徳山,18,20260729,3R,5,5343,B1,小林　　礼央,0,0,0.16,3.84,19.10,31.46,2.72,12.50,15.63,22,27.69,46.15,16,43.10,56.90,,,,,,,広島,広島,23,09:38,徳山商工会議所青年部（青友会）５０周年記念競走,決めトク特賞,初日
徳山,18,20260729,3R,6,4512,A1,高野　　哲史,0,0,0.15,6.87,54.81,67.41,7.30,60.00,70.00,29,31.51,50.68,24,35.29,48.24,,,,,,,兵庫,兵庫,37,09:38,徳山商工会議所青年部（青友会）５０周年記念競走,決めトク特賞,初日
徳山,18,20260729,4R,1,4383,A2,竹田　　吉行,1,0,0.17,5.68,37.50,57.14,5.42,36.84,52.63,62,21.67,38.33,17,30.11,45.45,,,,,,,徳島,徳島,41,10:04,徳山商工会議所青年部（青友会）５０周年記念競走,ガチトク予選,初日
徳山,18,20260729,4R,2,5068,A1,前田　　　滉,0,0,0.14,7.53,59.62,70.19,5.69,37.50,50.00,61,16.67,42.59,22,36.36,56.82,,,,,,,愛知,愛知,26,10:04,徳山商工会議所青年部（青友会）５０周年記念競走,ガチトク予選,初日
徳山,18,20260729,4R,3,4697,B1,國弘　　翔平,0,0,0.17,4.12,19.19,36.36,4.71,19.05,42.86,71,32.81,43.75,44,38.37,58.72,,,,,,,福岡,福岡,39,10:04,徳山商工会議所青年部（青友会）５０周年記念競走,ガチトク予選,初日
徳山,18,20260729,4R,4,4257,B1,古川　　　健,0,0,0.16,4.67,27.84,42.27,5.94,44.44,61.11,21,23.64,41.82,36,34.71,55.29,,,,,,,広島,広島,42,10:04,徳山商工会議所青年部（青友会）５０周年記念競走,ガチトク予選,初日
徳山,18,20260729,4R,5,4727,B1,安部　　慎一,0,0,0.16,4.00,14.47,36.84,4.41,21.62,35.14,60,30.77,52.31,62,38.86,54.86,,,,,,,福岡,福岡,38,10:04,徳山商工会議所青年部（青友会）５０周年記念競走,ガチトク予選,初日
徳山,18,20260729,4R,6,4004,B1,山本　　浩輔,0,0,0.18,4.90,27.78,43.33,4.73,26.67,43.33,70,22.41,39.66,65,27.49,46.20,,,,,,,長崎,長崎,48,10:04,徳山商工会議所青年部（青友会）５０周年記念競走,ガチトク予選,初日
徳山,18,20260729,5R,1,4928,A1,栗城　　　匠,0,0,0.14,6.54,47.37,61.40,0.00,0.00,0.00,59,35.29,49.02,70,28.65,49.71,,,,,,,東京,東京,31,10:30,徳山商工会議所青年部（青友会）５０周年記念競走,予選,初日
徳山,18,20260729,5R,2,4034,B1,西原　　明生,0,0,0.22,3.74,16.13,26.88,4.56,6.25,43.75,65,19.61,33.33,29,30.86,50.29,,,,,,,香川,愛媛,47,10:30,徳山商工会議所青年部（青友会）５０周年記念競走,予選,初日
徳山,18,20260729,5R,3,4009,A2,小林　　一樹,0,0,0.13,5.71,40.00,58.00,5.98,40.35,54.39,40,28.57,42.86,56,27.91,41.86,,,,,,,山口,山口,47,10:30,徳山商工会議所青年部（青友会）５０周年記念競走,予選,初日
徳山,18,20260729,5R,4,4100,B1,松田　　隆司,0,0,0.16,4.85,27.84,51.55,4.33,23.33,36.67,39,35.71,45.71,18,38.37,49.42,,,,,,,福岡,福岡,47,10:30,徳山商工会議所青年部（青友会）５０周年記念競走,予選,初日
徳山,18,20260729,5R,5,5011,B1,高木　　圭大,0,0,0.15,3.85,17.05,29.55,2.25,12.50,12.50,72,35.94,60.94,55,39.18,56.14,,,,,,,長崎,長崎,29,10:30,徳山商工会議所青年部（青友会）５０周年記念競走,予選,初日
徳山,18,20260729,5R,6,5220,A2,青木　　　蓮,0,0,0.12,6.55,51.11,68.89,6.83,56.52,69.57,42,31.34,46.27,75,25.60,41.67,,,,,,,埼玉,埼玉,25,10:30,徳山商工会議所青年部（青友会）５０周年記念競走,予選,初日
徳山,18,20260729,6R,1,4146,A2,柳橋　　宏紀,0,0,0.14,5.39,29.09,53.64,5.40,40.00,50.00,24,26.09,44.93,40,41.28,51.74,,,,,,,滋賀,京都,44,11:00,徳山商工会議所青年部（青友会）５０周年記念競走,予選,初日
