場名,場コード,開催日,レース,枠,登録番号,級別,氏名,F数,L数,平均ST,全国勝率,全国2連率,全国3連率,当地勝率,当地2連率,当地3連率,モーターNo,モーター2連率,モーター3連率,ボートNo,ボート2連率,ボート3連率,1日目成績,2日目成績,3日目成績,4日目成績,5日目成績,6日目成績,支部,出身,年齢,締切時刻,節名,企画名,日目
平和島,04,20260729,1R,1,5165,B1,小林　　愛実,0,0,0.16,3.76,16.85,29.21,5.25,25.00,60.00,11,44.83,58.62,75,31.82,40.91,7R/3/.13/3,3R/1/.04/2 11R/5/.14/5,4R/6/.17/5 12R/2/.06/3,4R/4/.11/1,,,岡山,岡山,26,11:54,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,1R,2,4853,B1,前原　　　哉,0,0,0.22,4.69,22.50,43.75,4.75,25.00,37.50,37,33.33,54.17,74,39.13,69.57,1R/5/.22/3 9R/1/.10/1,7R/6/.30/5,4R/4/.20/4 10R/2/.23/5,6R/3/.15/4,,,岡山,岡山,31,11:54,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,1R,3,4891,B1,寺島　　美里,0,0,0.16,5.00,26.92,42.31,4.17,20.69,31.03,67,22.73,45.45,63,39.13,39.13,6R/3/.18/5 11R/2/.04/1,6R/4/.09/4,5R/1/.16/2 12R/5/.07/6,8R/6/.14/3,,,東京,福島,36,11:54,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,1R,4,4443,B1,津田　　裕絵,0,0,0.19,5.61,37.98,56.59,4.71,28.57,57.14,21,29.17,70.83,69,41.67,54.17,5R/3/.13/5 10R/1/.21/2,10R/5/.22/4,1R/2/.11/2 8R/5/.19/6,2R/4/.20/2,,,山口,山口,39,11:54,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,1R,5,4225,A2,土屋　　千明,0,0,0.15,6.40,45.33,66.67,6.52,55.17,72.41,19,48.00,64.00,58,13.64,27.27,12R/5/.16/4,3R/2/.07/4 7R/3/.18/4,1R/6/.11/4 11R/4/.10/3,8R/1/.01/1,,,群馬,群馬,44,11:54,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,1R,6,5436,B2,市川　　瑚幸,0,0,0.22,1.28,0.00,0.00,1.27,0.00,0.00,15,39.13,56.52,40,19.05,42.86,4R/5/.24/6,1R/4/.15/3 9R/6/.14/6,6R/5/.10/6,5R/4/.16/5 9R/5/.19/5,,,東京,神奈川,21,11:54,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,2R,1,4689,B1,豊田　　　結,0,0,0.16,5.15,31.91,53.19,5.93,41.38,62.07,52,40.00,40.00,10,32.26,41.94,10R/2/.20/4,3R/3/.07/1 8R/5/.16/2,3R/1/.18/4 10R/4/.07/3,2R/6/.23/5 8R/2/.05/4,,,静岡,静岡,33,12:23,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,2R,2,5361,B1,植竹　　玲奈,0,0,0.23,2.53,2.94,11.76,1.96,1.96,3.92,54,27.27,36.36,49,13.64,27.27,6R/1/.29/3,3R/4/.07/6 10R/2/.15/2,8R/6/.24/4,4R/3/.24/2 8R/5/.11/5,,,東京,神奈川,19,12:23,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,2R,3,5241,B1,門田　　　栞,1,0,0.18,5.11,29.25,49.06,5.08,32.00,52.00,40,56.52,69.57,60,40.91,54.55,4R/4/.21/4 8R/6/.11/6,7R/1/.14/1,1R/3/.12/1 9R/2/.12/1,1R/5/.24/4 7R/3/.25/3,,,香川,愛媛,26,12:23,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,2R,4,5324,B1,畑田　　希咲,0,0,0.21,2.36,1.69,6.78,0.00,0.00,0.00,68,41.38,72.41,44,47.83,60.87,2R/6/.22/5,4R/5/.16/5 9R/3/.11/5,5R/4/.26/4,3R/1/.18/4 12R/2/.16/3,,,兵庫,兵庫,23,12:23,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,2R,5,4286,A2,平田　さやか,0,0,0.15,6.02,42.65,61.76,5.50,33.33,53.33,29,54.17,54.17,61,30.43,52.17,3R/2/.10/3 8R/1/.12/2,12R/5/.16/5,3R/4/.13/1 7R/3/.14/5,10R/2/.11/2,,,東京,東京,42,12:23,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,2R,6,5380,B2,野田　　亜湖,0,0,0.28,1.24,0.00,0.00,1.17,0.00,0.00,35,23.81,38.10,17,40.00,60.00,7R/5/.14/6,2R/6/.24/6 7R/4/.35/6,5R/5/.31/6,2R/5/.25/6 7R/4/.21/6,,,徳島,徳島,21,12:23,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,3R,1,5317,B1,長尾　　萌加,0,0,0.17,4.86,24.32,46.85,4.64,9.09,54.55,20,16.00,36.00,62,30.77,65.38,3R/6/.27/4 11R/4/.07/4,1R/2/.29/5,1R/5/.08/3,5R/1/.12/1 11R/3/.07/3,,,岡山,岡山,25,12:53,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,3R,2,5326,B1,三嶌　さらら,0,0,0.19,5.19,32.31,46.15,1.29,0.00,0.00,73,39.13,56.52,51,42.31,57.69,5R/4/.16/4,5R/5/.10/2 11R/3/.15/6,5R/2/.20/1 9R/5/.09/5,10R/1/.15/4,,,香川,香川,22,12:53,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,3R,3,5194,B1,大久保　佑香,1,0,0.18,4.22,25.61,35.37,3.44,11.11,22.22,71,22.73,36.36,50,18.18,36.36,5R/1/.11/1,1R/6/.16/4 7R/5/.29/3,2R/3/.08/5 11R/2/.09/4,9R/4/.21/1,,,埼玉,埼玉,24,12:53,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,3R,4,4746,B1,大豆生田　蒼,0,0,0.20,5.42,32.05,53.85,6.23,48.39,67.74,30,50.00,66.67,11,16.67,33.33,3R/3/.17/2,6R/1/.10/1 11R/2/.14/3,6R/6/.05/1 12R/4/.07/4,6R/2/.15/2 12R/5/.09/6,,,埼玉,栃木,31,12:53,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,3R,5,4190,B2,長嶋　　万記,0,0,0.16,6.85,46.81,68.09,5.22,27.78,55.56,12,61.29,77.42,70,40.91,68.18,5R/5/.12/2 11R/6/.17/3,9R/4/.14/2,6R/2/.14/3 11R/3/.08/2,1R/2/.13/1 11R/1/.14/1,,,静岡,静岡,45,12:53,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,3R,6,4825,A1,倉持　　莉々,0,0,0.14,6.79,47.93,70.25,5.84,44.90,59.18,50,47.83,73.91,57,36.36,50.00,8R/4/.12/1 12R/1/.12/1,3R/6/.18/3 9R/2/.13/4,2R/1/.08/1 12R/3/.03/2,10R/3/.10/1,,,東京,茨城,32,12:53,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,4R,1,4244,B2,鈴木　　成美,0,0,0.16,4.03,28.57,34.29,4.88,34.62,46.15,25,26.09,65.22,38,60.87,60.87,3R/1/.11/1,2R/3/.12/2 9R/5/.11/3,7R/4/.15/4 12R/6/.09/5,7R/2/.13/4 11R/4/.09/5,,,静岡,静岡,39,13:23,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,4R,2,4464,A1,山下　　友貴,0,0,0.19,6.12,41.07,66.07,5.50,40.00,45.00,65,28.00,56.00,59,27.27,31.82,6R/5/.28/2 12R/3/.22/5,2R/1/.10/1 11R/4/.12/2,10R/6/.08/4,4R/2/.29/5 9R/1/.18/6,,,静岡,静岡,40,13:23,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,4R,3,4680,A2,後藤　　美翼,0,0,0.21,5.37,33.64,51.40,5.40,40.00,47.50,61,48.28,58.62,48,9.52,28.57,5R/2/.12/6 12R/6/.22/3,4R/3/.14/1 8R/1/.46/4,6R/4/.10/4,7R/1/.16/2 12R/3/.17/2,,,東京,東京,36,13:23,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,4R,4,5231,B1,寺田　　空詩,0,0,0.17,6.48,46.84,69.62,4.80,30.00,40.00,55,32.00,48.00,18,29.41,41.18,9R/5/.16/4,4R/2/.15/2 10R/1/.11/1,2R/6/.09/3 10R/3/.11/1,5R/2/.12/3 12R/4/.11/4,,,山口,山口,22,13:23,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,4R,5,5251,B2,沼田　　七華,0,0,0.17,2.12,0.00,8.82,1.92,0.00,8.00,51,38.10,52.38,15,33.33,59.26,1R/3/.27/6 8R/2/.17/3,5R/4/.07/1,5R/6/.21/5 11R/5/.14/5,4R/1/.17/4,,,福井,石川,23,13:23,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,4R,6,5347,B2,井澤　　聖奈,0,0,0.21,1.58,0.00,3.03,1.46,0.00,0.00,48,33.33,50.00,67,43.48,65.22,6R/6/.34/6,1R/5/.14/6 8R/3/.33/5,2R/4/.05/4,1R/4/.27/6 8R/3/.10/6,,,愛知,長野,22,13:23,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,5R,1,4765,B1,野田部　宏子,1,0,0.13,4.50,24.32,40.54,4.36,18.18,36.36,38,50.00,59.09,39,45.83,70.83,6R/4/.16/4,5R/2/.06/3 9R/1/.15/1,7R/5/.16/2,2R/3/.13/4 12R/6/.07/5,,,福岡,福岡,36,13:54,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,5R,2,5174,B2,川井　　　萌,1,0,0.19,5.37,28.05,52.44,6.80,50.00,80.00,47,40.91,54.55,19,33.33,51.85,8R/5/.19/5,4R/4/.17/4 11R/1/.21/1,6R/3/.16/2,2R/2/.18/3 9R/6/.24/3,,,静岡,静岡,24,13:54,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,5R,3,4893,B1,渡邉　真奈美,0,0,0.16,4.97,29.35,42.39,5.34,34.29,48.57,31,30.43,43.48,46,31.82,40.91,2R/5/.17/6 9R/4/.13/5,5R/6/.04/4,8R/2/.06/3,1R/1/.14/2 9R/3/.10/2,,,東京,千葉,35,13:54,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,5R,4,4627,A2,藤原　　菜希,0,0,0.15,6.53,51.61,64.52,5.85,40.74,48.15,33,40.00,65.00,71,37.50,50.00,12R/4/.21/6,1R/3/.20/1 6R/2/.11/2,4R/2/.16/1 9R/1/.15/3,4R/5/.18/3 11R/6/.11/4,,,東京,大阪,40,13:54,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,5R,5,4208,A1,三浦　　永理,0,0,0.15,7.05,55.88,74.26,7.20,60.00,80.00,74,15.38,30.77,55,32.00,60.00,9R/3/.12/2,6R/6/.06/3 12R/2/.11/2,4R/5/.16/3 11R/1/.08/1,8R/4/.11/2 12R/1/.12/1,,,静岡,静岡,43,13:54,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,5R,6,5389,B1,恵良　　琴美,0,0,0.19,2.24,0.00,10.67,0.00,0.00,0.00,66,29.17,45.83,66,18.18,22.73,5R/6/.16/3,2R/4/.18/3 6R/5/.09/5,1R/4/.12/6 10R/5/.07/6,5R/5/.13/4,,,福岡,福岡,19,13:54,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,6R,1,4419,A2,原　　加央理,0,0,0.16,5.77,38.04,59.78,6.90,60.00,80.00,23,39.13,78.26,45,40.91,40.91,1R/4/.21/2 6R/2/.23/1,12R/6/.19/6,3R/3/.16/2 8R/1/.02/2,3R/5/.10/3 9R/2/.22/4,,,埼玉,埼玉,38,14:25,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,6R,2,4546,B1,浜田　亜理沙,0,0,0.17,7.03,54.95,74.73,6.42,46.15,57.69,18,31.82,59.09,68,30.43,52.17,2R/4/.20/2 11R/1/.22/5,11R/6/.12/4,2R/5/.04/2 7R/2/.15/3,5R/3/.12/2,,,埼玉,広島,38,14:25,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,6R,3,4714,B1,喜多須　杏奈,0,0,0.17,5.03,25.58,48.84,5.41,45.45,54.55,63,27.27,36.36,54,30.43,43.48,4R/2/.28/3,2R/5/.21/4 10R/3/.17/6,6R/1/.12/5,1R/6/.30/5 10R/4/.11/3,,,徳島,徳島,35,14:25,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,6R,4,5314,B1,中曽　　瑠華,0,0,0.19,3.42,12.99,23.38,2.00,4.00,8.00,56,26.32,36.84,37,45.83,58.33,1R/6/.21/5 10R/3/.17/5,2R/2/.14/5,1R/1/.12/5,6R/4/.16/6 11R/5/.10/6,,,東京,千葉,25,14:25,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,6R,5,4853,B1,前原　　　哉,0,0,0.22,4.69,22.50,43.75,4.75,25.00,37.50,37,33.33,54.17,74,39.13,69.57,1R/5/.22/3 9R/1/.10/1,7R/6/.30/5,4R/4/.20/4 10R/2/.23/5,6R/3/.15/4,1R/2/.11/3,,岡山,岡山,31,14:25,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,6R,6,4961,A1,西橋　　奈未,1,0,0.15,6.37,41.59,55.75,0.00,0.00,0.00,14,21.74,39.13,52,39.13,47.83,4R/6/.14/2 11R/3/.03/2,8R/4/.18/1 12R/1/.10/1,9R/4/.05/2,2R/1/.08/1 11R/2/.12/2,,,福井,石川,30,14:25,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,7R,1,4891,B1,寺島　　美里,0,0,0.16,5.00,26.92,42.31,4.17,20.69,31.03,67,22.73,45.45,63,39.13,39.13,6R/3/.18/5 11R/2/.04/1,6R/4/.09/4,5R/1/.16/2 12R/5/.07/6,8R/6/.14/3,1R/3/.09/5,,東京,福島,36,14:57,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,7R,2,5322,B1,根岸　　真優,0,0,0.19,2.99,10.87,22.83,2.13,0.00,12.50,43,50.00,61.54,65,40.91,54.55,4R/1/.29/5 9R/2/.13/3,3R/5/.06/5,8R/3/.10/5,3R/4/.09/1 10R/6/.09/5,,,埼玉,埼玉,24,14:57,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,7R,3,5265,B1,大廣　　咲季,0,0,0.15,3.69,13.83,31.91,3.37,21.05,21.05,32,22.73,36.36,56,23.53,41.18,3R/4/.18/5 9R/6/.22/6,8R/2/.30/6,4R/1/.15/2,3R/3/.18/5 7R/5/.15/5,,,香川,香川,26,14:57,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,7R,4,5362,B2,中嶋　　世奈,1,0,0.22,2.53,4.94,13.58,1.64,0.00,0.00,27,51.85,62.96,47,18.18,31.82,1R/2/.27/4 7R/4/.16/4,6R/3/.16/6,7R/1/.21/1,4R/6/.23/6 10R/5/.13/6,,,静岡,北海道,19,14:57,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,7R,5,4117,A2,廣中　智紗衣,0,0,0.22,5.96,46.09,64.84,5.94,38.78,59.18,58,48.00,56.00,43,37.50,58.33,7R/2/.15/1,4R/6/.20/3 12R/4/.16/3,5R/3/.21/3 10R/1/.07/2,1R/3/.14/3 6R/1/.05/1,,,東京,愛知,45,14:57,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,7R,6,4123,A1,細川　　裕子,0,0,0.19,6.57,48.94,70.92,6.35,47.06,64.71,60,50.00,63.64,53,36.36,54.55,2R/1/.18/1 10R/5/.16/1,7R/2/.19/2 12R/3/.13/4,8R/4/.13/1 12R/1/.06/1,7R/6/.12/1,,,愛知,愛知,44,14:57,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,8R,1,4286,A2,平田　さやか,0,0,0.15,6.02,42.65,61.76,5.50,33.33,53.33,29,54.17,54.17,61,30.43,52.17,3R/2/.10/3 8R/1/.12/2,12R/5/.16/5,3R/4/.13/1 7R/3/.14/5,10R/2/.11/2,2R/5/.15/3,,東京,東京,42,15:30,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,8R,2,4443,B1,津田　　裕絵,0,0,0.19,5.61,37.98,56.59,4.71,28.57,57.14,21,29.17,70.83,69,41.67,54.17,5R/3/.13/5 10R/1/.21/2,10R/5/.22/4,1R/2/.11/2 8R/5/.19/6,2R/4/.20/2,1R/4/.13/1,,山口,山口,39,15:30,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,8R,3,5317,B1,長尾　　萌加,0,0,0.17,4.86,24.32,46.85,4.64,9.09,54.55,20,16.00,36.00,62,30.77,65.38,3R/6/.27/4 11R/4/.07/4,1R/2/.29/5,1R/5/.08/3,5R/1/.12/1 11R/3/.07/3,3R/1/.24/4,,岡山,岡山,25,15:30,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,8R,4,5203,B1,神里　　琴音,0,0,0.16,5.54,33.33,57.78,3.57,9.52,23.81,75,20.83,33.33,16,40.74,59.26,2R/3/.19/4 7R/1/.15/2,8R/6/.20/3,9R/3/.09/4,6R/5/.17/3,,,福岡,沖縄,22,15:30,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,8R,5,4689,B1,豊田　　　結,0,0,0.16,5.15,31.91,53.19,5.93,41.38,62.07,52,40.00,40.00,10,32.26,41.94,10R/2/.20/4,3R/3/.07/1 8R/5/.16/2,3R/1/.18/4 10R/4/.07/3,2R/6/.23/5 8R/2/.05/4,2R/1/.17/4,,静岡,静岡,33,15:30,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,8R,6,4569,B1,中澤　　宏奈,1,0,0.17,4.88,31.86,43.36,5.23,34.29,48.57,36,42.86,61.90,72,27.27,63.64,4R/3/.20/1 10R/6/.16/3,,3R/6/.16/3,3R/6/.21/2,,,東京,東京,38,15:30,マクール杯 ヴィーナスシリーズ第９戦,一般,５日目
平和島,04,20260729,9R,1,4225,A2,土屋　　千明,0,0,0.15,6.40,45.33,66.67,6.52,55.17,72.41,19,48.00,64.00,58,13.64,27.27,12R/5/.16/4,3R/2/.07/4 7R/3/.18/4,1R/6/.11/4 11R/4/.10/3,8R/1/.01/1,1R/5/.16/2,,群馬,群馬,44,16:05,マクール杯 ヴィーナスシリーズ第９戦,一般特賞,５日目
平和島,04,20260729,9R,2,5251,B2,沼田　　七華,0,0,0.17,2.12,0.00,8.82,1.92,0.00,8.00,51,38.10,52.38,15,33.33,59.26,1R/3/.27/6 8R/2/.17/3,5R/4/.07/1,5R/6/.21/5 11R/5/.14/5,4R/1/.17/4,4R/5/.07/4,,福井,石川,23,16:05,マクール杯 ヴィーナスシリーズ第９戦,一般特賞,５日目
平和島,04,20260729,9R,3,4244,B2,鈴木　　成美,0,0,0.16,4.03,28.57,34.29,4.88,34.62,46.15,25,26.09,65.22,38,60.87,60.87,3R/1/.11/1,2R/3/.12/2 9R/5/.11/3,7R/4/.15/4 12R/6/.09/5,7R/2/.13/4 11R/4/.09/5,4R/1/.05/2,,静岡,静岡,39,16:05,マクール杯 ヴィーナスシリーズ第９戦,一般特賞,５日目
平和島,04,20260729,9R,4,5361,B1,植竹　　玲奈,0,0,0.23,2.53,2.94,11.76,1.96,1.96,3.92,54,27.27,36.36,49,13.64,27.27,6R/1/.29/3,3R/4/.07/6 10R/2/.15/2,8R/6/.24/4,4R/3/.24/2 8R/5/.11/5,2R/2/.24/5,,東京,神奈川,19,16:05,マクール杯 ヴィーナスシリーズ第９戦,一般特賞,５日目
平和島,04,20260729,9R,5,5326,B1,三嶌　さらら,0,0,0.19,5.19,32.31,46.15,1.29,0.00,0.00,73,39.13,56.52,51,42.31,57.69,5R/4/.16/4,5R/5/.10/2 11R/3/.15/6,5R/2/.20/1 9R/5/.09/5,10R/1/.15/4,3R/2/.19/5,,香川,香川,22,16:05,マクール杯 ヴィーナスシリーズ第９戦,一般特賞,５日目
平和島,04,20260729,9R,6,4845,A1,前田　　紗希,2,0,0.13,7.48,64.20,74.07,7.33,66.67,66.67,22,23.81,33.33,12,28.57,51.43,7R/6/.11/5 12R/2/.19/2,10R/6/.26/3,7R/6/.28/6,6R/6/.14/5,,,埼玉,埼玉,33,16:05,マクール杯 ヴィーナスシリーズ第９戦,一般特賞,５日目
平和島,04,20260729,10R,1,4825,A1,倉持　　莉々,0,0,0.14,6.79,47.93,70.25,5.84,44.90,59.18,50,47.83,73.91,57,36.36,50.00,8R/4/.12/1 12R/1/.12/1,3R/6/.18/3 9R/2/.13/4,2R/1/.08/1 12R/3/.03/2,10R/3/.10/1,3R/6/.16/2,,東京,茨城,32,16:42,マクール杯 ヴィーナスシリーズ第９戦,準優勝戦,５日目
平和島,04,20260729,10R,2,4208,A1,三浦　　永理,0,0,0.15,7.05,55.88,74.26,7.20,60.00,80.00,74,15.38,30.77,55,32.00,60.00,9R/3/.12/2,6R/6/.06/3 12R/2/.11/2,4R/5/.16/3 11R/1/.08/1,8R/4/.11/2 12R/1/.12/1,5R/5/.17/2,,静岡,静岡,43,16:42,マクール杯 ヴィーナスシリーズ第９戦,準優勝戦,５日目
平和島,04,20260729,10R,3,4746,B1,大豆生田　蒼,0,0,0.20,5.42,32.05,53.85,6.23,48.39,67.74,30,50.00,66.67,11,16.67,33.33,3R/3/.17/2,6R/1/.10/1 11R/2/.14/3,6R/6/.05/1 12R/4/.07/4,6R/2/.15/2 12R/5/.09/6,3R/4/.16/3,,埼玉,栃木,31,16:42,マクール杯 ヴィーナスシリーズ第９戦,準優勝戦,５日目
平和島,04,20260729,10R,4,5241,B1,門田　　　栞,1,0,0.18,5.11,29.25,49.06,5.08,32.00,52.00,40,56.52,69.57,60,40.91,54.55,4R/4/.21/4 8R/6/.11/6,7R/1/.14/1,1R/3/.12/1 9R/2/.12/1,1R/5/.24/4 7R/3/.25/3,2R/3/.18/1,,香川,愛媛,26,16:42,マクール杯 ヴィーナスシリーズ第９戦,準優勝戦,５日目
平和島,04,20260729,10R,5,4464,A1,山下　　友貴,0,0,0.19,6.12,41.07,66.07,5.50,40.00,45.00,65,28.00,56.00,59,27.27,31.82,6R/5/.28/2 12R/3/.22/5,2R/1/.10/1 11R/4/.12/2,10R/6/.08/4,4R/2/.29/5 9R/1/.18/6,,,静岡,静岡,40,16:42,マクール杯 ヴィーナスシリーズ第９戦,準優勝戦,５日目
平和島,04,20260729,10R,6,5165,B1,小林　　愛実,0,0,0.16,3.76,16.85,29.21,5.25,25.00,60.00,11,44.83,58.62,75,31.82,40.91,7R/3/.13/3,3R/1/.04/2 11R/5/.14/5,4R/6/.17/5 12R/2/.06/3,4R/4/.11/1,1R/1/.14/4,,岡山,岡山,26,16:42,マクール杯 ヴィーナスシリーズ第９戦,準優勝戦,５日目
平和島,04,20260729,11R,1,4961,A1,西橋　　奈未,1,0,0.15,6.37,41.59,55.75,0.00,0.00,0.00,14,21.74,39.13,52,39.13,47.83,4R/6/.14/2 11R/3/.03/2,8R/4/.18/1 12R/1/.10/1,9R/4/.05/2,2R/1/.08/1 11R/2/.12/2,6R/6/.22/3,,福井,石川,30,17:11,マクール杯 ヴィーナスシリーズ第９戦,準優勝戦,５日目
平和島,04,20260729,11R,2,4190,B2,長嶋　　万記,0,0,0.16,6.85,46.81,68.09,5.22,27.78,55.56,12,61.29,77.42,70,40.91,68.18,5R/5/.12/2 11R/6/.17/3,9R/4/.14/2,6R/2/.14/3 11R/3/.08/2,1R/2/.13/1 11R/1/.14/1,3R/5/.16/1,,静岡,静岡,45,17:11,マクール杯 ヴィーナスシリーズ第９戦,準優勝戦,５日目
平和島,04,20260729,11R,3,4627,A2,藤原　　菜希,0,0,0.15,6.53,51.61,64.52,5.85,40.74,48.15,33,40.00,65.00,71,37.50,50.00,12R/4/.21/6,1R/3/.20/1 6R/2/.11/2,4R/2/.16/1 9R/1/.15/3,4R/5/.18/3 11R/6/.11/4,5R/4/.18/1,,東京,大阪,40,17:11,マクール杯 ヴィーナスシリーズ第９戦,準優勝戦,５日目
平和島,04,20260729,11R,4,4680,A2,後藤　　美翼,0,0,0.21,5.37,33.64,51.40,5.40,40.00,47.50,61,48.28,58.62,48,9.52,28.57,5R/2/.12/6 12R/6/.22/3,4R/3/.14/1 8R/1/.46/4,6R/4/.10/4,7R/1/.16/2 12R/3/.17/2,4R/3/.04/3,,東京,東京,36,17:11,マクール杯 ヴィーナスシリーズ第９戦,準優勝戦,５日目
平和島,04,20260729,11R,5,4546,B1,浜田　亜理沙,0,0,0.17,7.03,54.95,74.73,6.42,46.15,57.69,18,31.82,59.09,68,30.43,52.17,2R/4/.20/2 11R/1/.22/5,11R/6/.12/4,2R/5/.04/2 7R/2/.15/3,5R/3/.12/2,6R/2/.18/1,,埼玉,広島,38,17:11,マクール杯 ヴィーナスシリーズ第９戦,準優勝戦,５日目
平和島,04,20260729,11R,6,4765,B1,野田部　宏子,1,0,0.13,4.50,24.32,40.54,4.36,18.18,36.36,38,50.00,59.09,39,45.83,70.83,6R/4/.16/4,5R/2/.06/3 9R/1/.15/1,7R/5/.16/2,2R/3/.13/4 12R/6/.07/5,5R/1/.19/3,,福岡,福岡,36,17:11,マクール杯 ヴィーナスシリーズ第９戦,準優勝戦,５日目
平和島,04,20260729,12R,1,4123,A1,細川　　裕子,0,0,0.19,6.57,48.94,70.92,6.35,47.06,64.71,60,50.00,63.64,53,36.36,54.55,2R/1/.18/1 10R/5/.16/1,7R/2/.19/2 12R/3/.13/4,8R/4/.13/1 12R/1/.06/1,7R/6/.12/1,7R/6/.20/2,,愛知,愛知,44,17:45,マクール杯 ヴィーナスシリーズ第９戦,準優勝戦,５日目
平和島,04,20260729,12R,2,4117,A2,廣中　智紗衣,0,0,0.22,5.96,46.09,64.84,5.94,38.78,59.18,58,48.00,56.00,43,37.50,58.33,7R/2/.15/1,4R/6/.20/3 12R/4/.16/3,5R/3/.21/3 10R/1/.07/2,1R/3/.14/3 6R/1/.05/1,7R/5/.17/1,,東京,愛知,45,17:45,マクール杯 ヴィーナスシリーズ第９戦,準優勝戦,５日目
平和島,04,20260729,12R,3,5231,B1,寺田　　空詩,0,0,0.17,6.48,46.84,69.62,4.80,30.00,40.00,55,32.00,48.00,18,29.41,41.18,9R/5/.16/4,4R/2/.15/2 10R/1/.11/1,2R/6/.09/3 10R/3/.11/1,5R/2/.12/3 12R/4/.11/4,4R/4/.08/1,,山口,山口,22,17:45,マクール杯 ヴィーナスシリーズ第９戦,準優勝戦,５日目
平和島,04,20260729,12R,4,5194,B1,大久保　佑香,1,0,0.18,4.22,25.61,35.37,3.44,11.11,22.22,71,22.73,36.36,50,18.18,36.36,5R/1/.11/1,1R/6/.16/4 7R/5/.29/3,2R/3/.08/5 11R/2/.09/4,9R/4/.21/1,3R/3/.18/6,,埼玉,埼玉,24,17:45,マクール杯 ヴィーナスシリーズ第９戦,準優勝戦,５日目
