登録番号,集計開始,集計終了,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ,まくり率,差し率,前づけ平均,前づけ率,イン進入数,さされ率,まくられ率,まくりさされ率
4813,2026-01-29,2026-07-30,168,12,4,0,6,0,2,0,50.0,0.0,-0.04,1.3,24,8.3,33.3,16.7
4815,2026-01-29,2026-07-30,130,12,8,2,2,0,0,0,16.7,16.7,-0.13,0.0,16,12.5,12.5,12.5
4816,2026-01-29,2026-07-30,234,46,26,4,16,0,0,0,34.8,8.7,-0.03,0.0,46,4.3,13.0,21.7
4817,2026-01-29,2026-07-30,204,52,32,8,2,6,2,2,3.8,15.4,-0.01,0.0,46,0.0,8.7,21.7
4818,2026-01-29,2026-07-30,64,0,0,0,0,0,0,0,,,-0.34,0.0,4,0.0,0.0,100.0
4819,2026-01-29,2026-07-30,242,36,22,4,8,2,0,0,22.2,11.1,0.0,0.0,44,9.1,27.3,4.5
4821,2026-01-29,2026-07-30,202,30,12,6,6,6,0,0,20.0,20.0,-0.03,0.0,26,30.8,7.7,7.7
4822,2026-01-29,2026-07-30,258,46,26,6,2,8,4,0,4.3,13.0,0.12,4.9,48,0.0,25.0,12.5
4823,2026-01-29,2026-07-30,246,82,36,8,14,12,12,0,17.1,9.8,0.03,0.0,50,4.0,12.0,4.0
4824,2026-01-29,2026-07-30,262,46,24,4,6,8,4,0,13.0,8.7,0.02,0.8,48,4.2,29.2,12.5
4825,2026-01-29,2026-07-30,264,78,40,10,12,10,6,0,15.4,12.8,0.04,0.8,58,10.3,13.8,0.0
4826,2026-01-29,2026-07-30,248,78,40,6,14,12,6,0,17.9,7.7,0.02,0.0,56,7.1,14.3,0.0
4828,2026-01-29,2026-07-30,212,66,32,16,6,12,0,0,9.1,24.2,-0.02,1.0,50,12.0,16.0,8.0
4831,2026-01-29,2026-07-30,190,50,28,8,4,6,4,0,8.0,16.0,-0.03,1.1,40,5.0,10.0,10.0
4832,2026-01-29,2026-07-30,280,84,38,14,2,24,6,0,2.4,16.7,0.04,2.1,62,12.9,19.4,3.2
4834,2026-01-29,2026-07-30,300,62,42,6,2,10,2,0,3.2,9.7,0.07,3.4,66,15.2,3.0,15.2
4835,2026-01-29,2026-07-30,230,20,18,2,0,0,0,0,0.0,10.0,-0.08,0.0,32,18.8,12.5,12.5
4836,2026-01-29,2026-07-30,184,34,12,6,10,0,4,2,29.4,17.6,-0.08,0.0,28,7.1,21.4,21.4
4837,2026-01-29,2026-07-30,174,14,10,2,0,2,0,0,0.0,14.3,-0.02,0.0,22,27.3,9.1,9.1
4839,2026-01-29,2026-07-30,276,60,30,6,10,10,2,2,16.7,10.0,-0.05,0.0,56,3.6,25.0,7.1
4840,2026-01-29,2026-07-30,240,18,4,4,2,6,2,0,11.1,22.2,-0.01,0.0,34,23.5,41.2,23.5
4842,2026-01-29,2026-07-30,194,44,14,8,10,8,4,0,22.7,18.2,-0.03,0.0,32,18.8,18.8,12.5
4843,2026-01-29,2026-07-30,130,20,8,2,8,0,2,0,40.0,10.0,0.0,0.0,18,22.2,11.1,22.2
4844,2026-01-29,2026-07-30,222,14,8,4,2,0,0,0,14.3,28.6,0.01,0.9,30,20.0,40.0,6.7
4845,2026-01-29,2026-07-30,178,62,26,10,18,6,2,0,29.0,16.1,0.02,0.0,38,10.5,10.5,0.0
4846,2026-01-29,2026-07-30,212,22,14,2,2,0,2,2,9.1,9.1,-0.11,0.0,32,12.5,25.0,12.5
4847,2026-01-29,2026-07-30,204,48,30,6,6,4,2,0,12.5,12.5,0.07,1.0,46,4.3,17.4,13.0
4848,2026-01-29,2026-07-30,212,60,38,2,2,6,10,2,3.3,3.3,0.03,0.9,50,4.0,12.0,4.0
4850,2026-01-29,2026-07-30,278,66,38,10,10,6,2,0,15.2,15.2,0.1,2.2,56,7.1,14.3,7.1
4851,2026-01-29,2026-07-30,200,56,32,8,8,6,0,2,14.3,14.3,-0.04,0.0,38,0.0,5.3,10.5
4852,2026-01-29,2026-07-30,302,132,64,16,22,22,8,0,16.7,12.1,0.01,0.0,84,4.8,9.5,4.8
4853,2026-01-29,2026-07-30,180,20,10,4,2,2,2,0,10.0,20.0,0.0,0.0,30,6.7,13.3,33.3
4854,2026-01-29,2026-07-30,124,0,0,0,0,0,0,0,,,-0.02,0.0,14,0.0,85.7,0.0
4856,2026-01-29,2026-07-30,278,82,42,6,16,14,2,2,19.5,7.3,0.01,0.7,56,14.3,0.0,7.1
4857,2026-01-29,2026-07-30,280,88,40,6,4,22,14,2,4.5,6.8,0.01,0.7,60,10.0,10.0,3.3
4861,2026-01-29,2026-07-30,224,28,22,6,0,0,0,0,0.0,21.4,-0.03,0.0,32,18.8,0.0,12.5
4863,2026-01-29,2026-07-30,140,16,8,2,4,0,2,0,25.0,12.5,-0.07,0.0,18,11.1,22.2,22.2
4864,2026-01-29,2026-07-30,180,22,14,2,4,0,2,0,18.2,9.1,0.0,0.0,30,13.3,6.7,20.0
4865,2026-01-29,2026-07-30,66,8,8,0,0,0,0,0,0.0,0.0,-0.03,0.0,10,0.0,0.0,0.0
4866,2026-01-29,2026-07-30,174,14,6,0,4,0,4,0,28.6,0.0,-0.05,0.0,20,0.0,20.0,50.0
4871,2026-01-29,2026-07-30,192,20,10,2,6,0,2,0,30.0,10.0,0.02,0.0,30,26.7,13.3,20.0
4872,2026-01-29,2026-07-30,246,16,8,2,2,4,0,0,12.5,12.5,0.11,3.3,32,31.2,0.0,31.2
4873,2026-01-29,2026-07-30,262,44,22,8,4,6,4,0,9.1,18.2,0.17,4.7,46,17.4,13.0,17.4
4874,2026-01-29,2026-07-30,212,24,10,6,6,2,0,0,25.0,25.0,1.19,41.3,34,17.6,35.3,17.6
4875,2026-01-29,2026-07-30,204,28,10,4,6,4,4,0,21.4,14.3,-0.03,0.0,36,11.1,27.8,16.7
4876,2026-01-29,2026-07-30,222,30,18,4,2,0,6,0,6.7,13.3,-0.07,0.0,34,0.0,11.8,23.5
4877,2026-01-29,2026-07-30,236,68,30,4,16,14,4,0,23.5,5.9,0.03,2.5,50,8.0,20.0,12.0
4878,2026-01-29,2026-07-30,208,22,10,0,8,2,0,2,36.4,0.0,0.03,1.0,34,17.6,29.4,0.0
4879,2026-01-29,2026-07-30,192,20,4,6,4,4,2,0,20.0,30.0,-0.09,0.0,22,36.4,9.1,18.2
4880,2026-01-29,2026-07-30,198,24,8,2,6,8,0,0,25.0,8.3,-0.05,0.0,26,23.1,30.8,15.4
4882,2026-01-29,2026-07-30,82,0,0,0,0,0,0,0,,,-0.18,0.0,4,0.0,100.0,0.0
4883,2026-01-29,2026-07-30,218,54,20,10,0,20,2,2,0.0,18.5,-0.06,0.0,32,12.5,25.0,0.0
4885,2026-01-29,2026-07-30,166,48,26,2,10,6,4,0,20.8,4.2,0.05,0.0,38,10.5,10.5,5.3
4886,2026-01-29,2026-07-30,220,28,18,6,0,0,4,0,0.0,21.4,-0.07,0.0,34,5.9,29.4,5.9
4887,2026-01-29,2026-07-30,218,32,18,2,12,0,0,0,37.5,6.2,-0.01,0.9,34,17.6,5.9,17.6
4888,2026-01-29,2026-07-30,184,34,12,10,8,2,2,0,23.5,29.4,0.21,5.4,30,13.3,40.0,6.7
4889,2026-01-29,2026-07-30,154,32,12,2,8,6,4,0,25.0,6.2,-0.04,0.0,24,16.7,16.7,8.3
4890,2026-01-29,2026-07-30,216,46,18,6,8,12,2,0,17.4,13.0,-0.08,0.0,34,11.8,11.8,11.8
4891,2026-01-29,2026-07-30,176,24,12,2,8,2,0,0,33.3,8.3,-0.09,0.0,26,7.7,15.4,15.4
4892,2026-01-29,2026-07-30,196,32,12,4,10,2,4,0,31.2,12.5,-0.19,0.0,28,0.0,14.3,35.7
4893,2026-01-29,2026-07-30,204,34,10,4,12,6,0,2,35.3,11.8,0.02,1.0,30,6.7,20.0,26.7
4894,2026-01-29,2026-07-30,228,28,16,4,2,2,2,2,7.1,14.3,0.0,0.0,34,23.5,17.6,0.0
4895,2026-01-29,2026-07-30,182,26,10,2,10,2,2,0,38.5,7.7,-0.07,0.0,24,25.0,8.3,25.0
4896,2026-01-29,2026-07-30,166,14,8,0,6,0,0,0,42.9,0.0,-0.06,0.0,22,9.1,18.2,27.3
4897,2026-01-29,2026-07-30,214,10,6,0,4,0,0,0,40.0,0.0,-0.07,0.0,30,33.3,33.3,13.3
4898,2026-01-29,2026-07-30,154,12,2,4,2,2,2,0,16.7,33.3,-0.07,0.0,20,20.0,60.0,10.0
4899,2026-01-29,2026-07-30,194,24,14,2,8,0,0,0,33.3,8.3,0.05,0.0,24,16.7,16.7,8.3
4900,2026-01-29,2026-07-30,158,26,16,2,4,0,4,0,15.4,7.7,-0.03,0.0,28,14.3,28.6,0.0
4901,2026-01-29,2026-07-30,152,32,16,2,2,10,2,0,6.2,6.2,0.01,1.3,22,0.0,18.2,0.0
4902,2026-01-29,2026-07-30,222,32,14,2,8,8,0,0,25.0,6.2,-0.02,0.9,36,16.7,5.6,22.2
4903,2026-01-29,2026-07-30,232,76,28,8,16,22,2,0,21.1,10.5,0.0,0.9,46,8.7,13.0,4.3
4904,2026-01-29,2026-07-30,276,40,20,0,10,6,4,0,25.0,0.0,-0.01,0.0,50,12.0,24.0,8.0
4905,2026-01-29,2026-07-30,188,14,8,4,0,0,2,0,0.0,28.6,-0.09,0.0,24,8.3,8.3,33.3
4906,2026-01-29,2026-07-30,172,26,12,6,2,6,0,0,7.7,23.1,-0.01,0.0,26,15.4,15.4,23.1
4907,2026-01-29,2026-07-30,254,78,36,16,8,12,6,0,10.3,20.5,0.02,0.0,58,17.2,6.9,6.9
4908,2026-01-29,2026-07-30,232,60,38,4,4,8,6,0,6.7,6.7,0.1,2.6,44,4.5,0.0,0.0
4909,2026-01-29,2026-07-30,194,32,16,2,8,2,2,2,25.0,6.2,0.01,0.0,36,11.1,27.8,16.7
4910,2026-01-29,2026-07-30,228,66,38,2,8,16,2,0,12.1,3.0,0.01,1.8,50,4.0,8.0,8.0
4911,2026-01-29,2026-07-30,192,16,14,0,2,0,0,0,12.5,0.0,-0.02,0.0,34,5.9,23.5,17.6
4914,2026-01-29,2026-07-30,240,66,36,6,8,8,6,2,12.1,9.1,0.04,0.8,40,0.0,5.0,0.0
4917,2026-01-29,2026-07-30,202,26,12,2,6,2,2,2,23.1,7.7,-0.01,1.0,26,7.7,30.8,7.7
4918,2026-01-29,2026-07-30,198,26,16,4,0,4,2,0,0.0,15.4,-0.05,0.0,26,0.0,30.8,0.0
4919,2026-01-29,2026-07-30,136,8,2,2,2,2,0,0,25.0,25.0,-0.17,0.0,16,12.5,37.5,0.0
4924,2026-01-29,2026-07-30,228,20,8,0,2,10,0,0,10.0,0.0,0.0,0.0,30,26.7,33.3,6.7
4925,2026-01-29,2026-07-30,204,26,16,0,6,4,0,0,23.1,0.0,-0.01,0.0,32,6.2,6.2,18.8
4926,2026-01-29,2026-07-30,214,88,42,12,10,16,6,2,11.4,13.6,0.06,1.9,50,8.0,4.0,0.0
4927,2026-01-29,2026-07-30,236,50,30,8,10,0,2,0,20.0,16.0,0.02,0.0,48,4.2,8.3,8.3
4928,2026-01-29,2026-07-30,246,66,30,6,12,14,4,0,18.2,9.1,0.07,0.8,50,4.0,20.0,12.0
4930,2026-01-29,2026-07-30,246,46,20,2,18,4,2,0,39.1,4.3,-0.11,0.0,44,4.5,13.6,27.3
4931,2026-01-29,2026-07-30,282,76,46,6,6,12,6,0,7.9,7.9,-0.01,0.0,62,6.5,6.5,3.2
4932,2026-01-29,2026-07-30,232,72,34,10,18,6,4,0,25.0,13.9,-0.03,0.0,46,13.0,13.0,0.0
4933,2026-01-29,2026-07-30,190,46,30,4,6,6,0,0,13.0,8.7,0.04,1.1,38,5.3,5.3,5.3
4934,2026-01-29,2026-07-30,202,34,18,8,0,2,6,0,0.0,23.5,0.0,0.0,36,11.1,27.8,11.1
4936,2026-01-29,2026-07-30,182,42,18,4,14,2,4,0,33.3,9.5,0.07,1.1,38,5.3,15.8,21.1
4938,2026-01-29,2026-07-30,292,86,46,6,24,4,4,2,27.9,7.0,0.08,1.4,66,6.1,3.0,21.2
4939,2026-01-29,2026-07-30,228,70,42,8,6,10,2,2,8.6,11.4,0.05,0.9,48,0.0,8.3,4.2
4940,2026-01-29,2026-07-30,74,8,6,0,0,0,2,0,0.0,0.0,-0.08,0.0,10,0.0,20.0,0.0
4941,2026-01-29,2026-07-30,204,32,10,6,0,6,8,2,0.0,18.8,-0.04,0.0,30,6.7,20.0,26.7
4942,2026-01-29,2026-07-30,212,38,18,0,8,8,2,2,21.1,0.0,-0.04,0.0,44,18.2,27.3,4.5
4943,2026-01-29,2026-07-30,188,24,12,6,0,4,2,0,0.0,25.0,0.01,0.0,28,28.6,7.1,21.4
4944,2026-01-29,2026-07-30,180,14,2,4,2,4,2,0,14.3,28.6,-0.11,0.0,18,22.2,44.4,22.2
4945,2026-01-29,2026-07-30,216,12,2,2,4,4,0,0,33.3,16.7,-0.09,0.0,14,14.3,42.9,14.3
4947,2026-01-29,2026-07-30,158,12,8,2,2,0,0,0,16.7,16.7,-0.05,0.0,18,22.2,33.3,0.0
4948,2026-01-29,2026-07-30,222,32,16,0,6,6,4,0,18.8,0.0,-0.02,0.0,34,17.6,5.9,29.4
4949,2026-01-29,2026-07-30,228,46,30,2,4,8,2,0,8.7,4.3,0.07,2.7,54,14.8,14.8,14.8
4950,2026-01-29,2026-07-30,262,82,44,8,18,6,6,0,22.0,9.8,-0.02,0.0,56,3.6,7.1,7.1
4951,2026-01-29,2026-07-30,190,28,16,4,4,0,4,0,14.3,14.3,0.02,1.1,32,6.2,25.0,18.8
4952,2026-01-29,2026-07-30,184,18,12,0,0,2,2,2,0.0,0.0,-0.03,0.0,24,25.0,8.3,8.3
4953,2026-01-29,2026-07-30,284,82,44,4,20,4,10,0,24.4,4.9,0.01,0.7,50,0.0,4.0,4.0
4954,2026-01-29,2026-07-30,176,12,2,2,2,2,4,0,16.7,16.7,-0.06,0.0,10,20.0,40.0,20.0
4956,2026-01-29,2026-07-30,94,6,6,0,0,0,0,0,0.0,0.0,-0.07,0.0,14,0.0,28.6,28.6
4957,2026-01-29,2026-07-30,206,36,18,8,2,6,2,0,5.6,22.2,-0.09,0.0,28,14.3,14.3,0.0
4958,2026-01-29,2026-07-30,298,70,36,16,6,4,6,2,8.6,22.9,-0.03,0.0,58,0.0,17.2,6.9
4959,2026-01-29,2026-07-30,246,76,42,8,10,10,6,0,13.2,10.5,0.12,4.1,48,4.2,0.0,0.0
4960,2026-01-29,2026-07-30,260,110,48,18,24,14,6,0,21.8,16.4,0.05,0.0,60,0.0,13.3,6.7
4961,2026-01-29,2026-07-30,248,58,36,4,10,4,4,0,17.2,6.9,0.06,0.8,62,12.9,19.4,6.5
4962,2026-01-29,2026-07-30,236,44,26,2,6,10,0,0,13.6,4.5,0.04,0.0,40,5.0,25.0,0.0
4963,2026-01-29,2026-07-30,240,50,36,4,8,2,0,0,16.0,8.0,0.01,0.0,52,11.5,11.5,3.8
4964,2026-01-29,2026-07-30,258,48,22,2,16,2,4,2,33.3,4.2,0.03,1.6,42,9.5,19.0,9.5
4965,2026-01-29,2026-07-30,198,16,6,0,4,6,0,0,25.0,0.0,-0.04,0.0,24,33.3,25.0,16.7
4966,2026-01-29,2026-07-30,218,34,14,2,4,6,8,0,11.8,5.9,-0.09,0.0,40,25.0,20.0,10.0
4967,2026-01-29,2026-07-30,264,80,46,12,6,12,4,0,7.5,15.0,0.08,1.6,62,6.5,12.9,6.5
4969,2026-01-29,2026-07-30,208,16,12,2,2,0,0,0,12.5,12.5,-0.07,0.0,24,33.3,0.0,8.3
4973,2026-01-29,2026-07-30,206,30,22,2,4,0,2,0,13.3,6.7,-0.06,0.0,40,5.0,30.0,5.0
4974,2026-01-29,2026-07-30,214,36,10,2,14,8,2,0,38.9,5.6,-0.03,0.0,38,31.6,26.3,15.8
4976,2026-01-29,2026-07-30,220,26,10,0,10,2,4,0,38.5,0.0,0.02,2.0,34,17.6,23.5,17.6
4977,2026-01-29,2026-07-30,184,38,22,6,2,4,4,0,5.3,15.8,0.01,0.0,36,11.1,11.1,16.7
4978,2026-01-29,2026-07-30,224,28,16,6,0,2,4,0,0.0,21.4,-0.04,0.0,36,11.1,11.1,22.2
4979,2026-01-29,2026-07-30,250,40,26,2,10,0,2,0,25.0,5.0,0.03,0.8,48,12.5,16.7,8.3
4980,2026-01-29,2026-07-30,250,76,40,14,4,12,6,0,5.3,18.4,-0.01,0.8,50,4.0,0.0,12.0
4981,2026-01-29,2026-07-30,196,22,12,2,0,4,4,0,0.0,9.1,-0.06,0.0,26,7.7,23.1,15.4
4982,2026-01-29,2026-07-30,162,16,10,0,2,4,0,0,12.5,0.0,-0.1,0.0,22,36.4,0.0,9.1
4983,2026-01-29,2026-07-30,268,80,40,8,4,22,6,0,5.0,10.0,-0.01,0.8,64,6.2,9.4,12.5
4984,2026-01-29,2026-07-30,208,26,12,2,6,0,6,0,23.1,7.7,-0.18,0.0,32,12.5,25.0,12.5
4985,2026-01-29,2026-07-30,280,80,50,8,8,8,6,0,10.0,10.0,0.07,1.4,66,3.0,12.1,6.1
4987,2026-01-29,2026-07-30,186,14,10,2,0,2,0,0,0.0,14.3,-0.02,0.0,24,8.3,16.7,25.0
4988,2026-01-29,2026-07-30,204,28,16,2,0,4,6,0,0.0,7.1,-0.06,2.0,26,0.0,23.1,0.0
4989,2026-01-29,2026-07-30,248,60,30,4,14,10,0,2,23.3,6.7,-0.02,0.0,42,9.5,9.5,9.5
4990,2026-01-29,2026-07-30,82,6,4,0,0,2,0,0,0.0,0.0,0.0,0.0,8,0.0,0.0,25.0
4991,2026-01-29,2026-07-30,224,60,38,10,6,4,2,0,10.0,16.7,0.02,0.0,48,4.2,0.0,12.5
4992,2026-01-29,2026-07-30,212,44,24,6,8,2,4,0,18.2,13.6,-0.17,0.0,32,12.5,0.0,0.0
4994,2026-01-29,2026-07-30,288,62,36,4,16,4,0,2,25.8,6.5,-0.01,0.0,64,3.1,21.9,6.2
4995,2026-01-29,2026-07-30,176,14,8,0,6,0,0,0,42.9,0.0,-0.06,0.0,24,16.7,41.7,0.0
4997,2026-01-29,2026-07-30,94,4,4,0,0,0,0,0,0.0,0.0,-0.02,0.0,10,20.0,20.0,0.0
4998,2026-01-29,2026-07-30,138,16,8,2,2,4,0,0,12.5,12.5,-0.01,0.0,16,25.0,12.5,0.0
5000,2026-01-29,2026-07-30,172,20,12,2,0,6,0,0,0.0,10.0,0.01,0.0,20,10.0,20.0,10.0
5002,2026-01-29,2026-07-30,246,50,28,8,8,6,0,0,16.0,16.0,-0.02,0.0,48,0.0,8.3,20.8
5003,2026-01-29,2026-07-30,238,50,20,4,16,8,2,0,32.0,8.0,0.07,1.7,32,6.2,31.2,0.0
5004,2026-01-29,2026-07-30,260,50,28,10,8,2,2,0,16.0,20.0,-0.04,0.0,40,5.0,15.0,5.0
5005,2026-01-29,2026-07-30,184,56,20,0,28,8,0,0,50.0,0.0,-0.14,1.1,36,16.7,27.8,0.0
5006,2026-01-29,2026-07-30,206,8,4,0,2,2,0,0,25.0,0.0,-0.03,0.0,22,9.1,27.3,27.3
5007,2026-01-29,2026-07-30,170,22,10,4,0,2,6,0,0.0,18.2,-0.08,0.0,26,15.4,30.8,0.0
5008,2026-01-29,2026-07-30,170,16,8,2,2,2,2,0,12.5,12.5,0.03,0.0,22,9.1,27.3,9.1
5009,2026-01-29,2026-07-30,222,36,16,6,8,2,4,0,22.2,16.7,-0.02,0.9,32,6.2,25.0,12.5
5010,2026-01-29,2026-07-30,268,54,36,6,12,0,0,0,22.2,11.1,-0.02,0.8,54,3.7,18.5,7.4
5011,2026-01-29,2026-07-30,184,16,12,2,0,2,0,0,0.0,12.5,-0.07,0.0,22,0.0,0.0,27.3
5012,2026-01-29,2026-07-30,188,24,12,2,0,2,8,0,0.0,8.3,0.03,1.4,34,11.8,23.5,29.4
5013,2026-01-29,2026-07-30,232,58,22,6,28,0,2,0,48.3,10.3,-0.04,0.0,40,0.0,20.0,15.0
5014,2026-01-29,2026-07-30,164,20,8,4,4,4,0,0,20.0,20.0,-0.06,0.0,22,0.0,18.2,18.2
5015,2026-01-29,2026-07-30,242,74,48,16,6,2,2,0,8.1,21.6,-0.03,0.0,54,3.7,7.4,0.0
5016,2026-01-29,2026-07-30,234,68,44,12,4,6,2,0,5.9,17.6,-0.01,0.0,52,7.7,0.0,3.8
5017,2026-01-29,2026-07-30,246,80,42,6,10,14,6,2,12.5,7.5,-0.02,0.0,50,0.0,16.0,0.0
5018,2026-01-29,2026-07-30,314,82,54,8,10,6,4,0,12.2,9.8,0.05,0.7,68,8.8,2.9,8.8
5019,2026-01-29,2026-07-30,130,12,6,2,0,2,2,0,0.0,16.7,-0.03,0.0,24,16.7,25.0,25.0
5020,2026-01-29,2026-07-30,202,26,14,2,4,2,4,0,15.4,7.7,-0.13,0.0,26,7.7,0.0,30.8
5022,2026-01-29,2026-07-30,196,14,4,8,0,0,2,0,0.0,57.1,-0.04,0.0,24,41.7,25.0,8.3
5023,2026-01-29,2026-07-30,188,42,22,6,0,8,4,2,0.0,14.3,-0.04,0.0,30,0.0,6.7,6.7
5026,2026-01-29,2026-07-30,224,50,26,6,4,8,6,0,8.0,12.0,0.02,0.0,44,4.5,13.6,13.6
5027,2026-01-29,2026-07-30,156,16,8,4,0,4,0,0,0.0,25.0,0.25,8.3,22,18.2,27.3,9.1
5028,2026-01-29,2026-07-30,268,90,52,8,12,10,8,0,13.3,8.9,0.01,0.8,62,3.2,0.0,3.2
5029,2026-01-29,2026-07-30,260,82,34,6,18,14,10,0,22.0,7.3,-0.01,0.0,54,3.7,7.4,18.5
5031,2026-01-29,2026-07-30,198,20,10,2,4,4,0,0,20.0,10.0,-0.02,0.0,22,0.0,18.2,18.2
5032,2026-01-29,2026-07-30,252,36,16,8,4,6,2,0,11.1,22.2,0.04,0.0,36,11.1,16.7,16.7
5033,2026-01-29,2026-07-30,174,14,2,2,2,2,6,0,14.3,14.3,-0.02,0.0,20,20.0,40.0,20.0
5034,2026-01-29,2026-07-30,294,110,48,4,22,28,6,2,20.0,3.6,0.18,3.4,70,5.7,2.9,8.6
5035,2026-01-29,2026-07-30,240,44,18,2,14,8,2,0,31.8,4.5,-0.01,0.9,36,22.2,11.1,11.1
5036,2026-01-29,2026-07-30,234,32,8,4,4,8,8,0,12.5,12.5,-0.05,0.9,28,21.4,14.3,21.4
5037,2026-01-29,2026-07-30,196,40,12,18,4,4,0,2,10.0,45.0,-0.02,0.0,24,0.0,16.7,25.0
5038,2026-01-29,2026-07-30,254,76,34,12,10,14,4,2,13.2,15.8,0.07,2.4,52,11.5,15.4,3.8
5039,2026-01-29,2026-07-30,214,20,12,6,0,0,2,0,0.0,30.0,0.08,4.9,36,16.7,27.8,16.7
5041,2026-01-29,2026-07-30,138,20,6,2,6,2,4,0,30.0,10.0,0.0,2.9,18,11.1,33.3,22.2
5042,2026-01-29,2026-07-30,238,66,32,6,8,16,4,0,12.1,9.1,0.1,3.4,48,12.5,4.2,8.3
5043,2026-01-29,2026-07-30,248,64,38,12,8,6,0,0,12.5,18.8,0.01,0.0,52,7.7,11.5,0.0
5044,2026-01-29,2026-07-30,166,22,18,0,0,2,2,0,0.0,0.0,-0.09,0.0,22,0.0,9.1,0.0
5045,2026-01-29,2026-07-30,290,74,22,8,20,8,14,2,27.0,10.8,0.03,0.7,54,25.9,11.1,7.4
5046,2026-01-29,2026-07-30,184,8,4,4,0,0,0,0,0.0,50.0,0.02,0.0,26,30.8,7.7,30.8
5047,2026-01-29,2026-07-30,216,46,18,10,10,6,2,0,21.7,21.7,-0.07,0.0,32,6.2,12.5,18.8
5048,2026-01-29,2026-07-30,160,12,4,0,6,0,0,2,50.0,0.0,-0.87,0.0,18,11.1,44.4,11.1
5049,2026-01-29,2026-07-30,144,38,12,10,8,4,4,0,21.1,26.3,0.01,0.0,24,8.3,16.7,16.7
5050,2026-01-29,2026-07-30,188,44,22,12,2,4,4,0,4.5,27.3,0.0,0.0,34,0.0,23.5,11.8
5051,2026-01-29,2026-07-30,256,62,44,6,2,6,4,0,3.2,9.7,-0.02,0.0,58,17.2,3.4,3.4
5052,2026-01-29,2026-07-30,132,16,6,0,2,2,4,2,12.5,0.0,-0.02,0.0,18,11.1,22.2,11.1
5053,2026-01-29,2026-07-30,142,4,2,0,0,0,0,2,0.0,0.0,-0.03,0.0,18,22.2,55.6,0.0
5054,2026-01-29,2026-07-30,186,42,32,4,2,4,0,0,4.8,9.5,-0.01,0.0,38,5.3,0.0,10.5
5055,2026-01-29,2026-07-30,208,54,26,10,6,8,4,0,11.1,18.5,-0.01,1.0,42,4.8,14.3,14.3
5056,2026-01-29,2026-07-30,16,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0
5057,2026-01-29,2026-07-30,220,50,22,6,12,8,2,0,24.0,12.0,0.03,0.9,32,6.2,12.5,12.5
5058,2026-01-29,2026-07-30,256,74,40,12,4,10,8,0,5.4,16.2,-0.02,0.0,42,0.0,0.0,0.0
5060,2026-01-29,2026-07-30,218,54,22,10,14,6,0,2,25.9,18.5,-0.01,0.0,36,5.6,22.2,11.1
5061,2026-01-29,2026-07-30,156,2,2,0,0,0,0,0,0.0,0.0,-0.08,0.0,18,22.2,66.7,0.0
5063,2026-01-29,2026-07-30,172,22,10,4,0,4,4,0,0.0,18.2,-0.16,0.0,18,11.1,22.2,0.0
5064,2026-01-29,2026-07-30,262,72,40,12,6,6,8,0,8.3,16.7,-0.02,0.0,52,0.0,3.8,11.5
5065,2026-01-29,2026-07-30,174,30,14,4,2,8,2,0,6.7,13.3,-0.08,1.1,24,33.3,8.3,0.0
5066,2026-01-29,2026-07-30,262,82,30,10,22,12,4,4,26.8,12.2,-0.05,0.0,52,7.7,19.2,15.4
5067,2026-01-29,2026-07-30,178,30,12,4,6,4,4,0,20.0,13.3,-0.2,1.2,20,0.0,10.0,20.0
5068,2026-01-29,2026-07-30,230,88,42,6,20,14,6,0,22.7,6.8,-0.04,0.9,56,3.6,7.1,3.6
5069,2026-01-29,2026-07-30,198,20,2,6,8,0,4,0,40.0,30.0,0.0,0.0,26,7.7,53.8,23.1
5070,2026-01-29,2026-07-30,170,6,6,0,0,0,0,0,0.0,0.0,-0.04,2.5,22,27.3,27.3,18.2
5071,2026-01-29,2026-07-30,172,12,4,0,8,0,0,0,66.7,0.0,-0.02,0.0,26,0.0,38.5,38.5
5072,2026-01-29,2026-07-30,48,0,0,0,0,0,0,0,,,0.04,0.0,8,25.0,75.0,0.0
5073,2026-01-29,2026-07-30,234,38,24,8,2,4,0,0,5.3,21.1,-0.04,0.0,44,0.0,18.2,22.7
5074,2026-01-29,2026-07-30,196,22,16,4,0,2,0,0,0.0,18.2,-0.05,0.0,30,20.0,13.3,6.7
5075,2026-01-29,2026-07-30,264,50,16,4,18,12,0,0,36.0,8.0,-0.01,0.0,44,18.2,9.1,31.8
5076,2026-01-29,2026-07-30,250,38,16,4,10,6,2,0,26.3,10.5,-0.06,0.0,28,0.0,21.4,7.1
5077,2026-01-29,2026-07-30,150,10,2,0,6,2,0,0,60.0,0.0,-0.03,1.4,18,11.1,66.7,11.1
5078,2026-01-29,2026-07-30,194,24,20,0,0,0,0,4,0.0,0.0,0.01,0.0,30,0.0,6.7,20.0
5079,2026-01-29,2026-07-30,238,32,18,2,10,2,0,0,31.2,6.2,-0.08,0.0,34,35.3,0.0,11.8
5081,2026-01-29,2026-07-30,154,30,18,6,2,4,0,0,6.7,20.0,0.0,0.0,32,0.0,18.8,12.5
