toban,stint,branch,firstDate,lastDate,nNear,nFar,winsNear,winsFar,top3Near,top3Far,eligible,winDiff,winDiffCourseAdj,top3Diff,top3DiffCourseAdj,meanFinishDiff,meanFinishDiffCourseAdj
3663,0,広島,2016-11-05,2026-07-28,526,1573,92,228,282,798,1,0.029959,0.026806,0.028811,0.021678,-0.135232,-0.107269
3664,0,埼玉,2016-11-07,2026-08-08,434,1296,85,233,216,642,1,0.016069,0.013474,0.002325,0.000609,0.000505,0.008690
3666,0,愛知,2016-11-09,2021-10-26,107,748,8,84,54,329,1,-0.037533,-0.043391,0.064833,0.055249,-0.149233,-0.107501
3667,0,群馬,2016-11-23,2017-05-16,50,0,1,0,11,0,0,,,,,,
3668,0,広島,2016-11-08,2024-10-25,282,842,12,30,87,272,1,0.006924,-0.000571,-0.014530,-0.023745,0.075866,0.114850
3670,0,福岡,2016-11-03,2024-03-27,147,643,17,67,61,269,1,0.011447,0.009500,-0.003385,-0.007361,-0.019403,-0.003412
3673,0,群馬,2016-11-07,2020-08-24,168,358,16,22,62,128,1,0.033786,0.028553,0.011506,0.010223,-0.064878,-0.055221
3674,0,徳島,2016-11-03,2025-01-10,120,1354,24,300,60,754,1,-0.021566,-0.015770,-0.056869,-0.041795,0.125997,0.070273
3678,0,佐賀,2016-11-03,2017-01-10,8,21,1,0,3,4,0,,,,,,
3679,0,埼玉,2016-11-03,2026-08-03,670,1487,159,365,456,1039,1,-0.008147,0.004553,-0.018125,-0.004238,0.133503,0.075006
3680,0,長崎,2016-11-06,2026-08-11,667,1479,79,142,301,596,1,0.022430,0.019987,0.048299,0.046832,-0.113531,-0.106703
3681,0,東京,2016-11-12,2026-08-11,230,1200,37,195,134,674,1,-0.001630,-0.002799,0.020942,0.030252,-0.098478,-0.129963
3682,0,山口,2016-11-05,2025-01-26,149,898,8,28,52,282,1,0.022511,0.030189,0.034962,0.039209,-0.097906,-0.120208
3683,0,福岡,2016-11-09,2023-02-13,95,764,10,150,56,424,1,-0.091072,-0.083723,0.034500,0.043162,0.102824,0.066212
3684,0,山口,2016-11-05,2026-07-27,188,1341,32,224,102,760,1,0.003173,0.000599,-0.024188,-0.031716,-0.004585,0.026861
3685,0,岡山,2016-11-06,2026-07-18,436,1660,110,393,277,1021,1,0.015547,0.002592,0.020261,0.007793,-0.066193,-0.011749
3686,0,群馬,2016-11-05,2026-07-22,731,1424,151,284,437,865,1,0.007128,0.020791,-0.009633,0.000988,0.095968,0.047239
3687,0,愛知,2016-11-03,2026-08-11,198,1306,35,210,117,676,1,0.015971,0.012287,0.073298,0.065822,-0.239771,-0.211159
3690,0,愛知,2016-11-01,2026-08-11,278,1727,39,260,145,889,1,-0.010262,-0.013778,0.006817,0.004630,0.015151,0.026181
3691,0,群馬,2016-11-03,2020-04-24,133,471,11,35,51,190,1,0.008397,-0.003298,-0.019938,-0.033334,0.118720,0.173636
3692,0,福井,2017-01-11,2026-08-10,158,1364,9,152,54,628,1,-0.054475,-0.048200,-0.118638,-0.113664,0.457348,0.435055
3693,0,東京,2016-11-01,2024-07-13,142,894,11,88,48,329,1,-0.020969,-0.017213,-0.029981,-0.026715,0.074030,0.059606
3694,0,大阪,2016-11-16,2020-03-27,98,491,3,26,31,172,1,-0.022341,-0.027292,-0.033979,-0.046899,0.085851,0.135774
3695,0,山口,2016-11-08,2020-06-25,64,371,6,18,18,102,1,0.045232,0.059336,0.006317,0.013899,-0.018447,-0.053752
3696,0,埼玉,2016-11-01,2026-08-08,619,1306,91,176,348,705,1,0.012249,0.015798,0.022381,0.019778,-0.141717,-0.136881
3697,0,兵庫,2016-11-03,2024-11-16,88,540,5,103,25,261,1,-0.133923,-0.107952,-0.199242,-0.184690,0.760017,0.690080
3698,0,埼玉,2016-11-03,2022-03-23,180,547,8,16,56,155,1,0.015194,0.003683,0.027747,0.013662,-0.118596,-0.061070
3699,0,埼玉,2016-11-05,2026-08-09,578,1369,94,199,310,677,1,0.017268,0.014778,0.041811,0.034155,-0.131391,-0.102941
3701,0,香川,2016-11-03,2026-08-03,146,1368,12,92,49,470,1,0.014940,0.004925,-0.007951,-0.018622,0.014480,0.059129
3702,0,福岡,2016-11-03,2025-05-18,107,1401,16,196,54,738,1,0.009633,0.017415,-0.022094,-0.010564,0.027137,-0.019887
3703,0,福岡,2016-11-05,2026-08-11,259,897,71,236,166,592,1,0.011032,0.011541,-0.019051,-0.019908,0.031572,0.034036
3704,0,三重,2016-11-01,2026-07-10,139,970,10,91,42,275,1,-0.021872,-0.026522,0.018653,0.012008,-0.060328,-0.034515
3705,0,大阪,2016-11-25,2022-07-11,59,632,9,78,25,284,1,0.029125,0.033085,-0.025638,-0.026480,-0.066831,-0.068451
3707,0,埼玉,2016-11-01,2017-05-10,35,49,1,1,11,15,1,0.008163,-0.029786,0.008163,-0.050683,-0.085714,0.140525
3708,0,岡山,2016-11-03,2026-07-28,351,1911,54,312,176,984,1,-0.009419,-0.004323,-0.013489,-0.011957,0.030118,0.021520
3709,0,山口,2016-11-01,2024-06-26,243,971,11,58,64,306,1,-0.014465,-0.014408,-0.051765,-0.051260,0.117121,0.116614
3710,0,香川,2016-11-01,2026-08-05,82,1710,9,149,37,785,1,0.022622,0.026760,-0.007845,0.002531,-0.009628,-0.049716
3711,0,山口,2016-11-01,2026-07-18,234,1557,38,284,125,915,1,-0.020009,-0.030243,-0.053481,-0.062444,0.198557,0.240113
3712,0,三重,2016-11-03,2026-08-05,403,1308,66,213,207,658,1,0.000928,0.008559,0.010590,0.018266,-0.021079,-0.053331
3713,0,愛知,2016-11-03,2026-08-05,303,1770,82,416,196,1102,1,0.035599,0.028242,0.024266,0.013261,-0.136684,-0.092143
3714,0,福岡,2016-11-03,2026-08-03,234,1308,20,135,92,556,1,-0.017741,-0.013919,-0.031914,-0.028242,0.083608,0.066188
3715,0,福岡,2016-11-01,2026-08-07,141,1194,11,139,67,571,1,-0.038401,-0.035988,-0.003047,-0.005440,0.071635,0.076372
3716,0,東京,2016-11-01,2026-08-10,279,1486,68,358,175,903,1,0.002812,0.016751,0.019569,0.028032,0.022135,-0.019450
3717,0,岡山,2016-11-03,2026-08-11,513,1574,130,384,328,1005,1,0.009447,-0.000726,0.000876,-0.008998,-0.049557,-0.006418
3718,0,静岡,2016-11-01,2026-08-05,367,1176,38,141,154,477,1,-0.016356,-0.014587,0.014006,0.014540,0.031917,0.029606
3719,0,広島,2016-11-03,2026-08-02,391,1625,99,410,270,1104,1,0.000889,-0.003654,0.011152,0.005116,-0.051045,-0.025892
3721,0,滋賀,2016-11-03,2026-08-09,278,1523,103,501,191,1035,1,0.041548,0.032542,0.007471,-0.005011,-0.005517,0.044989
3722,0,福岡,2016-11-01,2026-08-11,177,1094,8,55,53,342,1,-0.005076,-0.001523,-0.013179,-0.007087,0.062710,0.038301
3723,0,山口,2016-11-03,2021-12-25,139,513,13,24,36,154,1,0.046742,0.039274,-0.041202,-0.048353,-0.041623,-0.013210
3725,0,大阪,2016-11-01,2023-08-11,145,1185,15,141,48,543,1,-0.015539,-0.011209,-0.127193,-0.119136,0.357544,0.328218
3726,0,福岡,2016-11-01,2026-07-31,267,1462,43,211,132,741,1,0.016726,0.011844,-0.012458,-0.015438,0.050628,0.066550
3729,0,佐賀,2016-11-01,2020-07-11,202,388,8,20,75,151,1,-0.011942,-0.005578,-0.017888,-0.013867,0.034118,0.014004
3730,0,愛知,2016-11-03,2026-08-11,245,1573,27,179,87,681,1,-0.003591,-0.008701,-0.077829,-0.085589,0.207797,0.240892
3731,0,広島,2016-11-01,2026-08-11,733,1685,131,338,385,896,1,-0.021876,-0.021202,-0.006512,-0.006990,0.040329,0.041433
3734,0,福岡,2016-11-10,2023-06-11,146,726,18,101,62,304,1,-0.015831,-0.026189,0.005925,0.009772,-0.008698,-0.013015
3736,0,大阪,2016-11-06,2025-08-14,251,1506,40,222,139,814,1,0.011952,0.008744,0.013280,0.009079,-0.039841,-0.023103
3737,0,広島,2016-11-07,2026-08-06,513,1681,145,486,380,1251,1,-0.006463,-0.009828,-0.003459,-0.003819,0.023974,0.028761
3740,0,群馬,2016-11-01,2026-08-11,624,1464,149,305,392,891,1,0.030449,0.041253,0.019599,0.029689,-0.090768,-0.136592
3741,0,福岡,2016-11-03,2026-07-31,323,1224,19,97,121,427,1,-0.020425,-0.017307,0.025757,0.025268,-0.057706,-0.060144
3742,0,福岡,2016-11-01,2026-08-05,175,1494,18,182,79,710,1,-0.018963,-0.014774,-0.023806,-0.019608,0.076623,0.060682
3743,0,徳島,2016-11-03,2026-08-10,142,1785,32,557,99,1271,1,-0.086693,-0.084096,-0.014862,-0.009802,0.185844,0.165365
3744,0,静岡,2016-11-09,2026-08-11,351,1827,121,553,232,1145,1,0.042047,0.034609,0.034258,0.019029,-0.117413,-0.059253
3745,0,兵庫,2016-11-01,2026-08-09,286,1715,49,269,176,1017,1,0.014477,0.010936,0.022382,0.014640,-0.071781,-0.041981
3746,0,岡山,2016-11-01,2026-08-11,454,1964,103,394,270,1202,1,0.026261,0.019165,-0.017303,-0.023792,-0.036097,-0.007298
3747,0,福岡,2016-11-01,2026-08-10,198,1599,36,308,108,869,1,-0.010802,-0.010713,0.001990,0.004746,0.025158,0.015976
3748,0,埼玉,2016-11-03,2026-07-23,399,1185,25,76,143,392,1,-0.001478,-0.014157,0.027594,0.022990,-0.067333,-0.041448
3750,0,徳島,2016-11-06,2020-04-03,21,568,0,28,7,176,1,-0.049296,-0.058555,0.023474,0.009333,-0.154930,-0.101518
3752,0,福岡,2016-11-03,2026-08-11,292,1220,37,114,123,544,1,0.033270,0.040494,-0.024669,-0.014224,0.046923,0.006176
3753,0,香川,2016-11-01,2024-01-03,130,1019,16,87,41,342,1,0.037699,0.025055,-0.020239,-0.034256,-0.099879,-0.041541
3755,0,長崎,2016-11-01,2021-11-24,227,488,7,38,76,181,1,-0.047032,-0.040001,-0.036100,-0.025370,0.184526,0.141615
3757,0,広島,2016-11-03,2026-08-10,378,1534,56,250,204,843,1,-0.014824,-0.019771,-0.009861,-0.015622,0.039983,0.063763
3759,0,福井,2016-11-12,2019-12-18,65,331,8,28,22,103,1,0.038485,0.047688,0.027283,0.024014,-0.236440,-0.233027
3761,0,滋賀,2016-11-07,2026-07-29,295,1489,43,224,157,776,1,-0.004674,-0.011513,0.011048,-0.001375,0.057741,0.107035
3762,0,福井,2016-11-01,2020-08-13,79,402,1,19,18,128,1,-0.034605,-0.038149,-0.090560,-0.081816,0.371497,0.344443
3764,0,愛知,2016-11-03,2017-06-01,16,47,0,2,2,13,0,,,,,,
3768,0,東京,2016-11-18,2017-04-30,7,28,0,0,2,1,0,,,,,,
3769,0,滋賀,2016-11-03,2026-08-11,278,1699,43,275,153,961,1,-0.007184,0.002258,-0.015267,-0.011278,0.072677,0.048979
3771,0,東京,2016-11-03,2026-08-09,277,1314,49,195,155,753,1,0.028493,0.030462,-0.013493,-0.018843,0.032593,0.048248
3772,0,埼玉,2016-11-03,2026-08-09,457,1312,73,174,223,672,1,0.027115,0.020425,-0.024230,-0.038576,-0.041365,0.014408
3773,0,長崎,2016-11-06,2026-08-11,477,1114,61,163,218,476,1,-0.018437,-0.014270,0.029734,0.033402,-0.047478,-0.064239
3775,0,岡山,2016-11-01,2026-08-03,336,1555,30,152,144,601,1,-0.008463,-0.005655,0.042076,0.045797,-0.104213,-0.119662
3776,0,愛知,2016-11-03,2026-08-08,210,1565,17,105,86,579,1,0.013860,0.018886,0.039556,0.038247,-0.131127,-0.131913
3777,0,長崎,2016-11-03,2026-08-10,451,1470,90,291,246,825,1,0.001597,-0.004237,-0.015770,-0.021421,0.043071,0.069026
3778,0,埼玉,2016-11-15,2026-08-05,241,839,18,60,90,264,1,0.003175,-0.004052,0.058784,0.047613,-0.173666,-0.128562
3779,0,愛知,2016-11-09,2017-03-30,18,74,6,33,8,53,0,,,,,,
3779,1,長崎,2017-04-04,2026-08-02,349,1546,79,452,188,930,1,-0.066006,-0.058500,-0.062870,-0.050552,0.228596,0.180339
3780,0,兵庫,2016-11-09,2024-12-16,327,1389,78,331,202,917,1,0.000231,0.005022,-0.042450,-0.043237,0.163387,0.161114
3781,0,福井,2016-11-01,2023-11-29,212,842,24,118,91,364,1,-0.026935,-0.032595,-0.003059,-0.012476,0.009860,0.046336
3782,0,福岡,2016-11-03,2018-09-02,52,266,16,66,40,146,1,0.059572,0.037000,0.220359,0.189711,-0.664546,-0.543423
3783,0,福岡,2016-11-03,2026-08-11,267,1353,75,343,175,853,1,0.027388,0.009216,0.024980,-0.000388,-0.104628,-0.003309
3784,0,佐賀,2016-11-03,2026-08-11,630,1237,104,207,353,644,1,-0.002261,-0.010339,0.039703,0.035233,-0.090892,-0.068194
3787,0,岡山,2016-11-03,2026-08-11,288,1228,22,116,111,432,1,-0.018074,-0.016380,0.033625,0.031853,-0.060442,-0.056462
3788,0,徳島,2016-11-01,2026-08-03,85,1656,16,430,39,1040,1,-0.071427,-0.049898,-0.169196,-0.143083,0.533056,0.422767
3789,0,福岡,2016-11-09,2021-11-22,103,458,4,19,18,147,1,-0.002650,0.006945,-0.146203,-0.129027,0.370225,0.300394
3790,0,群馬,2016-11-07,2026-08-09,545,1227,81,130,263,595,1,0.042674,0.045498,-0.002354,0.004400,-0.073432,-0.100510
3791,0,群馬,2016-11-01,2019-12-16,120,346,7,21,40,108,1,-0.002360,-0.006378,0.021195,0.019288,-0.040222,-0.033224
3792,0,東京,2016-11-12,2026-07-27,300,1186,62,276,191,778,1,-0.026048,-0.011799,-0.019320,-0.001185,0.119258,0.045429
3793,0,埼玉,2016-11-05,2026-07-26,356,883,42,90,160,383,1,0.016052,0.014496,0.015690,0.006968,-0.019692,0.010004
3794,0,佐賀,2016-11-01,2019-06-17,73,203,3,10,17,50,1,-0.008165,0.009155,-0.013429,0.021506,0.129361,-0.008489
3795,0,兵庫,2016-11-09,2021-08-27,165,740,39,261,115,548,1,-0.116339,-0.091180,-0.043571,-0.023851,0.230467,0.137544
3796,0,静岡,2016-11-03,2026-08-11,347,1522,43,193,176,781,1,-0.002888,-0.003331,-0.005936,-0.009370,0.100634,0.111572
3797,0,広島,2016-11-07,2026-08-09,340,1370,18,69,127,465,1,0.002576,0.012458,0.034113,0.041977,-0.044289,-0.080423
3798,0,岡山,2016-11-01,2017-11-27,36,175,1,8,14,66,1,-0.017937,-0.014660,0.011746,0.006006,-0.083175,-0.062377
3799,0,愛知,2017-02-04,2019-12-15,43,436,8,77,25,222,1,0.009441,0.002888,0.072221,0.065965,-0.446608,-0.413192
3800,0,東京,2016-11-01,2026-08-11,284,1239,66,220,175,699,1,0.054832,0.043342,0.052033,0.041263,-0.222698,-0.175117
3801,0,大阪,2016-11-03,2026-07-24,333,1466,63,308,168,799,1,-0.020906,-0.017822,-0.040516,-0.038462,0.068866,0.059036
3802,0,岡山,2016-12-10,2025-06-27,249,1401,27,184,107,635,1,-0.022901,-0.014827,-0.023529,-0.019077,0.044289,0.023671
3804,0,福岡,2016-11-01,2026-08-08,219,1329,26,171,94,617,1,-0.009947,-0.012720,-0.035035,-0.039220,0.125421,0.143814
3805,0,東京,2016-11-03,2026-08-11,209,1569,50,310,129,928,1,0.041656,0.040196,0.025765,0.031260,-0.105440,-0.123224
3807,0,埼玉,2016-11-03,2026-08-05,602,1265,90,156,288,561,1,0.026182,0.023279,0.034927,0.035396,-0.151244,-0.151154
3808,0,埼玉,2016-11-07,2026-08-09,620,1021,68,72,242,322,1,0.039158,0.026139,0.074945,0.064357,-0.262230,-0.215341
3809,0,佐賀,2016-11-12,2026-08-11,499,1140,53,152,248,561,1,-0.027121,-0.022417,0.004889,0.004811,0.020123,0.017508
3811,0,静岡,2016-11-09,2026-08-08,391,1754,97,408,254,1103,1,0.015471,0.014479,0.020768,0.019031,-0.051689,-0.045023
3812,0,東京,2016-11-01,2026-08-08,297,1078,22,70,121,435,1,0.009139,0.006697,0.003882,0.001449,-0.040335,-0.030370
3813,0,愛知,2016-11-03,2026-07-28,241,1790,64,412,164,1230,1,0.035393,0.037196,-0.006653,-0.002828,0.008245,-0.006791
3814,0,福井,2016-11-03,2026-08-10,265,1686,44,236,136,852,1,0.026061,0.018802,0.007869,0.003157,0.004819,0.025925
3815,0,岡山,2016-11-07,2023-08-22,307,1031,55,188,146,517,1,-0.003194,-0.010681,-0.025885,-0.038734,0.101135,0.152483
3817,0,兵庫,2016-11-03,2018-07-14,24,126,2,6,9,38,1,0.035714,0.042280,0.073413,0.068631,-0.394841,-0.386225
3818,0,長崎,2016-11-05,2019-06-19,38,233,6,9,10,55,1,0.119268,0.123602,0.027106,0.046415,-0.103682,-0.173627
3819,0,滋賀,2016-11-06,2022-06-02,87,607,3,25,23,191,1,-0.006703,-0.004183,-0.050294,-0.055273,0.094491,0.110236
3820,0,徳島,2016-11-05,2026-05-13,74,1263,3,70,28,443,1,-0.014883,-0.023752,0.027626,0.020822,0.070050,0.103099
3822,0,岡山,2016-11-05,2026-08-11,322,1871,90,568,225,1300,1,-0.024078,-0.025890,0.003942,0.009998,0.052113,0.033669
3823,0,三重,2016-11-05,2022-03-02,229,735,45,101,115,354,1,0.059092,0.055898,0.020551,0.014087,-0.153290,-0.129391
3824,0,広島,2016-11-07,2019-04-18,44,275,0,5,11,63,1,-0.018182,-0.005419,0.020909,0.028977,-0.105455,-0.147687
3825,0,福岡,2016-11-12,2026-08-11,228,1050,35,107,88,332,1,0.051604,0.047177,0.069774,0.063074,-0.270802,-0.244021
3826,0,東京,2016-11-01,2026-08-11,279,1493,65,327,168,1005,1,0.013953,0.023063,-0.070991,-0.062037,0.109375,0.071778
3827,0,群馬,2016-11-09,2026-08-11,530,859,35,49,201,263,1,0.008995,-0.010960,0.073075,0.058313,-0.196945,-0.128893
3828,0,兵庫,2016-11-06,2026-08-11,347,1692,61,317,204,1049,1,-0.011560,-0.004394,-0.032080,-0.026123,0.061565,0.034505
3829,0,福岡,2016-11-01,2020-04-27,32,368,1,13,5,102,1,-0.004076,0.006022,-0.120924,-0.101251,0.502717,0.427024
3830,0,群馬,2016-11-12,2018-09-05,22,54,1,1,4,7,1,0.026936,-0.007613,0.052189,0.001844,-0.304714,-0.103541
3831,0,愛知,2016-11-06,2026-08-11,267,1222,44,173,128,531,1,0.023223,0.008603,0.044867,0.034147,-0.179987,-0.130804
3832,0,香川,2016-11-06,2026-08-01,189,1679,15,209,78,857,1,-0.045114,-0.041013,-0.097724,-0.092336,0.315390,0.295430
3833,0,福井,2016-11-10,2026-08-03,280,1645,80,497,180,1132,1,-0.016413,-0.003301,-0.045289,-0.029325,0.184347,0.116959
3834,0,岡山,2016-11-06,2026-08-09,339,1385,40,187,133,613,1,-0.017024,-0.013128,-0.050269,-0.053030,0.077635,0.084132
3835,0,兵庫,2016-11-06,2019-03-22,57,231,4,13,18,51,1,0.013898,0.022155,0.095010,0.106129,-0.098884,-0.140883
3837,0,香川,2016-12-01,2026-08-01,163,1899,45,456,95,1203,1,0.035947,0.031804,-0.050669,-0.042144,0.128860,0.101958
3838,0,埼玉,2016-11-01,2026-08-11,565,1829,134,397,345,1102,1,0.020110,0.027161,0.008104,0.015389,-0.077435,-0.108295
3839,0,静岡,2016-11-25,2026-08-03,415,1316,29,99,138,485,1,-0.005348,0.001341,-0.036011,-0.028271,0.036835,0.004845
3841,0,徳島,2016-11-06,2026-08-10,176,1835,39,435,114,1219,1,-0.015466,-0.016472,-0.016578,-0.021333,0.035825,0.054690
3842,0,三重,2016-11-16,2026-08-09,424,1524,92,306,253,868,1,0.016194,0.007476,0.027144,0.017259,-0.045146,-0.002992
3843,0,長崎,2016-11-06,2026-08-10,444,1382,53,211,211,685,1,-0.033308,-0.024545,-0.020433,-0.012556,0.153153,0.118290
3845,0,兵庫,2016-11-03,2026-08-05,272,1580,68,424,165,1034,1,-0.018354,-0.019076,-0.047813,-0.047076,0.163105,0.161583
3846,0,山口,2016-12-01,2021-12-19,68,581,3,35,18,192,1,-0.016123,-0.019848,-0.065759,-0.067612,0.287537,0.298898
3847,0,静岡,2016-11-05,2019-06-09,59,294,4,11,23,71,1,0.030382,0.023556,0.148334,0.151482,-0.476133,-0.481351
3848,0,愛知,2016-12-05,2026-08-11,297,1347,52,190,155,649,1,0.034030,0.040745,0.040074,0.048102,-0.182073,-0.216052
3849,0,香川,2016-11-03,2026-06-04,156,1663,36,541,96,1084,1,-0.094546,-0.075934,-0.036449,-0.012902,0.236478,0.140932
3850,0,群馬,2016-11-01,2026-08-11,787,1046,106,123,393,472,1,0.017098,0.013161,0.048122,0.046660,-0.143724,-0.136093
3851,0,福岡,2016-11-09,2026-03-05,236,860,20,93,70,258,1,-0.023394,-0.006040,-0.003390,0.016070,0.062791,-0.018251
3852,0,三重,2016-11-09,2026-08-11,338,1302,43,178,158,631,1,-0.009494,-0.025255,-0.017183,-0.040243,0.114535,0.208694
3853,0,福岡,2016-11-05,2026-08-10,218,1561,43,336,131,905,1,-0.017999,-0.012652,0.021161,0.026628,0.038834,0.014171
3854,0,兵庫,2016-11-09,2026-08-11,407,1509,119,399,282,982,1,0.027970,0.021192,0.042113,0.030198,-0.141576,-0.093996
3855,0,香川,2016-11-03,2025-07-29,109,1277,5,79,31,466,1,-0.015992,-0.036780,-0.080514,-0.099409,0.223876,0.308741
3856,0,愛知,2016-11-10,2020-06-22,49,195,1,10,10,37,1,-0.030874,-0.025362,0.014338,0.040062,-0.217059,-0.311498
3857,0,東京,2016-11-12,2026-08-11,191,961,28,67,85,361,1,0.076878,0.068394,0.069376,0.058526,-0.243344,-0.198095
3858,0,佐賀,2016-11-12,2022-03-24,318,527,36,68,134,220,1,-0.015825,-0.011985,0.003926,0.010178,-0.010096,-0.034307
3859,0,東京,2016-11-09,2026-08-11,190,988,20,82,75,360,1,0.022267,0.021120,0.030364,0.029170,-0.149190,-0.144426
3860,0,埼玉,2016-11-01,2026-08-11,421,1306,35,78,176,541,1,0.023411,0.016435,0.003810,-0.007842,-0.027009,0.018965
3862,0,滋賀,2016-11-15,2018-11-24,52,229,9,33,27,94,1,0.028972,0.016883,0.108750,0.105616,-0.160228,-0.141064
3863,0,東京,2016-11-07,2026-08-08,191,1282,21,133,84,563,1,0.006203,0.008689,0.000633,0.004680,0.056803,0.041324
3864,0,山口,2016-11-01,2017-06-21,8,79,0,2,2,28,0,,,,,,
3865,0,埼玉,2016-11-09,2020-05-18,158,412,16,34,62,147,1,0.018742,0.008040,0.035609,0.019376,-0.164127,-0.098396
3866,0,岡山,2016-11-03,2026-07-22,266,974,14,69,90,357,1,-0.018210,-0.010484,-0.028184,-0.011601,0.191019,0.124204
3867,0,愛知,2016-11-01,2026-08-11,144,1175,13,87,48,414,1,0.016235,-0.000235,-0.019007,-0.020658,-0.047967,-0.030721
3868,0,東京,2016-11-01,2026-08-05,295,1257,25,156,142,578,1,-0.039359,-0.033436,0.021531,0.030707,-0.067913,-0.104650
3869,0,福岡,2016-11-07,2026-07-31,183,1012,8,76,72,387,1,-0.031383,-0.034285,0.011032,0.008669,-0.083717,-0.072084
3870,0,福井,2016-11-07,2026-08-05,269,1280,27,148,106,524,1,-0.015253,-0.012784,-0.015323,-0.017006,0.030396,0.032682
3871,0,長崎,2016-11-03,2026-07-12,393,1074,56,128,184,516,1,0.023313,0.029753,-0.012254,-0.007170,-0.061872,-0.084750
3872,0,大阪,2016-11-01,2026-08-11,387,2186,93,528,243,1424,1,-0.001227,0.005060,-0.023511,-0.019036,0.038587,0.016737
3873,0,広島,2016-11-07,2026-08-04,435,1794,80,339,267,1057,1,-0.005055,-0.009091,0.024607,0.024952,-0.060293,-0.058518
3874,0,岡山,2016-11-03,2026-08-11,399,1772,120,446,270,1147,1,0.049059,0.032836,0.029401,0.022301,-0.120267,-0.080779
3875,0,山口,2016-11-07,2026-08-08,171,1478,19,170,68,585,1,-0.003909,-0.000167,0.001856,0.003511,-0.029192,-0.038632
3876,0,福岡,2016-11-03,2026-08-11,334,1464,122,521,248,1045,1,0.009395,-0.009909,0.028717,0.005559,-0.119478,-0.021376
3877,0,東京,2016-11-01,2023-03-19,173,763,15,81,90,367,1,-0.019455,-0.025857,0.039235,0.032870,-0.030159,-0.001973
3877,1,三重,2023-04-06,2024-09-30,98,194,10,21,49,90,1,-0.006207,0.001376,0.036082,0.042221,-0.087944,-0.115896
3878,0,山口,2016-11-01,2026-08-08,149,1230,9,109,49,500,1,-0.028215,-0.028338,-0.077645,-0.087690,0.258586,0.294818
3879,0,岡山,2016-11-01,2022-12-27,274,858,7,52,85,270,1,-0.035059,-0.027728,-0.004466,0.005063,0.073784,0.035271
3880,0,埼玉,2016-11-08,2026-07-28,786,1263,75,121,375,561,1,-0.000384,-0.010071,0.032919,0.023527,-0.120336,-0.080177
3881,0,大阪,2016-11-03,2025-02-09,372,1550,46,212,185,755,1,-0.013118,-0.013196,0.010215,0.009877,-0.011828,-0.009366
3882,0,大阪,2016-11-01,2026-08-05,366,1781,63,315,184,901,1,-0.004736,-0.008092,-0.003163,-0.004515,0.148207,0.155198
3883,0,広島,2016-11-09,2024-11-04,329,818,16,53,102,250,1,-0.016160,-0.013720,0.004407,0.004183,-0.020429,-0.019672
3884,0,徳島,2016-11-01,2022-02-11,50,726,3,32,17,236,1,0.015923,-0.001069,0.014931,0.015968,-0.057796,-0.048437
3885,0,愛知,2016-11-03,2026-08-11,303,1574,46,232,153,852,1,0.004420,-0.000415,-0.036346,-0.035596,0.114383,0.115525
3887,0,兵庫,2016-11-09,2017-05-14,8,28,2,10,7,20,0,,,,,,
3888,0,東京,2016-11-08,2026-08-10,270,1616,65,320,179,972,1,0.042721,0.050434,0.061478,0.066858,-0.242253,-0.267508
3889,0,群馬,2016-11-03,2026-08-09,487,1065,65,102,197,381,1,0.037696,0.029280,0.046771,0.037530,-0.144316,-0.105628
3890,0,岡山,2016-11-01,2023-09-30,271,1035,36,165,149,563,1,-0.026579,-0.016499,0.005854,0.009728,0.033831,0.013220
3891,0,福井,2016-11-01,2026-08-09,270,1387,17,101,75,435,1,-0.009856,0.000044,-0.035849,-0.031069,0.096742,0.073756
3892,0,佐賀,2016-11-03,2026-08-10,498,1166,70,220,245,641,1,-0.048117,-0.044853,-0.057775,-0.057636,0.216540,0.213733
3893,0,愛知,2016-11-07,2026-08-11,242,1381,32,188,134,714,1,-0.003902,-0.003772,0.036702,0.042110,-0.130295,-0.149907
3894,0,静岡,2016-11-01,2020-09-17,75,564,19,94,40,255,1,0.086667,0.089191,0.081206,0.062745,-0.415177,-0.352772
3895,0,愛知,2016-11-01,2026-06-26,188,1146,20,120,85,501,1,0.001671,-0.005767,0.014955,0.012904,-0.062604,-0.049438
3896,0,滋賀,2016-11-03,2026-08-11,268,1326,44,166,151,673,1,0.038991,0.034598,0.055891,0.047594,-0.259174,-0.226429
3897,0,山口,2016-12-01,2026-08-02,156,1517,46,480,116,1074,1,-0.021542,-0.017167,0.035613,0.036815,-0.088751,-0.097039
3898,0,福岡,2016-11-03,2026-08-08,233,1484,78,382,176,1062,1,0.077352,0.063916,0.039731,0.026501,-0.219408,-0.162533
3900,0,滋賀,2016-11-03,2026-08-11,302,1783,73,390,198,1146,1,0.022989,0.025955,0.012892,0.015783,-0.021842,-0.036457
3901,0,山口,2016-11-03,2026-08-11,269,1341,40,209,126,686,1,-0.007155,-0.001431,-0.043157,-0.041305,0.075924,0.064841
3902,0,東京,2016-11-07,2024-07-05,222,1069,39,194,127,605,1,-0.005802,0.004848,0.006123,0.014339,-0.053022,-0.091420
3903,0,兵庫,2016-11-01,2024-10-25,176,818,61,296,126,588,1,-0.015267,-0.013221,-0.002917,-0.001150,0.041870,0.033368
3904,0,大阪,2016-11-01,2026-08-03,302,1852,51,361,182,1104,1,-0.026050,-0.029649,0.006537,0.006512,0.084562,0.087641
