toban,stint,branch,firstDate,lastDate,nNear,nFar,winsNear,winsFar,top3Near,top3Far,eligible,winDiff,winDiffCourseAdj,top3Diff,top3DiffCourseAdj,meanFinishDiff,meanFinishDiffCourseAdj
4318,0,東京,2016-11-03,2026-07-27,362,1188,64,183,226,621,1,0.022755,0.028479,0.101582,0.105761,-0.246238,-0.265748
4319,0,大阪,2016-11-09,2026-08-11,403,1892,84,383,248,1094,1,0.006005,0.011589,0.037161,0.042537,-0.165578,-0.188438
4320,0,佐賀,2016-11-07,2026-08-11,534,1338,224,475,436,1035,1,0.064468,0.050094,0.042937,0.025931,-0.182908,-0.112821
4321,0,静岡,2016-11-12,2021-11-14,103,464,14,60,36,179,1,0.006612,0.012752,-0.036261,-0.030305,0.113199,0.082588
4322,0,群馬,2016-11-01,2020-12-27,152,416,14,26,46,121,1,0.029605,0.008379,0.011766,-0.008793,-0.053264,0.035205
4323,0,岡山,2016-11-01,2026-08-11,347,1200,58,179,167,541,1,0.017980,0.014336,0.030435,0.025092,-0.134325,-0.110239
4324,0,山口,2016-11-03,2026-08-02,267,1889,80,520,192,1226,1,0.024348,0.015606,0.070080,0.060280,-0.206746,-0.164968
4325,0,大阪,2016-11-07,2026-07-29,264,1640,34,217,115,747,1,-0.003529,-0.007447,-0.019882,-0.020035,0.034996,0.037427
4327,0,静岡,2016-11-12,2026-08-11,378,1450,29,125,135,557,1,-0.009487,-0.004172,-0.026995,-0.024164,0.124419,0.110423
4329,0,福岡,2016-11-23,2026-08-08,229,1263,19,124,90,618,1,-0.015210,-0.006673,-0.096298,-0.089003,0.334339,0.301990
4330,0,福岡,2016-11-03,2026-08-04,296,1367,87,376,188,913,1,0.018864,0.016749,-0.032751,-0.037528,-0.000121,0.018675
4331,0,香川,2016-11-07,2026-08-11,85,1686,13,321,43,889,1,-0.037450,-0.024787,-0.021401,-0.005730,0.172054,0.110263
4332,0,福岡,2016-11-07,2026-07-20,117,1066,6,87,49,421,1,-0.030331,-0.016746,0.023869,0.024525,0.018032,0.004765
4333,0,徳島,2016-11-03,2024-09-29,55,857,7,72,17,237,1,0.043259,0.041806,0.032545,0.034635,-0.329352,-0.335261
4334,0,兵庫,2016-11-01,2017-05-13,25,32,1,0,9,3,1,0.040000,0.053160,0.266250,0.270909,-0.930000,-0.959874
4335,0,東京,2016-11-09,2026-08-09,303,1290,97,355,211,873,1,0.044938,0.052911,0.019625,0.031029,-0.111582,-0.158862
4336,0,福岡,2016-11-03,2026-07-28,280,1473,53,286,171,817,1,-0.004876,-0.007719,0.056064,0.050238,-0.109720,-0.088436
4337,0,愛知,2016-11-03,2026-08-11,161,1610,44,402,106,993,1,0.023602,0.016659,0.041615,0.032364,-0.186957,-0.148830
4338,0,滋賀,2016-11-06,2021-12-25,76,290,5,16,21,80,1,0.010617,0.014088,0.000454,-0.000858,0.006715,0.010846
4339,0,福井,2016-11-03,2026-08-10,180,1033,14,61,60,338,1,0.018726,0.010838,0.006131,-0.004314,-0.139443,-0.096526
4340,0,三重,2016-11-05,2026-08-05,364,1095,48,130,166,488,1,0.013147,0.017314,0.010382,0.018716,-0.117111,-0.149055
4342,0,静岡,2016-11-01,2026-08-11,394,1703,99,449,252,1154,1,-0.012383,-0.006072,-0.038034,-0.027483,0.131004,0.088807
4343,0,広島,2016-11-03,2026-08-10,470,1339,33,94,179,487,1,0.000011,0.001208,0.017147,0.021267,0.008457,-0.006994
4344,0,三重,2016-11-09,2026-08-02,340,1617,102,434,251,1077,1,0.031602,0.022244,0.072187,0.059494,-0.236087,-0.186177
4345,0,東京,2016-11-09,2026-08-10,283,949,33,131,117,424,1,-0.021432,-0.024979,-0.033359,-0.033521,0.169202,0.173390
4346,0,福岡,2016-11-01,2026-08-08,252,1166,37,164,115,505,1,0.006174,0.015376,0.023245,0.035441,-0.010053,-0.057463
4347,0,福岡,2016-11-06,2026-08-11,141,815,36,162,87,529,1,0.056546,0.048053,-0.032058,-0.037281,0.031780,0.057511
4348,0,香川,2016-11-09,2026-08-09,160,1979,31,361,100,1212,1,0.011335,0.019899,0.012569,0.028274,0.012396,-0.048486
4349,0,福岡,2016-11-06,2026-07-19,278,1244,34,143,131,629,1,0.007350,0.008866,-0.034404,-0.032739,0.030003,0.024091
4350,0,福岡,2016-12-01,2026-08-09,242,1405,85,354,170,878,1,0.099282,0.070902,0.077568,0.054032,-0.321782,-0.216710
4351,0,福岡,2016-12-27,2026-07-29,271,1607,65,419,181,1073,1,-0.020882,-0.015084,0.000193,0.006394,-0.054533,-0.081928
4352,0,長崎,2016-11-03,2026-08-10,521,1268,135,312,344,843,1,0.013060,0.014080,-0.004558,-0.007365,0.018175,0.026676
4353,0,福井,2016-11-03,2021-04-08,107,558,11,71,37,226,1,-0.024436,-0.023993,-0.059224,-0.061365,0.225438,0.235190
4354,0,東京,2016-11-06,2020-04-13,26,361,1,21,8,134,1,-0.019710,-0.042126,-0.063499,-0.067033,-0.002770,0.024984
4355,0,福岡,2016-11-03,2026-04-29,255,1191,10,74,77,393,1,-0.022917,-0.013520,-0.028014,-0.018589,0.100943,0.061712
4356,0,兵庫,2016-11-12,2026-08-11,368,1685,73,424,241,1111,1,-0.053262,-0.039735,-0.004456,0.012973,0.081681,0.007489
4357,0,大阪,2016-11-05,2026-08-11,331,1963,95,547,235,1373,1,0.008354,0.000154,0.010530,0.000234,-0.053693,-0.011355
4358,0,三重,2016-11-03,2026-08-08,401,1294,50,160,162,502,1,0.001041,-0.012803,0.016046,-0.002533,-0.046038,0.028752
4359,0,徳島,2016-11-09,2026-07-12,148,1651,21,268,64,876,1,-0.020434,-0.016735,-0.098155,-0.095126,0.372236,0.358562
4360,0,静岡,2016-11-23,2026-08-11,353,1328,49,174,170,614,1,0.007786,0.002162,0.019237,0.016073,-0.063590,-0.047287
4361,0,山口,2016-11-19,2026-08-11,246,1455,61,416,143,968,1,-0.037943,-0.033865,-0.083991,-0.079053,0.328061,0.307154
4362,0,群馬,2016-11-03,2026-08-11,434,1612,119,389,291,1051,1,0.032878,0.043819,0.018522,0.024813,-0.132045,-0.162310
4363,0,福岡,2016-11-01,2026-08-11,260,1490,52,287,153,832,1,0.007383,-0.002348,0.030072,0.012639,-0.067011,0.002388
4364,0,福岡,2016-11-03,2026-08-11,225,1529,85,500,161,1027,1,0.050767,0.035395,0.043875,0.018552,-0.127421,-0.028101
4365,0,兵庫,2016-11-12,2026-08-11,318,1529,47,241,143,734,1,-0.009821,-0.008671,-0.030367,-0.027621,0.018343,0.007932
4366,0,東京,2016-11-15,2026-08-10,345,1582,98,442,242,1099,1,0.004665,0.005424,0.006759,0.010762,0.044165,0.029431
4367,0,福岡,2016-11-03,2026-08-10,229,1278,25,125,104,629,1,0.011361,0.007556,-0.038027,-0.034139,0.021445,0.006364
4368,0,福岡,2016-11-01,2026-08-08,207,1312,23,151,97,532,1,-0.003980,-0.007601,0.063111,0.060950,-0.089151,-0.077561
4369,0,愛知,2016-11-03,2026-08-08,250,1670,62,384,154,1001,1,0.018060,0.023749,0.016599,0.024103,-0.104790,-0.134237
4370,0,岡山,2016-11-09,2026-08-11,299,1593,85,524,188,1077,1,-0.044658,-0.053649,-0.047320,-0.050644,0.137919,0.158652
4371,0,福岡,2016-11-03,2026-08-02,269,1437,92,351,187,905,1,0.097749,0.074929,0.065383,0.041050,-0.317121,-0.212964
4372,0,大阪,2016-11-06,2026-07-29,294,1385,62,272,167,821,1,0.014494,0.008937,-0.024753,-0.030425,-0.059918,-0.034205
4373,0,岡山,2016-11-01,2026-08-11,321,1429,40,216,171,859,1,-0.026544,-0.018315,-0.068409,-0.060518,0.195364,0.160911
4374,0,広島,2016-11-01,2026-08-10,285,1420,28,158,110,560,1,-0.013022,-0.003044,-0.008401,-0.003285,0.060897,0.034067
4375,0,兵庫,2016-11-03,2026-08-11,334,1572,65,293,188,893,1,0.008224,0.001639,-0.005192,-0.008392,0.037543,0.053922
4376,0,静岡,2016-11-03,2026-08-08,465,1940,82,395,261,1159,1,-0.027264,-0.018533,-0.036132,-0.027097,0.127031,0.088056
4377,0,大阪,2016-11-01,2026-08-03,255,1942,57,470,168,1263,1,-0.018489,-0.017074,0.008463,0.009523,0.008794,0.005344
4378,0,広島,2016-11-03,2017-08-21,40,178,9,30,23,109,1,0.056461,0.039252,-0.037360,-0.053057,-0.012360,0.065277
4379,0,東京,2016-11-03,2026-08-10,201,1521,37,271,118,933,1,0.005907,0.015473,-0.026348,-0.026052,0.079347,0.070206
4380,0,静岡,2016-11-07,2026-08-11,332,1339,29,156,122,570,1,-0.029155,-0.026729,-0.058221,-0.055979,0.243040,0.232878
4381,0,兵庫,2016-11-01,2026-08-11,294,1449,44,245,154,783,1,-0.019422,-0.016175,-0.016563,-0.012880,0.057429,0.041203
4382,0,滋賀,2016-11-22,2026-08-03,230,1401,21,157,108,665,1,-0.020758,-0.020990,-0.005096,-0.004680,-0.006840,-0.007067
4383,0,徳島,2016-11-12,2026-08-10,114,1537,14,200,64,753,1,-0.007317,-0.009011,0.071488,0.064403,-0.219287,-0.193102
4384,0,大阪,2016-11-01,2026-08-05,397,1907,82,474,240,1281,1,-0.042009,-0.027531,-0.067202,-0.053604,0.196194,0.135806
4385,0,三重,2016-11-15,2026-07-12,162,712,12,58,49,249,1,-0.007387,0.002924,-0.047250,-0.040838,0.314520,0.280661
4387,0,香川,2016-11-06,2026-08-11,40,1489,6,444,18,1029,1,-0.148187,-0.139335,-0.241068,-0.225675,0.820131,0.754556
4388,0,滋賀,2016-11-09,2026-08-08,405,1673,91,401,236,1017,1,-0.014998,-0.006817,-0.025174,-0.016996,0.112810,0.074771
4389,0,大阪,2016-11-01,2026-08-05,358,1447,32,158,185,750,1,-0.019806,-0.019022,-0.001554,-0.001687,-0.003540,-0.002849
4390,0,徳島,2016-11-03,2026-08-06,147,1327,13,114,62,512,1,0.002527,-0.008566,0.035936,0.024343,-0.081899,-0.029761
4391,0,福井,2016-11-01,2026-08-10,246,1684,51,454,160,1106,1,-0.062279,-0.052594,-0.006363,0.006104,0.084506,0.033486
4393,0,福岡,2016-11-03,2026-08-05,238,1146,21,103,105,488,1,-0.001643,0.002509,0.015348,0.014177,0.000565,0.001561
4394,0,福岡,2016-11-01,2026-08-11,186,1269,18,181,76,645,1,-0.045858,-0.028708,-0.099672,-0.072970,0.376001,0.268807
4395,0,福岡,2016-11-08,2026-07-28,229,1185,31,161,107,558,1,-0.000494,0.005422,-0.003637,0.002092,-0.082439,-0.106508
4396,0,山口,2016-11-09,2026-08-08,177,1474,14,178,79,729,1,-0.041664,-0.031088,-0.048245,-0.034677,0.153075,0.098077
4397,0,大阪,2016-11-08,2026-08-08,376,1851,113,575,269,1344,1,-0.010111,-0.007019,-0.010668,-0.003278,0.045892,0.018583
4398,0,広島,2016-11-03,2026-08-10,383,1773,86,462,236,1141,1,-0.036032,-0.035892,-0.027354,-0.027072,0.085205,0.085042
4399,0,群馬,2016-11-06,2025-04-06,301,1363,51,361,184,903,1,-0.095422,-0.072586,-0.051213,-0.030682,0.292858,0.202928
4400,0,福井,2016-11-06,2026-08-02,278,1130,20,48,107,385,1,0.029465,0.020273,0.044184,0.043526,-0.098517,-0.092354
4401,0,東京,2016-11-08,2026-08-10,264,1305,57,308,142,774,1,-0.020106,-0.008084,-0.055225,-0.050737,0.132715,0.106467
4402,0,福岡,2016-11-07,2026-08-11,277,1240,64,292,171,762,1,-0.004437,-0.013255,0.002812,-0.004565,0.044940,0.078921
4403,0,福岡,2016-11-09,2026-08-11,246,1222,41,237,141,693,1,-0.027278,-0.028792,0.006068,0.005473,-0.060250,-0.057493
4404,0,兵庫,2016-11-09,2026-07-27,288,1304,41,164,125,563,1,0.016594,0.012361,0.002279,-0.000924,0.006689,0.021852
4405,0,福井,2016-11-08,2026-08-09,208,1370,23,149,88,598,1,0.001818,0.001383,-0.013419,-0.011998,0.011967,0.008243
4406,0,福岡,2016-11-09,2026-08-11,256,1260,27,127,113,474,1,0.004675,0.007791,0.065216,0.066751,-0.152579,-0.159215
4407,0,群馬,2016-11-01,2026-08-11,814,1165,84,123,390,557,1,-0.002385,-0.016609,0.001004,-0.011489,0.006927,0.061624
4408,0,長崎,2016-11-06,2026-08-05,121,393,9,38,33,132,1,-0.022312,-0.011354,-0.063151,-0.050108,0.359746,0.306617
4409,0,愛知,2016-11-03,2026-08-11,260,1816,74,492,164,1182,1,0.013690,0.011478,-0.020112,-0.021503,0.097450,0.105292
4410,0,岡山,2016-11-01,2026-08-11,365,1746,71,298,193,924,1,0.023845,0.019732,-0.000442,-0.004541,-0.057630,-0.038816
4411,0,大阪,2016-11-07,2026-08-09,338,1840,49,297,186,962,1,-0.016443,-0.016181,0.027470,0.027265,-0.037121,-0.038872
4413,0,福岡,2016-11-07,2026-08-11,252,1527,62,399,155,981,1,-0.015265,-0.015991,-0.027357,-0.030852,0.059477,0.071179
4414,0,東京,2016-11-06,2026-08-11,136,670,20,53,52,221,1,0.067954,0.063402,0.052502,0.055142,-0.149868,-0.153772
4415,0,福井,2016-12-29,2026-08-09,339,1685,94,473,204,989,1,-0.003426,-0.005155,0.014826,0.009677,-0.095341,-0.075658
4416,0,広島,2016-11-03,2026-08-09,305,1304,39,142,148,624,1,0.018973,0.022433,0.006718,0.011906,-0.072591,-0.092888
4417,0,静岡,2016-11-03,2026-08-03,343,1203,36,120,157,547,1,0.005206,0.003719,0.003029,0.000102,0.023934,0.035269
4418,0,岡山,2016-11-03,2026-08-11,331,1643,97,433,227,1148,1,0.029509,0.011689,-0.012921,-0.027815,-0.090007,-0.022512
4419,0,埼玉,2016-11-21,2026-07-30,341,1156,46,126,174,560,1,0.025901,0.013051,0.025835,0.022235,-0.115212,-0.091750
4420,0,群馬,2016-11-25,2026-08-11,589,1209,109,155,338,598,1,0.056854,0.054174,0.079230,0.069777,-0.247399,-0.212672
4421,0,東京,2016-11-01,2026-08-11,179,869,3,42,61,297,1,-0.031572,-0.039675,-0.000990,-0.014582,0.016072,0.068489
4422,0,大阪,2016-11-03,2026-07-29,314,1546,26,194,127,622,1,-0.042683,-0.042949,0.002130,0.002942,0.056064,0.053498
4423,0,岡山,2016-11-03,2026-08-01,330,1598,49,220,143,733,1,0.010813,0.015728,-0.025365,-0.020600,0.017503,-0.002839
4424,0,福岡,2016-11-03,2026-08-02,276,1708,75,425,163,1065,1,0.022910,0.008498,-0.032957,-0.047328,0.044615,0.108208
4425,0,山口,2016-11-03,2026-08-11,232,1163,24,126,93,509,1,-0.004892,-0.003020,-0.036799,-0.035948,-0.037618,-0.040535
4427,0,大阪,2016-11-03,2026-08-03,385,1762,124,577,256,1210,1,-0.005391,-0.003001,-0.021785,-0.017037,0.107779,0.090076
4428,0,埼玉,2016-11-09,2026-08-05,509,1557,119,366,312,954,1,-0.001276,0.002181,0.000250,0.003258,-0.029920,-0.043813
4429,0,広島,2016-11-01,2026-08-10,224,1070,16,64,58,325,1,0.011615,0.021629,-0.044810,-0.030965,0.066814,0.010496
4430,0,東京,2016-11-03,2026-08-10,268,1460,80,374,183,949,1,0.042343,0.054049,0.032836,0.040359,-0.138172,-0.172593
4431,0,三重,2016-11-05,2026-08-04,330,1298,50,179,170,614,1,0.013611,0.009003,0.042116,0.031581,-0.096662,-0.057232
4432,0,埼玉,2016-11-09,2026-07-28,602,1259,79,137,313,617,1,0.022413,0.014908,0.029862,0.019199,-0.132268,-0.089732
4433,0,福岡,2016-11-01,2026-08-11,300,1519,79,369,190,989,1,0.020410,0.018921,-0.017753,-0.017439,0.051925,0.053405
4434,0,広島,2016-11-01,2026-07-28,485,1526,92,301,299,908,1,-0.007557,-0.012950,0.021475,0.018868,-0.057666,-0.043312
4435,0,愛知,2016-11-05,2026-08-11,180,1491,29,277,94,808,1,-0.024670,-0.033738,-0.019696,-0.023812,0.121462,0.142365
4436,0,大阪,2016-11-03,2026-08-08,349,1690,68,348,203,1017,1,-0.011075,-0.019845,-0.020113,-0.031467,0.040218,0.085431
4437,0,香川,2016-11-09,2026-08-08,149,1779,36,451,100,1135,1,-0.011902,0.009052,0.033142,0.053465,0.045890,-0.041391
4438,0,東京,2016-11-07,2026-08-10,171,1163,28,177,84,533,1,0.011550,0.003272,0.032931,0.023823,-0.121661,-0.083734
4439,0,埼玉,2016-11-07,2026-07-15,447,1082,42,83,164,366,1,0.017250,0.005897,0.028628,0.016873,-0.020920,0.029282
4440,0,東京,2016-11-10,2026-08-10,210,1107,18,95,72,395,1,-0.000103,-0.002205,-0.013963,-0.019628,0.056330,0.078936
4441,0,岡山,2016-11-03,2026-08-11,405,1812,91,389,243,1110,1,0.010011,0.013586,-0.012583,-0.009428,-0.021343,-0.035916
4442,0,愛知,2016-11-03,2026-08-11,284,1542,65,310,152,809,1,0.027836,0.009084,0.010568,-0.011718,-0.099450,-0.007391
4443,0,山口,2016-11-06,2026-08-08,172,1805,25,291,100,1033,1,-0.015870,-0.012968,0.009096,0.012304,-0.070470,-0.082109
4444,0,埼玉,2016-11-09,2026-08-05,329,1552,90,423,232,1082,1,0.001005,-0.004732,0.008002,-0.002480,-0.018486,0.023901
4445,0,佐賀,2016-11-03,2026-08-11,628,1394,216,353,411,881,1,0.090721,0.077048,0.022464,0.007996,-0.209040,-0.147314
4446,0,兵庫,2016-11-03,2026-08-11,414,1741,84,451,268,1120,1,-0.056148,-0.040713,0.004035,0.017902,0.084891,0.024154
4447,0,福岡,2016-11-01,2026-08-11,209,1322,23,256,123,775,1,-0.083598,-0.071767,0.002284,0.012320,0.187388,0.142996
4448,0,滋賀,2016-11-09,2026-08-05,356,1547,107,412,246,1076,1,0.034240,0.030730,-0.004529,-0.010688,-0.022016,0.001934
4449,0,兵庫,2016-11-09,2026-08-11,292,1324,19,102,103,445,1,-0.011971,-0.013648,0.016637,0.013375,-0.077432,-0.064725
4450,0,香川,2016-11-03,2026-08-02,149,1904,41,544,95,1275,1,-0.010547,-0.010134,-0.032059,-0.043396,0.105158,0.144164
4451,0,福岡,2016-11-01,2026-08-08,344,1480,82,376,229,1001,1,-0.015682,-0.023914,-0.010654,-0.018389,0.027828,0.062881
4452,0,香川,2016-11-01,2026-08-03,179,1664,32,294,98,981,1,0.002088,0.011605,-0.042057,-0.036713,0.087354,0.060496
4453,0,愛知,2016-11-01,2024-03-19,183,872,21,85,73,275,1,0.017277,0.016419,0.083540,0.074166,-0.250000,-0.216457
4456,0,大阪,2018-12-15,2026-08-11,170,1068,44,310,109,700,1,-0.031439,-0.031860,-0.014254,-0.015850,0.078145,0.084675
4457,0,愛知,2016-11-05,2026-08-09,182,1161,12,103,83,447,1,-0.022783,-0.021810,0.071031,0.069152,-0.037094,-0.030733
4458,0,広島,2016-11-09,2026-08-09,396,1652,57,231,164,765,1,0.004109,0.004130,-0.048934,-0.048542,0.066665,0.064446
4459,0,香川,2016-11-01,2026-08-02,210,1949,51,472,127,1137,1,0.000682,0.002996,0.021386,0.016453,-0.094522,-0.077937
4460,0,東京,2016-11-03,2026-08-11,252,1456,60,369,153,949,1,-0.015339,-0.012538,-0.044643,-0.043183,0.165827,0.160377
4461,0,三重,2016-11-01,2026-08-11,285,1051,27,75,94,384,1,0.023376,0.023545,-0.035542,-0.028291,0.051623,0.026998
4462,0,大阪,2016-12-29,2026-07-21,278,1242,36,154,129,565,1,0.005503,-0.003737,0.009117,-0.000686,0.000046,0.043060
4463,0,福岡,2016-11-03,2026-08-11,240,1228,47,222,149,669,1,0.015052,0.008931,0.076045,0.073708,-0.106718,-0.093252
4464,0,静岡,2016-11-29,2017-10-24,20,216,5,51,11,138,1,0.013889,0.033071,-0.088889,-0.080413,0.254630,0.207091
4464,1,三重,2017-11-11,2018-03-10,0,79,0,9,0,35,0,,,,,,
4464,2,静岡,2019-11-20,2026-07-30,252,980,52,155,143,532,1,0.048186,0.052424,0.024603,0.027770,-0.105215,-0.120593
4465,0,東京,2016-11-12,2026-08-10,177,906,11,45,61,309,1,0.012478,-0.002191,0.003573,-0.007994,-0.074924,-0.020485
4466,0,三重,2016-11-03,2026-08-10,362,1513,51,262,205,899,1,-0.032282,-0.031587,-0.027885,-0.030478,0.117432,0.126861
4467,0,愛知,2016-11-03,2026-08-11,236,1683,39,275,140,929,1,0.001856,-0.005102,0.041230,0.037495,-0.072434,-0.053081
4468,0,東京,2016-11-22,2026-07-12,253,1203,72,319,175,759,1,0.019415,0.026551,0.060777,0.069037,-0.157525,-0.191974
4469,0,福井,2016-11-05,2026-08-09,266,1432,55,290,137,773,1,0.004253,0.003941,-0.024767,-0.022878,0.059762,0.053776
4470,0,三重,2016-11-09,2026-08-11,410,1491,81,286,249,880,1,0.005743,0.004338,0.017109,0.015246,-0.062000,-0.052723
4471,0,広島,2016-11-01,2026-08-08,388,1625,100,410,254,1020,1,0.005424,0.006731,0.026947,0.029018,-0.057621,-0.066676
4472,0,兵庫,2016-11-01,2026-08-11,401,1900,94,524,254,1265,1,-0.041376,-0.025961,-0.032373,-0.016822,0.143296,0.075328
4473,0,福井,2016-11-07,2026-07-24,144,816,15,102,65,380,1,-0.020833,-0.019852,-0.014297,-0.012082,0.205882,0.197908
4474,0,福岡,2016-11-10,2026-07-28,291,1227,37,147,144,602,1,0.007343,0.004570,0.004218,0.003692,0.079954,0.083553
4475,0,山口,2016-11-03,2026-08-11,256,1335,42,232,127,780,1,-0.009720,-0.003720,-0.088176,-0.079026,0.200097,0.165309
4477,0,福岡,2016-11-03,2026-08-11,246,1316,53,319,155,833,1,-0.026954,-0.044397,-0.002897,-0.015017,-0.014858,0.043259
4478,0,東京,2016-11-12,2021-09-30,83,481,14,92,46,275,1,-0.022593,-0.026059,-0.017509,-0.015588,-0.022644,-0.026968
4478,1,群馬,2021-10-16,2026-08-11,235,703,43,169,120,415,1,-0.057420,-0.046273,-0.079689,-0.073420,0.290469,0.259056
4479,0,福岡,2016-11-12,2017-03-30,0,75,0,6,0,24,0,,,,,,
4479,1,山口,2020-03-12,2026-08-11,43,357,2,29,9,123,1,-0.034721,-0.031166,-0.135235,-0.128875,0.468504,0.443286
4482,0,岡山,2016-11-09,2026-08-11,392,1820,113,581,224,1234,1,-0.030965,-0.026666,-0.106593,-0.099664,0.327433,0.297265
4483,0,愛知,2016-11-09,2026-08-08,230,1487,49,430,130,965,1,-0.076129,-0.062707,-0.083740,-0.058328,0.427900,0.328539
4484,0,東京,2016-11-12,2026-08-11,109,949,5,57,43,358,1,-0.014192,-0.022387,0.017256,0.015600,-0.021268,-0.007931
4485,0,福岡,2016-11-01,2026-08-07,229,1235,29,192,109,655,1,-0.028828,-0.028693,-0.054382,-0.052884,0.142294,0.139482
4486,0,群馬,2016-11-01,2026-08-11,651,1266,162,239,401,702,1,0.060064,0.058653,0.061473,0.054636,-0.215145,-0.190983
4487,0,福岡,2016-11-03,2026-08-11,192,1134,16,119,68,438,1,-0.021605,-0.006411,-0.032077,-0.016879,0.061287,-0.004802
4488,0,埼玉,2016-11-01,2026-08-11,633,1337,132,303,401,862,1,-0.018096,-0.016417,-0.011236,-0.008869,0.052104,0.042876
4489,0,大阪,2016-11-18,2026-07-28,235,1515,30,206,100,711,1,-0.008314,-0.006207,-0.043775,-0.040705,0.176884,0.163692
4490,0,滋賀,2016-11-01,2019-06-22,53,216,2,13,6,49,1,-0.022449,-0.010219,-0.113644,-0.099385,0.351502,0.294718
4491,0,群馬,2016-11-01,2026-08-11,566,1146,73,112,249,481,1,0.031244,0.012873,0.020209,0.004007,-0.063469,0.007702
4492,0,愛知,2016-11-03,2026-01-11,181,1277,40,368,113,839,1,-0.067181,-0.051102,-0.032699,-0.017551,0.242579,0.176715
4494,0,静岡,2016-11-03,2026-07-12,484,1656,146,439,363,1112,1,0.036556,0.031322,0.078502,0.070354,-0.260061,-0.227461
4495,0,福岡,2016-11-03,2026-08-09,218,1051,48,147,107,514,1,0.080317,0.077884,0.001768,-0.000140,-0.043803,-0.034178
4496,0,東京,2016-11-01,2026-08-11,314,1392,71,320,197,868,1,-0.003770,0.003955,0.003825,0.009989,-0.002686,-0.030357
4497,0,長崎,2016-11-01,2026-08-10,415,1431,134,372,292,866,1,0.062933,0.042501,0.098443,0.069099,-0.361954,-0.242853
4498,0,長崎,2016-11-03,2026-08-10,440,1233,71,206,221,638,1,-0.005709,-0.009744,-0.015164,-0.018413,0.055235,0.069735
4499,0,長崎,2018-06-08,2026-08-11,252,605,44,103,134,318,1,0.004355,-0.002025,0.006126,0.001080,0.004421,0.026844
4500,0,佐賀,2016-12-29,2026-08-11,449,1448,147,440,326,991,1,0.023527,0.020184,0.041666,0.037993,-0.112269,-0.096646
4501,0,岡山,2016-11-06,2026-07-28,302,1693,60,346,169,985,1,-0.005695,-0.002764,-0.022205,-0.011768,0.081489,0.042122
4502,0,滋賀,2016-11-06,2026-08-11,367,1828,81,555,219,1238,1,-0.082902,-0.071785,-0.080513,-0.065703,0.383317,0.322477
4503,0,佐賀,2016-11-03,2026-08-11,618,1631,224,480,448,1121,1,0.068162,0.047773,0.037611,0.016945,-0.141192,-0.052084
4504,0,福岡,2016-11-06,2026-08-08,285,1540,67,436,191,1022,1,-0.048029,-0.047606,0.006539,0.000299,0.080201,0.101588
4505,0,埼玉,2016-11-01,2026-08-10,485,1531,102,337,268,901,1,-0.009808,-0.000666,-0.035927,-0.031605,0.127995,0.106059
4506,0,福岡,2016-11-01,2026-08-11,174,1593,43,340,102,899,1,0.033693,0.027755,0.021863,0.009199,-0.121426,-0.071622
4508,0,大阪,2016-11-03,2026-07-18,211,1047,18,134,92,502,1,-0.042677,-0.036529,-0.043446,-0.034736,0.282482,0.246886
4509,0,愛知,2016-11-01,2026-08-11,200,1747,34,307,128,1022,1,-0.005730,-0.018852,0.054997,0.051945,-0.154316,-0.132904
4510,0,福岡,2016-11-06,2026-07-31,28,431,1,18,5,121,1,-0.006049,0.044919,-0.102171,-0.045471,0.447879,0.207445
4511,0,香川,2016-11-01,2026-08-09,185,1472,16,144,82,592,1,-0.011340,-0.013427,0.041069,0.034823,-0.074115,-0.050938
4512,0,兵庫,2016-11-01,2026-08-11,451,1894,104,564,282,1291,1,-0.067184,-0.058867,-0.056349,-0.046782,0.218900,0.179005
4513,0,福岡,2016-11-01,2026-08-11,254,1449,50,259,139,825,1,0.018106,0.009312,-0.022114,-0.027338,0.045494,0.069558
4514,0,大阪,2016-11-05,2026-08-09,345,1956,77,477,209,1271,1,-0.020677,-0.006728,-0.043998,-0.025092,0.198955,0.120831
4515,0,佐賀,2016-11-01,2026-08-11,565,1456,115,283,331,850,1,0.009172,0.000831,0.002049,-0.001243,-0.043160,-0.023017
4516,0,愛知,2016-11-01,2026-07-24,273,1463,52,276,149,854,1,0.001823,0.009292,-0.037945,-0.030162,0.097990,0.063860
4517,0,東京,2016-11-01,2017-06-25,22,35,2,0,7,6,1,0.090909,0.082459,0.146753,0.160311,-0.983117,-1.022276
4518,0,愛知,2016-11-12,2026-08-05,190,1499,31,320,98,852,1,-0.050318,-0.043390,-0.052589,-0.047867,0.239454,0.218103
4519,0,東京,2017-03-18,2026-03-27,202,1135,47,181,121,571,1,0.073202,0.072880,0.095926,0.090274,-0.383264,-0.364214
4520,0,福井,2016-11-03,2026-08-02,319,1341,46,191,140,655,1,0.001770,0.003221,-0.049570,-0.048320,0.100211,0.093822
4521,0,福岡,2016-11-01,2026-08-11,274,1192,50,254,153,733,1,-0.030605,-0.030937,-0.056539,-0.054184,0.240423,0.232861
4522,0,福岡,2016-11-09,2026-08-07,352,1198,108,347,232,808,1,0.017169,0.011461,-0.015367,-0.016624,0.039076,0.049768
4523,0,長崎,2016-11-01,2026-08-09,535,1288,110,268,310,728,1,-0.002467,-0.008753,0.014222,0.011692,-0.017766,-0.004499
