toban,stint,branch,firstDate,lastDate,nHome,nNon,winsHome,winsNon,top3Home,top3Non,eligible,winDiff,winDiffCourseAdj,top3Diff,top3DiffCourseAdj,meanFinishDiff,meanFinishDiffCourseAdj
5050,0,滋賀,2018-11-18,2026-08-08,389,1081,53,141,170,450,1,0.005812,-0.001923,0.020737,0.009621,-0.007867,0.036343
5051,0,埼玉,2018-11-15,2026-08-04,385,1380,60,265,194,741,1,-0.036185,-0.020813,-0.033060,-0.013380,0.112526,0.032056
5052,0,大阪,2018-11-03,2026-07-10,71,611,5,27,13,108,1,0.026233,0.009862,0.006339,0.001806,0.147599,0.174262
5053,0,福岡,2018-11-07,2026-08-11,486,769,40,74,132,241,1,-0.013924,-0.004216,-0.041789,-0.029542,0.198802,0.150466
5054,0,大阪,2018-11-19,2026-07-03,240,1144,31,146,92,480,1,0.001544,-0.008152,-0.036247,-0.046031,0.202389,0.244783
5055,0,長崎,2018-11-28,2026-08-10,399,1265,56,164,180,541,1,0.010707,-0.007553,0.023460,0.000637,-0.042622,0.050952
5056,0,徳島,2018-11-26,2026-07-13,275,934,49,121,146,394,1,0.048631,0.023235,0.109068,0.073658,-0.415604,-0.271978
5057,0,大阪,2018-11-03,2026-08-05,225,1157,36,172,102,438,1,0.011340,-0.011865,0.074768,0.048360,-0.192098,-0.080216
5058,0,岡山,2018-11-21,2026-08-11,432,1247,81,243,226,717,1,-0.007368,0.009406,-0.051832,-0.016383,0.166102,0.028255
5059,0,香川,2018-11-17,2025-05-12,118,482,5,12,19,66,1,0.017477,0.012579,0.024087,0.031935,-0.075216,-0.098713
5060,0,兵庫,2018-11-08,2026-08-11,270,1133,38,129,118,444,1,0.026884,0.019375,0.045157,0.041018,-0.116152,-0.097308
5061,0,愛知,2018-11-23,2026-07-16,277,922,13,54,68,194,1,-0.011637,-0.013604,0.035075,0.033773,-0.134870,-0.129543
5062,0,東京,2018-11-08,2022-08-03,265,215,5,0,26,15,1,0.018868,-0.022866,0.028346,-0.055291,-0.164546,0.165421
5063,0,東京,2018-11-06,2026-08-08,419,797,18,59,89,260,1,-0.031068,-0.048958,-0.113813,-0.125401,0.380604,0.436260
5064,0,山口,2018-11-19,2026-08-11,502,889,53,103,225,380,1,-0.010283,-0.003883,0.020761,0.031662,-0.078214,-0.120810
5065,0,群馬,2018-11-12,2026-08-11,269,1108,22,120,94,401,1,-0.026519,-0.016830,-0.012471,0.021264,0.113349,-0.014431
5066,0,埼玉,2018-11-15,2026-08-04,192,1279,39,210,92,610,1,0.038934,0.051318,0.002232,0.015392,-0.050491,-0.106277
5067,0,山口,2018-11-17,2026-08-11,384,1106,41,100,115,333,1,0.016355,0.014099,-0.001606,0.003100,0.103390,0.087768
5068,0,愛知,2018-11-10,2026-08-11,522,1093,118,255,298,658,1,-0.007249,0.004613,-0.031132,-0.003759,0.139510,0.033054
5069,0,群馬,2018-11-12,2026-08-05,141,1075,20,100,52,347,1,0.048821,0.028283,0.046004,0.032900,-0.208834,-0.149316
5070,0,東京,2019-05-18,2026-08-10,450,653,55,44,159,199,1,0.054841,0.035340,0.048586,0.025998,-0.237873,-0.144364
5071,0,福岡,2019-05-11,2026-07-19,381,809,23,65,105,265,1,-0.019979,0.006114,-0.051974,-0.016890,0.235192,0.091470
5072,0,埼玉,2019-05-09,2026-06-23,103,433,2,3,14,30,1,0.012489,-0.034123,0.066638,-0.005938,-0.373753,-0.079062
5073,0,福岡,2019-05-25,2026-08-11,419,1033,29,78,148,413,1,-0.006296,0.004631,-0.046584,-0.032672,0.142937,0.088057
5074,0,愛知,2019-05-10,2026-08-11,296,1183,19,92,84,356,1,-0.013579,-0.006128,-0.017146,-0.004845,0.046275,-0.001199
5075,0,滋賀,2019-05-16,2026-08-11,474,1178,96,216,255,640,1,0.019170,0.031749,-0.005319,0.015923,0.033809,-0.050851
5076,0,静岡,2019-05-16,2026-08-11,267,977,30,82,99,291,1,0.028429,0.028477,0.072936,0.064741,-0.191329,-0.162813
5077,0,埼玉,2019-05-16,2026-08-09,235,660,12,27,60,106,1,0.010155,-0.031986,0.094713,0.041356,-0.334816,-0.114864
5078,0,三重,2019-05-25,2026-08-11,175,886,12,62,68,254,1,-0.001406,-0.003805,0.101890,0.103777,-0.257891,-0.264373
5079,0,静岡,2019-05-23,2026-07-12,266,1115,21,97,85,363,1,-0.008048,-0.025826,-0.006012,-0.027051,0.057912,0.146396
5080,0,静岡,2019-05-16,2022-02-13,76,198,5,5,20,37,1,0.040537,0.039776,0.076289,0.075560,-0.333200,-0.326631
5081,0,福岡,2019-05-16,2026-07-01,532,920,69,99,248,390,1,0.022091,0.042578,0.042252,0.068772,-0.083173,-0.191942
5082,0,愛知,2019-05-16,2026-08-11,387,994,36,84,160,403,1,0.008516,0.001567,0.008004,-0.004056,-0.047710,0.000815
5083,0,山口,2019-05-19,2026-07-28,414,870,47,49,138,249,1,0.057205,0.049327,0.047126,0.050751,-0.159903,-0.167712
5084,0,佐賀,2019-05-01,2026-05-20,438,1238,129,274,289,720,1,0.073196,0.068349,0.078234,0.069654,-0.271099,-0.237472
5085,0,福井,2019-05-22,2026-08-04,356,994,31,93,117,381,1,-0.006483,-0.024452,-0.054648,-0.071339,0.094132,0.168830
5086,0,長崎,2019-05-27,2026-08-10,353,817,55,63,144,253,1,0.078696,0.055449,0.098262,0.063474,-0.449249,-0.309037
5087,0,埼玉,2019-05-16,2026-08-08,335,1150,60,247,175,630,1,-0.035678,-0.027338,-0.025438,-0.008669,0.132161,0.065944
5088,0,大阪,2019-05-14,2026-08-11,208,1336,46,303,113,713,1,-0.005643,-0.004073,0.009587,0.012886,-0.002015,-0.015991
5089,0,愛知,2019-05-10,2026-08-08,427,1138,79,216,240,687,1,-0.004795,0.006056,-0.041630,-0.027787,0.122858,0.065485
5090,0,群馬,2019-05-21,2026-08-11,358,1011,45,98,142,362,1,0.028765,0.019976,0.038587,0.030667,-0.076527,-0.043008
5091,0,福井,2019-05-22,2026-08-09,364,830,63,131,180,366,1,0.015246,0.009000,0.053542,0.045000,-0.182550,-0.144651
5092,0,福岡,2019-05-11,2026-08-04,510,930,73,151,232,418,1,-0.019228,-0.022372,0.005440,0.013768,0.030044,0.003176
5093,0,福岡,2019-05-16,2026-08-11,503,810,59,73,204,253,1,0.027173,0.023397,0.093221,0.082027,-0.338974,-0.295405
5094,0,東京,2019-05-12,2023-04-09,223,428,23,28,83,130,1,0.037718,0.012384,0.068459,0.024349,-0.288515,-0.113291
5095,0,東京,2019-11-07,2026-08-10,519,707,87,100,246,348,1,0.026187,0.008406,-0.018232,-0.035088,0.010236,0.083225
5096,0,東京,2019-11-07,2026-08-10,489,863,73,87,201,315,1,0.048473,0.034796,0.046037,0.025241,-0.144853,-0.059777
5097,0,大阪,2019-11-25,2020-05-02,17,53,0,0,1,0,0,,,,,,
5098,0,愛知,2019-11-25,2026-08-11,319,941,29,90,95,325,1,-0.004734,0.002250,-0.047572,-0.036511,0.104025,0.058165
5099,0,広島,2019-11-06,2024-02-25,120,161,3,0,11,9,1,0.025000,0.040716,0.035766,0.079279,-0.184627,-0.345402
5100,0,群馬,2019-11-07,2026-08-09,219,792,6,47,45,176,1,-0.031946,-0.024852,-0.016743,0.001528,-0.004670,-0.076048
5101,0,福岡,2019-11-19,2026-08-10,229,487,3,10,30,74,1,-0.007433,0.018691,-0.020946,0.031111,0.123983,-0.078791
5102,0,福岡,2019-11-12,2026-08-11,420,897,30,94,125,365,1,-0.033365,-0.006103,-0.109293,-0.072853,0.347938,0.199912
5103,0,埼玉,2019-11-27,2026-08-11,217,861,11,38,48,199,1,0.006557,-0.000963,-0.009928,-0.009579,0.018059,0.024338
5104,0,福岡,2019-11-10,2026-08-11,652,679,97,102,294,293,1,-0.001448,-0.008735,0.019403,0.002650,-0.099517,-0.034717
5105,0,福岡,2019-11-10,2026-08-11,545,791,49,55,200,269,1,0.020376,0.036062,0.026897,0.049184,-0.081042,-0.172153
5106,0,山口,2019-11-14,2026-08-11,520,754,54,76,215,278,1,0.003050,-0.003693,0.044761,0.033886,-0.197480,-0.153367
5107,0,福岡,2019-11-19,2026-07-28,377,732,22,34,88,172,1,0.011907,0.033038,-0.001551,0.022643,0.088870,-0.014226
5108,0,群馬,2019-11-07,2026-08-05,138,433,3,4,18,43,1,0.012501,0.000591,0.031128,0.021742,0.031446,0.070968
5109,0,岡山,2019-11-13,2026-08-11,182,1122,9,77,61,422,1,-0.019177,0.003151,-0.040949,0.001201,0.279622,0.114615
5110,0,静岡,2019-11-30,2026-07-23,302,1107,31,94,106,426,1,0.017735,0.025512,-0.033830,-0.010763,0.197189,0.109951
5111,0,岡山,2019-11-13,2026-08-11,277,1069,34,118,120,438,1,0.012360,0.008764,0.023484,0.031272,-0.060886,-0.085617
5112,0,埼玉,2019-11-27,2026-08-02,336,1245,93,248,185,695,1,0.077589,0.072741,-0.007638,-0.021853,-0.159954,-0.103918
5113,0,岡山,2019-11-23,2026-05-14,119,716,8,21,19,98,1,0.037897,0.032022,0.022792,0.030469,-0.120346,-0.142323
5114,0,福井,2019-11-22,2026-08-05,341,1159,38,125,109,445,1,0.003585,0.012916,-0.064304,-0.035418,0.274638,0.165626
5115,0,滋賀,2019-11-19,2026-08-08,311,1010,46,136,139,395,1,0.013257,-0.003112,0.055856,0.030671,-0.148588,-0.045187
5116,0,福井,2019-11-25,2024-10-25,138,481,8,14,23,66,1,0.028865,0.015212,0.029453,0.019221,-0.190364,-0.146388
5117,0,福岡,2019-11-22,2026-08-05,275,685,12,44,63,200,1,-0.020597,-0.003846,-0.062880,-0.029678,0.296828,0.167164
5118,0,佐賀,2019-11-22,2026-07-21,226,879,15,49,84,264,1,0.010627,-0.005609,0.071340,0.052041,-0.193895,-0.113598
5119,0,福岡,2019-11-12,2022-03-19,155,140,0,0,1,0,1,0.000000,-0.001236,0.006452,0.002188,-0.018203,-0.002793
5120,0,愛知,2019-11-09,2026-08-08,266,829,31,79,96,371,1,0.021246,0.041260,-0.086625,-0.050101,0.185226,0.040207
5121,0,佐賀,2019-11-02,2026-08-11,304,1187,76,311,203,720,1,-0.012005,0.002547,0.061192,0.076208,-0.168930,-0.232280
5122,0,埼玉,2019-11-27,2026-07-13,213,901,19,61,67,264,1,0.021499,0.022483,0.021546,0.040151,-0.105402,-0.169802
5123,0,山口,2020-05-26,2026-08-05,358,663,22,25,77,140,1,0.023745,0.011125,0.003922,-0.006903,-0.127329,-0.080824
5124,0,佐賀,2020-05-13,2026-08-11,263,701,19,30,67,176,1,0.029447,0.021907,0.003683,0.007206,0.023508,0.017863
5125,0,愛知,2020-05-15,2026-08-11,334,793,47,109,139,366,1,0.003266,0.005889,-0.045371,-0.030699,0.154379,0.101732
5126,0,兵庫,2020-05-02,2026-08-11,304,1079,44,179,130,478,1,-0.021158,-0.028583,-0.015371,-0.023890,0.114397,0.150223
5127,0,愛知,2020-05-02,2026-08-04,284,845,10,53,69,267,1,-0.027511,-0.000918,-0.073019,-0.024299,0.326227,0.135349
5128,0,三重,2020-05-29,2026-08-11,186,668,18,29,53,153,1,0.053361,0.025783,0.055904,0.019964,-0.231086,-0.083040
5129,0,長崎,2020-05-22,2026-08-05,258,895,41,95,127,350,1,0.052769,0.044667,0.101187,0.095507,-0.299714,-0.273351
5130,0,三重,2020-05-29,2026-08-04,358,943,38,42,131,236,1,0.061607,0.037662,0.115657,0.086070,-0.420093,-0.295985
5131,0,福岡,2020-05-23,2026-08-09,347,687,11,25,64,135,1,-0.004690,0.014792,-0.012069,0.013257,0.006024,-0.097553
5132,0,埼玉,2020-05-22,2026-08-04,229,1021,54,152,139,492,1,0.086934,0.067042,0.125106,0.096133,-0.458451,-0.339018
5133,0,東京,2020-05-09,2026-07-16,577,647,58,53,211,227,1,0.018603,0.000190,0.014834,-0.009730,-0.024395,0.075881
5134,0,広島,2020-05-24,2026-08-04,393,815,63,89,179,330,1,0.051103,0.034313,0.050563,0.033015,-0.191695,-0.116682
5135,0,東京,2020-05-09,2026-08-11,528,688,74,76,218,254,1,0.029686,0.004910,0.043693,0.010583,-0.129801,0.007731
5136,0,香川,2020-05-12,2026-08-10,370,1038,89,201,196,537,1,0.046899,0.032615,0.012389,0.000815,-0.054184,-0.001537
5137,0,愛知,2020-05-15,2026-08-11,262,862,25,91,82,313,1,-0.010149,0.002914,-0.050132,-0.017680,0.272002,0.148621
5138,0,福岡,2020-05-23,2026-08-09,298,562,7,8,50,76,1,0.009255,0.023887,0.032554,0.054145,-0.091930,-0.177956
5139,0,愛知,2020-05-02,2026-07-21,315,781,43,144,127,393,1,-0.047871,-0.029656,-0.100026,-0.068584,0.428153,0.302431
5140,0,静岡,2020-05-01,2026-07-26,174,767,9,40,41,200,1,-0.000427,-0.008521,-0.025124,-0.025922,-0.034363,-0.029520
5141,0,群馬,2020-05-01,2026-08-11,303,985,82,191,178,540,1,0.076718,0.074336,0.039235,0.045349,-0.194126,-0.215023
5142,0,佐賀,2020-05-13,2026-08-11,412,1078,114,223,265,650,1,0.069834,0.065170,0.040235,0.031972,-0.161424,-0.127109
5143,0,徳島,2020-05-12,2026-08-09,296,847,15,34,98,207,1,0.010534,-0.020782,0.086689,0.040552,-0.235298,-0.048614
5144,0,福岡,2020-05-18,2026-08-11,297,756,17,40,68,196,1,0.004329,0.018774,-0.030303,0.005096,0.046537,-0.090740
5145,0,山口,2020-05-06,2026-08-11,515,839,90,130,230,359,1,0.019811,0.010423,0.018712,0.010962,-0.095752,-0.062115
5146,0,山口,2020-05-26,2026-08-02,365,732,33,55,135,254,1,0.015274,0.012204,0.022868,0.025947,-0.066723,-0.077423
5147,0,埼玉,2020-11-12,2026-08-05,128,804,13,63,31,240,1,0.023204,0.035940,-0.056320,-0.019052,0.269706,0.130710
5148,0,福岡,2020-11-14,2026-07-31,270,690,15,51,58,208,1,-0.018357,0.008739,-0.086634,-0.035758,0.420129,0.216928
5149,0,東京,2020-11-12,2021-03-27,18,13,0,0,0,0,0,,,,,,
5150,0,群馬,2020-11-08,2026-08-11,261,890,43,147,112,395,1,-0.000418,0.012453,-0.014701,0.011718,0.091317,-0.012113
5151,0,大阪,2020-11-04,2026-07-24,84,881,2,23,12,169,1,-0.002297,-0.006670,-0.048970,-0.054342,0.165910,0.188050
5152,0,福岡,2020-11-18,2026-08-08,279,617,7,24,45,130,1,-0.013808,0.013914,-0.049407,-0.000464,0.241497,0.049987
5153,0,東京,2020-11-12,2026-08-11,330,691,18,31,79,149,1,0.009683,-0.004298,0.023764,0.024497,0.006473,0.014825
5154,0,広島,2020-11-25,2026-08-10,254,863,18,59,69,245,1,0.002500,-0.014594,-0.012240,-0.032096,0.009233,0.093053
5155,0,福岡,2020-11-14,2026-08-11,299,659,23,68,107,217,1,-0.026264,-0.027723,0.028573,0.014724,0.092493,0.141125
5156,0,福井,2020-11-18,2026-07-19,161,917,17,77,52,256,1,0.021621,-0.004814,0.043810,0.021181,-0.172823,-0.072297
5157,0,滋賀,2020-11-18,2026-08-11,315,773,35,57,105,212,1,0.037372,0.018564,0.059077,0.030857,-0.234075,-0.121453
5158,0,福岡,2020-11-18,2026-08-11,323,873,49,136,126,326,1,-0.004082,0.005113,0.016668,0.044249,0.047461,-0.055284
5159,0,愛知,2020-11-13,2024-05-12,186,318,8,13,23,38,1,0.002130,0.030975,0.004159,0.068400,0.010347,-0.240843
5160,0,福岡,2020-11-18,2026-08-08,334,835,29,99,116,335,1,-0.031737,-0.022339,-0.053892,-0.043265,0.176048,0.131317
5161,0,兵庫,2020-11-18,2026-08-11,286,924,50,152,123,412,1,0.010323,-0.004937,-0.015818,-0.032423,0.055944,0.125708
5162,0,福岡,2020-11-08,2026-02-20,170,619,7,21,27,127,1,0.007251,0.016626,-0.046346,-0.034211,0.091286,0.041278
5163,0,山口,2020-11-02,2026-08-05,327,818,50,126,161,411,1,-0.001129,0.000955,-0.010090,0.001850,-0.023497,-0.066205
5164,0,福岡,2020-11-08,2026-08-02,206,558,2,6,13,36,1,-0.001044,0.014314,-0.001409,0.025153,0.046873,-0.059069
5165,0,岡山,2020-11-26,2026-08-11,195,928,21,46,50,278,1,0.058123,0.055496,-0.043159,-0.040525,-0.004211,-0.012026
5166,0,愛知,2020-11-06,2026-08-09,309,749,46,123,141,388,1,-0.015352,-0.003099,-0.061713,-0.038061,0.252855,0.159702
5167,0,埼玉,2020-11-12,2026-08-09,233,799,24,59,79,246,1,0.029162,0.012129,0.031171,0.026576,-0.133724,-0.104040
5168,0,大阪,2020-11-04,2024-10-12,34,258,0,3,0,23,1,-0.011628,0.011706,-0.089147,-0.032077,0.543548,0.319031
5169,0,愛知,2020-11-06,2026-08-09,188,549,7,21,33,114,1,-0.001017,0.012863,-0.032118,0.003420,0.225856,0.090593
5170,0,岡山,2020-11-21,2026-08-11,226,896,17,66,74,286,1,0.001561,0.009563,0.008237,0.028879,-0.076634,-0.154397
5171,0,滋賀,2020-11-18,2025-10-15,137,596,6,32,35,126,1,-0.009896,0.000239,0.044065,0.050883,-0.150554,-0.184408
5172,0,徳島,2020-11-13,2026-07-26,359,777,49,68,156,267,1,0.048974,0.026529,0.090911,0.049551,-0.469874,-0.306526
5173,0,香川,2020-11-26,2026-08-04,258,710,35,80,86,232,1,0.022983,0.020914,0.006573,0.009925,-0.008298,-0.016869
5174,0,静岡,2020-11-24,2026-08-11,258,859,47,122,126,368,1,0.040145,0.023399,0.059967,0.039361,-0.221057,-0.134032
5175,0,東京,2020-11-11,2026-08-11,276,559,8,31,57,149,1,-0.026471,-0.007600,-0.060026,-0.015273,0.295663,0.124838
5176,0,山口,2021-05-28,2026-08-11,227,309,5,4,21,22,1,0.009081,0.008002,0.021314,0.031185,-0.041230,-0.077075
5177,0,福岡,2021-05-25,2026-08-11,382,737,11,31,60,173,1,-0.013267,0.030404,-0.077667,-0.001341,0.353986,0.051619
5178,0,愛知,2021-05-13,2026-08-09,175,861,1,29,19,188,1,-0.027967,0.015297,-0.109779,-0.029211,0.439675,0.119622
5179,0,兵庫,2021-05-14,2026-08-11,155,690,17,47,47,163,1,0.041561,0.028862,0.066994,0.048651,-0.268069,-0.190148
5180,0,山口,2021-05-27,2026-08-05,179,329,9,12,49,66,1,0.013805,-0.005197,0.073135,0.051268,-0.246574,-0.155660
5181,0,岡山,2021-05-08,2026-08-11,208,837,22,66,70,282,1,0.026916,0.029454,-0.000379,0.025132,0.057187,-0.035008
5182,0,埼玉,2021-05-21,2026-08-05,119,818,8,55,39,227,1,-0.000010,-0.009736,0.050225,0.045397,-0.092807,-0.067589
5183,0,三重,2021-05-21,2026-08-10,180,667,18,42,70,198,1,0.037031,0.016359,0.092037,0.064892,-0.391388,-0.276179
5184,0,群馬,2021-05-13,2026-08-02,98,531,2,17,10,70,1,-0.011607,-0.004557,-0.029786,0.015345,0.230927,0.063628
5185,0,福井,2021-05-09,2026-08-09,288,765,25,73,108,291,1,-0.008619,-0.000939,-0.005392,0.012555,0.089910,0.022039
5186,0,東京,2021-05-03,2026-08-09,328,653,20,42,80,191,1,-0.003343,0.009921,-0.048594,-0.008289,0.098929,-0.051454
5187,0,福井,2021-05-09,2026-07-21,248,693,21,40,107,199,1,0.026957,0.001892,0.144294,0.116259,-0.445131,-0.324722
5188,0,兵庫,2021-06-18,2026-08-11,227,799,26,101,80,313,1,-0.011871,-0.009767,-0.039317,-0.030877,0.125405,0.098953
5189,0,岡山,2021-05-27,2026-08-11,198,797,16,62,73,263,1,0.003016,-0.010254,0.038699,0.031554,-0.077443,-0.042908
5190,0,東京,2021-05-20,2026-08-09,302,572,14,38,60,167,1,-0.020076,-0.014943,-0.093283,-0.057378,0.448548,0.318163
5191,0,埼玉,2021-05-01,2026-08-08,290,970,64,218,147,529,1,-0.004053,-0.001904,-0.038464,-0.036540,0.066584,0.058606
5192,0,福岡,2021-06-24,2026-06-21,209,621,12,44,34,167,1,-0.013437,0.001148,-0.106242,-0.086031,0.294879,0.208229
5193,0,福岡,2021-05-15,2026-08-11,361,640,52,99,159,300,1,-0.010643,-0.004264,-0.028307,-0.013836,0.126688,0.070849
5194,0,埼玉,2021-05-21,2026-07-30,140,786,15,56,46,229,1,0.035896,0.005480,0.037223,0.000809,-0.282952,-0.130355
5195,0,長崎,2021-05-06,2026-07-24,213,685,22,56,78,225,1,0.021535,0.018515,0.037730,0.049621,-0.082746,-0.120830
5196,0,愛知,2021-05-28,2026-07-23,179,821,26,149,86,414,1,-0.036235,-0.032078,-0.023816,-0.005834,0.182303,0.113862
5197,0,愛知,2021-05-13,2026-08-11,210,736,32,111,86,316,1,0.001566,-0.007258,-0.019824,-0.022121,-0.064855,-0.053134
5198,0,福岡,2021-05-15,2026-08-11,262,672,17,39,62,176,1,0.006850,0.033109,-0.025264,0.022030,0.264472,0.077684
5199,0,徳島,2021-05-15,2026-08-10,309,629,39,51,122,192,1,0.045133,0.022076,0.089576,0.059965,-0.353507,-0.229555
5200,0,福岡,2021-05-15,2026-08-11,207,357,1,2,9,23,1,-0.000771,0.030690,-0.020948,0.041883,0.172167,-0.076324
5201,0,東京,2021-05-20,2026-08-04,347,572,29,60,114,212,1,-0.021322,-0.025292,-0.042099,-0.045766,0.088052,0.108937
5202,0,大阪,2021-05-09,2024-09-03,93,411,8,15,28,79,1,0.049525,0.017671,0.108861,0.059547,-0.382388,-0.181916
5203,0,福岡,2021-05-24,2026-08-11,327,734,28,41,97,215,1,0.029769,0.032122,0.003721,0.004419,-0.002354,-0.006951
5204,0,三重,2021-11-27,2026-08-11,105,513,5,25,32,120,1,-0.001114,-0.011362,0.070844,0.062275,-0.336731,-0.304277
5205,0,静岡,2021-11-23,2026-08-11,205,742,36,120,93,365,1,0.013885,0.012591,-0.038255,-0.038497,0.122661,0.123630
5206,0,岡山,2021-11-09,2026-07-12,186,789,14,54,49,215,1,0.006828,-0.005817,-0.009056,-0.013776,0.014003,0.041490
5207,0,福岡,2021-11-12,2026-07-28,304,461,16,41,87,123,1,-0.036306,-0.020219,0.019373,0.045164,0.088545,-0.017855
5208,0,長崎,2021-11-20,2026-08-11,188,680,14,34,48,142,1,0.024468,0.020797,0.046496,0.058198,-0.202034,-0.240649
5209,0,福岡,2021-11-24,2026-08-10,224,481,1,14,30,79,1,-0.024642,-0.008524,-0.030313,-0.006653,0.185950,0.089645
5210,0,福岡,2021-11-24,2026-08-11,260,619,27,44,101,201,1,0.032764,0.041100,0.063744,0.079216,-0.215173,-0.274544
5211,0,愛知,2021-11-20,2026-08-04,148,626,2,18,28,119,1,-0.015240,0.004886,-0.000907,0.032345,0.047492,-0.087875
5212,0,福岡,2021-11-12,2026-08-11,343,673,19,67,87,246,1,-0.044161,-0.011434,-0.111883,-0.049749,0.444825,0.199212
5213,0,群馬,2021-12-14,2026-07-23,124,785,13,81,49,274,1,0.001654,-0.015737,0.046117,0.016857,-0.275098,-0.157243
5214,0,佐賀,2021-11-27,2026-08-11,249,649,21,31,70,169,1,0.036572,0.037247,0.020724,0.039614,-0.116212,-0.181358
5215,0,香川,2021-11-27,2025-06-06,77,178,3,6,10,40,1,0.005253,0.028349,-0.094849,-0.037655,0.515760,0.294387
5216,0,群馬,2021-11-03,2026-08-11,265,785,58,118,138,327,1,0.068549,0.060355,0.104194,0.099481,-0.373345,-0.349995
5217,0,岡山,2021-11-09,2026-07-24,254,788,57,164,146,459,1,0.016288,0.019964,-0.007684,0.001660,0.005126,-0.029461
5218,0,香川,2021-11-27,2026-07-24,221,743,33,111,93,339,1,-0.000073,0.000739,-0.035444,-0.022067,0.133432,0.084354
5219,0,福岡,2021-11-16,2026-08-11,243,501,20,35,60,137,1,0.012444,0.019476,-0.026540,-0.014083,0.067445,0.019130
5220,0,埼玉,2021-11-07,2026-08-01,190,797,48,130,100,373,1,0.089520,0.072570,0.058311,0.033000,-0.388311,-0.285243
5221,0,大阪,2021-11-10,2026-07-23,252,810,42,159,118,429,1,-0.029630,-0.027148,-0.061376,-0.056021,0.227954,0.207962
5222,0,広島,2021-11-16,2026-08-04,300,679,37,83,140,317,1,0.001095,-0.005453,-0.000196,-0.007479,-0.033667,-0.003617
5223,0,福岡,2021-11-16,2026-08-11,289,669,14,44,46,175,1,-0.017327,-0.004080,-0.102415,-0.078560,0.326020,0.230303
5224,0,香川,2021-11-05,2026-08-09,256,742,60,114,163,397,1,0.080736,0.053000,0.101678,0.069473,-0.412262,-0.279120
5225,0,埼玉,2021-11-27,2025-01-15,106,317,0,1,1,8,1,-0.003155,0.001760,-0.015803,-0.007753,-0.017767,-0.049272
5226,0,東京,2021-11-07,2026-08-11,380,514,71,89,184,250,1,0.013690,0.003186,-0.002171,-0.019326,-0.043262,0.026863
5227,0,福岡,2021-11-07,2026-07-28,163,381,5,9,21,43,1,0.007053,0.016270,0.015973,0.033664,-0.007649,-0.078103
5228,0,東京,2021-11-20,2026-08-11,283,545,50,89,145,256,1,0.013376,0.013146,0.042643,0.036384,-0.112231,-0.088813
5229,0,滋賀,2021-11-23,2026-08-03,323,708,43,77,120,261,1,0.024370,0.038085,0.002873,0.028422,-0.032757,-0.131722
5230,0,愛知,2021-11-13,2026-08-11,201,515,9,27,41,98,1,-0.007651,-0.001587,0.013689,0.039518,0.061189,-0.035897
5231,0,山口,2021-11-16,2026-07-30,333,502,33,43,106,134,1,0.013442,0.010327,0.051386,0.057837,-0.138186,-0.157299
5232,0,愛知,2022-05-13,2026-08-11,226,615,15,46,57,203,1,-0.008425,0.007531,-0.077869,-0.049536,0.273530,0.161657
5233,0,大阪,2022-05-20,2023-05-04,27,118,0,1,1,7,1,-0.008475,-0.009387,-0.022285,-0.023756,-0.125235,-0.121850
5234,0,群馬,2022-05-02,2026-08-11,234,698,48,110,127,318,1,0.047535,0.040947,0.087148,0.090229,-0.224561,-0.231820
5235,0,大阪,2022-05-20,2026-08-09,163,389,2,15,12,39,1,-0.026290,-0.026076,-0.026637,-0.010057,0.052597,-0.006484
5236,0,岡山,2022-05-28,2025-11-23,132,545,1,10,21,61,1,-0.010773,-0.008535,0.047164,0.049204,-0.254031,-0.264711
5236,1,広島,2025-12-10,2026-07-27,20,138,3,8,10,54,1,0.092029,0.047778,0.108696,0.067909,-0.528986,-0.352670
5237,0,福岡,2022-05-19,2026-08-05,278,378,11,23,57,89,1,-0.021278,0.012135,-0.030414,0.032670,0.249229,-0.002372
5238,0,山口,2022-05-16,2026-07-28,292,543,34,59,90,183,1,0.007783,-0.001148,-0.028797,-0.028705,0.077632,0.082318
5239,0,福岡,2022-05-06,2026-07-28,271,415,14,42,68,166,1,-0.049544,-0.006121,-0.149077,-0.072378,0.515547,0.212981
5240,0,福岡,2022-05-06,2026-07-26,250,486,6,34,35,135,1,-0.045959,0.005958,-0.137778,-0.059486,0.651111,0.335739
5241,0,香川,2022-05-16,2026-07-30,183,664,16,50,57,205,1,0.012130,-0.009565,0.002740,-0.023398,-0.040202,0.070727
5242,0,埼玉,2022-05-26,2026-07-13,111,518,9,14,21,96,1,0.054054,0.046584,0.003861,0.001321,0.054698,0.070932
5243,0,広島,2022-05-14,2026-08-04,228,693,27,68,69,230,1,0.020297,0.028810,-0.029259,0.001185,0.122769,0.008313
5244,0,福岡,2022-05-19,2026-08-09,223,488,7,22,31,94,1,-0.013692,0.016038,-0.053609,-0.000349,0.219115,0.004211
5245,0,愛知,2022-05-13,2026-08-08,145,591,11,44,32,165,1,0.001412,0.028548,-0.058498,0.006924,0.120509,-0.133681
5246,0,埼玉,2022-05-26,2026-08-09,184,553,22,60,70,199,1,0.011066,0.011677,0.020579,0.030161,-0.175535,-0.211357
5247,0,兵庫,2022-05-21,2026-08-11,157,675,6,23,54,153,1,0.004142,-0.012645,0.117282,0.099460,-0.360038,-0.283267
