順位,登録番号,選手名,級別,モーター番号,モーター2連対率,場コード,場名,開催日
45,3508,久富　　政弘,A2,70,20.7,16,児島,20260728
15,4715,村上　　　遼,A1,11,37.5,17,宮島,20260728
45,4982,中村　　将隆,B1,13,26.0,17,宮島,20260728
26,4674,池田　　剛規,B1,15,34.2,17,宮島,20260728
20,3211,北川　　敏弘,B1,16,35.9,17,宮島,20260728
4,3776,横井　　健太,B1,17,43.6,17,宮島,20260728
19,4405,南野　　利騰,B1,18,36.1,17,宮島,20260728
41,5020,宮村　　勇哉,B1,20,29.5,17,宮島,20260728
8,4422,永井　　亮次,B1,21,41.8,17,宮島,20260728
34,3574,大神　　康司,A1,23,31.8,17,宮島,20260728
30,4109,谷津　　幸宏,A2,24,33.3,17,宮島,20260728
11,4161,黒柳　　浩孝,B1,25,40.2,17,宮島,20260728
38,4215,吉島　　祥之,A2,27,30.9,17,宮島,20260728
40,3757,畑　　　和宏,A2,29,30.6,17,宮島,20260728
9,4191,赤羽　　克也,A1,30,41.2,17,宮島,20260728
5,3833,中辻　　博訓,A2,32,43.4,17,宮島,20260728
24,4703,森永　　　隆,A1,33,34.6,17,宮島,20260728
13,3891,谷口　　健一,B1,34,37.9,17,宮島,20260728
43,5448,福田　　柊人,B2,35,27.6,17,宮島,20260728
31,4638,小林　　遼太,B1,36,33.1,17,宮島,20260728
7,4299,中島　　浩哉,B1,37,42.6,17,宮島,20260728
1,4446,和田　　兼輔,A1,38,49.0,17,宮島,20260728
29,4565,西村　　豪洋,B1,39,33.6,17,宮島,20260728
16,3976,内田　　　圭,B1,51,37.3,17,宮島,20260728
32,4600,井内　将太郎,A1,52,32.8,17,宮島,20260728
38,4652,酒見　　峻介,B1,53,30.9,17,宮島,20260728
22,4179,広次　　　修,A2,54,35.3,17,宮島,20260728
12,4555,富永　　大一,B1,55,38.5,17,宮島,20260728
27,5457,山田　　陽翔,B2,56,34.0,17,宮島,20260728
14,4930,佐藤　　　悠,A2,57,37.6,17,宮島,20260728
3,4708,半田　　尚也,B1,58,43.8,17,宮島,20260728
37,3777,樋口　　　亮,A2,59,31.0,17,宮島,20260728
17,5420,吉原　　快誓,B2,60,36.5,17,宮島,20260728
21,4276,鈴木　　勝博,A2,61,35.7,17,宮島,20260728
35,4351,里岡　　右貴,A1,63,31.3,17,宮島,20260728
10,4094,中島　　真二,B1,65,41.0,17,宮島,20260728
6,4835,橋本　　　明,B1,66,43.1,17,宮島,20260728
24,4706,三浦　洋次朗,A2,67,34.6,17,宮島,20260728
18,4904,松本　　一毅,B1,70,36.2,17,宮島,20260728
28,4943,八木　　治樹,B1,71,33.9,17,宮島,20260728
2,4066,東本　　勝利,A2,72,45.2,17,宮島,20260728
44,4786,佐藤　　博亮,A1,73,27.3,17,宮島,20260728
42,4866,橋本　　英一,B1,78,29.4,17,宮島,20260728
23,4580,長谷川　雅和,B1,79,35.0,17,宮島,20260728
33,5336,瀬川　　大地,B1,81,32.5,17,宮島,20260728
36,4672,守屋　　大地,B1,82,31.2,17,宮島,20260728
2,3973,崎　　　利仁,B1,19,54.1,18,徳山,20260720
7,5328,井上　　慧人,B1,20,40.0,18,徳山,20260720
37,5023,久永　　祥平,A2,21,24.4,18,徳山,20260720
34,4446,和田　　兼輔,A1,22,26.7,18,徳山,20260720
22,4852,川原　　祐明,A1,23,31.1,18,徳山,20260720
26,5393,藤原　　　駿,B2,24,30.0,18,徳山,20260720
27,3352,小川　　晃司,B1,25,29.5,18,徳山,20260720
4,4010,越智　　照浩,B1,26,42.6,18,徳山,20260720
5,4427,秦　　　英悟,A1,27,41.6,18,徳山,20260720
35,5463,出口　　飛龍,B2,28,26.2,18,徳山,20260720
17,4047,吉永　　浩則,B1,29,34.3,18,徳山,20260720
11,4066,東本　　勝利,A2,30,37.6,18,徳山,20260720
20,4113,木村　　浩士,B1,31,32.1,18,徳山,20260720
40,4019,笠原　　　亮,A1,32,21.8,18,徳山,20260720
1,4281,大澤　　大夢,B1,33,55.3,18,徳山,20260720
33,3439,大平　誉史明,A1,34,27.9,18,徳山,20260720
12,4274,長畑　　友輔,B1,35,36.9,18,徳山,20260720
13,4693,松下　　誉士,B1,36,36.2,18,徳山,20260720
42,4139,丹下　　　健,B1,37,18.9,18,徳山,20260720
36,5407,中岡　　　駿,B1,38,25.0,18,徳山,20260720
21,3742,宮地　　秀祈,B1,39,31.6,18,徳山,20260720
27,4485,楠原　　正剛,B1,40,29.5,18,徳山,20260720
15,4303,牧原　　　崇,B1,41,34.8,18,徳山,20260720
25,4754,松尾　　　充,A2,42,30.3,18,徳山,20260720
43,5364,金子　　怜央,B1,43,18.3,18,徳山,20260720
9,3966,作間　　　章,A1,44,37.7,18,徳山,20260720
39,3350,藤本　　佳史,B1,45,23.5,18,徳山,20260720
7,3489,大場　　　敏,A2,46,40.0,18,徳山,20260720
14,4144,石塚　　久也,A2,47,35.8,18,徳山,20260720
19,4278,藤岡　　俊介,A1,48,32.2,18,徳山,20260720
30,3904,森　　　貴洋,B1,49,28.5,18,徳山,20260720
9,5172,田村　　　慶,B1,50,37.7,18,徳山,20260720
38,4287,今井　　貴士,A2,51,23.7,18,徳山,20260720
27,5453,久保　　翔耶,B2,52,29.5,18,徳山,20260720
3,3928,林　　　恵祐,B1,53,44.7,18,徳山,20260720
31,4890,石川　　　諒,A2,54,28.3,18,徳山,20260720
6,4423,坂口　　貴彦,B1,55,41.2,18,徳山,20260720
16,3841,佐々木　和伸,A2,56,34.6,18,徳山,20260720
43,3838,伊藤　　啓三,B1,57,18.3,18,徳山,20260720
24,4486,野村　　　誠,A2,58,30.7,18,徳山,20260720
18,3233,小畑　　実成,B1,59,33.3,18,徳山,20260720
23,3385,渡邉　　睦広,A2,60,30.9,18,徳山,20260720
45,5434,藤田　　康生,B1,61,17.7,18,徳山,20260720
41,4041,小林　　基樹,B1,62,21.5,18,徳山,20260720
32,3747,國崎　　良春,A2,63,28.0,18,徳山,20260720
19,4579,中嶋　健一郎,A2,12,36.0,19,下関,20260728
33,4553,坪口　　竜也,A2,13,26.3,19,下関,20260728
25,4041,小林　　基樹,B1,14,32.0,19,下関,20260728
35,4175,川尻　　泰輔,A2,15,25.5,19,下関,20260728
42,4883,岡部　　大輝,A2,16,20.8,19,下関,20260728
2,3362,間嶋　　仁志,B1,17,58.8,19,下関,20260728
1,4031,飯島　　　誠,B1,18,59.1,19,下関,20260728
16,5418,堀内　　亜海,B2,19,36.3,19,下関,20260728
8,5045,平川　　香織,A2,21,42.8,19,下関,20260728
45,4134,杉山　　貴博,A2,23,9.3,19,下関,20260728
37,3869,井芹　　大志,B1,25,24.5,19,下関,20260728
39,3349,吉田　　一郎,A1,26,22.9,19,下関,20260728
11,4224,大橋　栄里佳,B1,27,40.8,19,下関,20260728
34,3554,仲口　　博崇,A1,28,26.0,19,下関,20260728
17,4238,毒島　　　誠,A1,30,36.1,19,下関,20260728
44,4387,平山　　智加,A1,32,18.3,19,下関,20260728
27,4260,中越　　博紀,B1,33,31.3,19,下関,20260728
12,5438,星田　　夢結,B2,36,40.4,19,下関,20260728
14,4313,西村　美智子,A2,37,37.9,19,下関,20260728
13,4129,宇野　　博之,B1,39,38.1,19,下関,20260728
8,3105,内山　　文典,B1,40,42.8,19,下関,20260728
21,5391,出穂　　和鼓,B2,42,35.7,19,下関,20260728
22,3412,鈴木　　　博,A1,43,35.2,19,下関,20260728
41,5258,仲本　　　舜,B1,45,22.0,19,下関,20260728
7,4856,豊田　健士郎,A1,46,44.4,19,下関,20260728
19,5471,田中　　　結,B2,47,36.0,19,下関,20260728
32,4545,岡村　　慶太,A1,48,28.0,19,下関,20260728
40,3872,岡田　　憲行,A2,49,22.4,19,下関,20260728
24,3726,桂林　　　寛,B1,50,33.3,19,下関,20260728
6,4666,日笠　　勝弘,B1,52,46.0,19,下関,20260728
31,4243,西村　　　歩,B1,53,28.3,19,下関,20260728
28,3583,齋藤　　智裕,B1,54,31.1,19,下関,20260728
17,4020,川上　　清人,B1,56,36.1,19,下関,20260728
3,4896,花本　　　剛,B1,57,48.3,19,下関,20260728
22,4233,亀山　　雅幸,A2,59,35.2,19,下関,20260728
38,3838,伊藤　　啓三,B1,60,23.2,19,下関,20260728
25,4509,平見　　真彦,A2,61,32.0,19,下関,20260728
4,4892,柴田　　直哉,B1,62,48.0,19,下関,20260728
43,4876,梅木　　敬太,B1,64,20.0,19,下関,20260728
10,4083,福島　　勇樹,A1,67,41.5,19,下関,20260728
15,4469,土山　　卓也,A2,69,36.7,19,下関,20260728
30,4281,大澤　　大夢,B1,70,29.1,19,下関,20260728
5,3566,川添　　英正,B1,71,47.8,19,下関,20260728
36,5055,眞鳥　　章太,A2,72,25.0,19,下関,20260728
29,4817,渡邉　　　翼,A1,73,30.6,19,下関,20260728
33,5370,日隈　　　茜,B2,1,28.7,20,若松,20260728
11,5070,中島　　　航,B1,2,35.6,20,若松,20260728
10,4705,吉川　　勇作,B1,3,36.0,20,若松,20260728
2,3841,佐々木　和伸,A2,5,44.5,20,若松,20260728
38,3859,多羅尾　達之,B1,7,27.7,20,若松,20260728
39,4372,原田　　佑実,A2,10,25.6,20,若松,20260728
40,4442,松竹　　大輔,B1,11,25.3,20,若松,20260728
21,4366,前沢　　丈史,A1,12,32.4,20,若松,20260728
19,4287,今井　　貴士,A2,13,33.5,20,若松,20260728
9,5412,久保田　凪紗,B2,14,36.5,20,若松,20260728
13,5157,市川　　健太,B1,15,35.4,20,若松,20260728
41,3519,冨田　　秀幸,B1,16,25.1,20,若松,20260728
35,4247,齊藤　　　優,B1,17,28.5,20,若松,20260728
11,4188,久田　　敏之,A1,19,35.6,20,若松,20260728
7,5093,浦野　　　海,B2,20,39.4,20,若松,20260728
5,5002,上田　　健太,A2,23,41.7,20,若松,20260728
22,4615,板倉　　敦史,B1,24,32.3,20,若松,20260728
3,5268,山本　　幸也,B1,25,42.6,20,若松,20260728
26,3932,池田　　浩美,B1,26,31.4,20,若松,20260728
32,5398,鐘ヶ江　真司,B1,28,30.2,20,若松,20260728
36,3942,寺田　　　祥,A1,29,28.4,20,若松,20260728
25,4530,小野　　生奈,A1,31,31.6,20,若松,20260728
17,4327,加藤　　　翔,B1,32,34.4,20,若松,20260728
23,4819,蜂須　　瑞生,A2,33,32.0,20,若松,20260728
8,5270,小玉　　啓太,B1,34,37.0,20,若松,20260728
5,4785,木幡　　純也,B1,35,41.7,20,若松,20260728
23,3947,寺本　　昇平,B1,36,32.0,20,若松,20260728
33,4890,石川　　　諒,A2,37,28.7,20,若松,20260728
29,4850,野中　　一平,A2,38,30.8,20,若松,20260728
4,4779,伊倉　　　光,B1,39,42.5,20,若松,20260728
14,4128,川口　　貴久,B1,40,35.3,20,若松,20260728
16,3489,大場　　　敏,A2,41,34.6,20,若松,20260728
17,4325,新出　　浩司,B1,43,34.4,20,若松,20260728
15,5320,岩崎　　麗子,B1,48,35.2,20,若松,20260728
20,4079,出畑　　孝典,A2,50,33.0,20,若松,20260728
1,4259,真庭　　明志,A2,51,45.5,20,若松,20260728
36,4168,石野　　貴之,A1,53,28.4,20,若松,20260728
43,4762,藤原　啓史朗,A1,55,17.4,20,若松,20260728
42,4145,小澤　　　学,B1,56,23.5,20,若松,20260728
27,5050,木下　　雄介,A2,57,31.0,20,若松,20260728
31,5358,増本　　杏珠,B2,58,30.4,20,若松,20260728
28,4196,田中　太一郎,B1,60,30.9,20,若松,20260728
30,4504,前田　　将太,A1,61,30.5,20,若松,20260728
35,4466,南　　　佑典,A2,1,24.6,21,芦屋,20260728
17,5263,花田　　凱成,B1,2,33.8,21,芦屋,20260728
20,5293,眞崎　　武蔵,B1,5,32.7,21,芦屋,20260728
36,4352,下條　雄太郎,A1,6,24.2,21,芦屋,20260728
5,5227,川原　　愛未,B2,8,44.2,21,芦屋,20260728
32,3623,深川　　真二,A1,9,27.2,21,芦屋,20260728
43,4236,松村　　　敏,A1,14,20.0,21,芦屋,20260728
18,4694,高田　　　綾,B1,15,33.3,21,芦屋,20260728
38,4501,樋口　由加里,B1,16,22.5,21,芦屋,20260728
27,4373,若狭　奈美子,A1,17,29.1,21,芦屋,20260728
34,4522,古澤　　光紀,A2,18,25.0,21,芦屋,20260728
44,3584,佐々木　英樹,B1,20,16.6,21,芦屋,20260728
6,4436,渋谷　　明憲,A1,21,42.8,21,芦屋,20260728
7,4562,阪本　　勇介,B1,22,41.6,21,芦屋,20260728
23,3268,森　　　竜也,B1,23,31.6,21,芦屋,20260728
41,3282,池本　　輝明,B1,24,20.9,21,芦屋,20260728
45,4416,三宅　　健太,B1,25,14.2,21,芦屋,20260728
39,3435,寺田　　千恵,A2,26,22.2,21,芦屋,20260728
26,5100,栗原　　一馬,B1,28,30.1,21,芦屋,20260728
14,4945,上村　　宏太,B1,30,35.2,21,芦屋,20260728
12,4420,津久井　拓也,A2,31,38.3,21,芦屋,20260728
1,3616,中村　　　真,B1,35,51.5,21,芦屋,20260728
30,4120,柘植　　政浩,A2,36,27.8,21,芦屋,20260728
21,4660,宇田川　信一,B1,37,32.4,21,芦屋,20260728
28,4798,浜先　　真範,A1,38,28.5,21,芦屋,20260728
8,5283,植木　　美帆,B2,39,40.0,21,芦屋,20260728
37,4879,山崎　　鉄平,B1,40,23.1,21,芦屋,20260728
31,4882,瀧川　　千依,B2,42,27.7,21,芦屋,20260728
2,5101,表　　　健太,B1,43,50.7,21,芦屋,20260728
22,3746,岡瀬　　正人,A2,44,32.3,21,芦屋,20260728
25,4376,藤田　　靖弘,A2,45,30.2,21,芦屋,20260728
33,5369,岡崎　　凪汰,B1,46,26.5,21,芦屋,20260728
13,3582,吉川　　昭男,A2,48,38.1,21,芦屋,20260728
41,3834,細川　　明人,B1,49,20.9,21,芦屋,20260728
16,4561,藤山　　翔大,A2,50,34.3,21,芦屋,20260728
11,4197,渥美　　卓郎,B1,51,38.4,21,芦屋,20260728
15,3918,深井　　利寿,A1,52,35.0,21,芦屋,20260728
24,5248,本田　　　愛,B1,53,30.6,21,芦屋,20260728
18,4969,町田　　洸希,B1,54,33.3,21,芦屋,20260728
3,5239,上野　　俊樹,B1,55,48.2,21,芦屋,20260728
4,4336,松田　　竜馬,B1,56,45.0,21,芦屋,20260728
9,4027,松江　　秀徳,A2,57,38.7,21,芦屋,20260728
40,3305,小野　　信樹,B1,58,22.0,21,芦屋,20260728
29,3842,星野　　太郎,B1,59,28.3,21,芦屋,20260728
10,3898,平田　　忠則,A1,60,38.6,21,芦屋,20260728
25,5121,定松　　勇樹,A1,11,36.2,22,福岡,20260724
16,5278,田中　　駿兵,A1,12,39.2,22,福岡,20260724
28,5106,山崎　　　祥,A2,13,35.4,22,福岡,20260724
7,5028,原田　才一郎,A1,14,44.1,22,福岡,20260724
5,5018,竹下　　大樹,A1,15,44.8,22,福岡,20260724
3,5298,水谷　　理人,A1,16,51.0,22,福岡,20260724
41,5118,野田　なづき,A2,17,30.4,22,福岡,20260724
35,5257,西丸　侑太朗,A1,18,31.5,22,福岡,20260724
36,5195,北村　　寧々,A2,19,31.3,22,福岡,20260724
32,4985,井本　　昌也,A1,20,34.4,22,福岡,20260724
13,5064,品川　二千翔,A1,21,41.5,22,福岡,20260724
27,5212,西川　　拓利,A2,22,36.0,22,福岡,20260724
9,4994,山本　　梨菜,A2,25,43.6,22,福岡,20260724
44,5243,三馬　　崇史,B1,26,28.1,22,福岡,20260724
22,4966,田川　　大貴,B1,27,37.0,22,福岡,20260724
21,5146,野田　　彩加,A2,28,38.1,22,福岡,20260724
50,5277,井上　　未都,B1,29,25.9,22,福岡,20260724
11,5029,中　　　亮太,A1,30,43.2,22,福岡,20260724
38,5060,数原　　　魁,A2,31,30.9,22,福岡,20260724
48,5012,加倉　　侑征,B1,32,26.1,22,福岡,20260724
12,5092,篠原　　晟弥,A2,33,42.1,22,福岡,20260724
26,5303,土井　　歩夢,A2,34,36.1,22,福岡,20260724
45,5160,藤森　　陸斗,A2,35,27.9,22,福岡,20260724
46,5214,田中　　宏典,B1,36,26.7,22,福岡,20260724
31,5224,西岡　　顕心,A1,37,34.5,22,福岡,20260724
10,5145,島川　　海輝,A2,39,43.4,22,福岡,20260724
1,5043,中村　　日向,A1,43,62.0,22,福岡,20260724
38,5222,津田　　陸翔,A1,44,30.9,22,福岡,20260724
48,5189,藤原　　早菜,A2,46,26.1,22,福岡,20260724
24,5161,登玉　　隼百,A2,49,36.9,22,福岡,20260724
40,5188,武井　莉里佳,A2,50,30.6,22,福岡,20260724
29,5142,常住　　　蓮,A1,52,35.0,22,福岡,20260724
41,5136,濱野　　斗馬,A1,54,30.4,22,福岡,20260724
22,4963,實森　　美祐,A1,55,37.0,22,福岡,20260724
6,5009,大賀　龍之介,A2,56,44.4,22,福岡,20260724
34,5199,垂水　　　悠,B1,57,31.7,22,福岡,20260724
16,5058,前原　　大道,A1,58,39.2,22,福岡,20260724
18,5193,米丸　　乃絵,A1,59,39.1,22,福岡,20260724
30,4857,加藤　　翔馬,A1,61,34.6,22,福岡,20260724
2,5238,笹木　　香吾,A2,62,51.2,22,福岡,20260724
46,5218,山田　　理央,A1,63,26.7,22,福岡,20260724
19,4938,小芦　るり華,A1,65,38.4,22,福岡,20260724
20,5281,井上　　遥妃,A1,67,38.2,22,福岡,20260724
14,5158,宮脇　　遼太,A1,68,40.6,22,福岡,20260724
37,5032,谷口　　知優,A2,70,31.1,22,福岡,20260724
4,5330,安河内鈴之介,A2,71,47.0,22,福岡,20260724
15,5299,西丸　　敦基,A2,72,40.0,22,福岡,20260724
43,5217,藤原　　碧生,A1,73,28.5,22,福岡,20260724
7,5155,内山　　七海,A2,74,44.1,22,福岡,20260724
33,5016,宮田　　龍馬,A1,75,34.0,22,福岡,20260724
36,4365,盛本　　真輔,A2,1,31.7,23,唐津,20260726
9,5004,河野　　主樹,A2,2,38.6,23,唐津,20260726
2,4978,山田　　和佐,B1,4,46.1,23,唐津,20260726
15,4950,高岡　　竜也,A1,5,37.0,23,唐津,20260726
5,5459,田中　　きら,B2,7,40.9,23,唐津,20260726
12,5435,中西　　月輝,B2,8,38.0,23,唐津,20260726
14,4216,星　　　栄爾,B1,10,37.4,23,唐津,20260726
38,4218,吉川　　喜継,A1,11,30.0,23,唐津,20260726
19,5310,土屋　　　蘭,B1,12,35.7,23,唐津,20260726
42,4102,益田　　啓司,A1,13,29.1,23,唐津,20260726
28,4368,山口　　隆史,B1,14,33.1,23,唐津,20260726
18,4072,森永　　　淳,A1,15,35.9,23,唐津,20260726
3,4909,薮内　　瑞希,B1,16,46.0,23,唐津,20260726
43,5006,久保原　秀人,B1,17,28.7,23,唐津,20260726
17,4936,戸敷　　晃美,A2,18,36.8,23,唐津,20260726
20,4254,川島　　圭司,A2,19,34.6,23,唐津,20260726
28,4343,村岡　　　賢,B1,20,33.1,23,唐津,20260726
24,4289,落合　　直子,A2,21,33.5,23,唐津,20260726
8,5267,石本　　裕武,A1,22,38.8,23,唐津,20260726
44,4411,沢田　　昭宏,A2,23,23.0,23,唐津,20260726
37,3998,冨成　　謙児,B1,24,31.1,23,唐津,20260726
32,5015,高橋　　竜矢,A1,25,32.4,23,唐津,20260726
35,5395,日高　龍之介,B1,26,31.8,23,唐津,20260726
27,4085,荻野　　裕介,B1,27,33.3,23,唐津,20260726
6,4905,土井　　祥伍,B1,28,39.4,23,唐津,20260726
13,4330,奈須　　啓太,A2,29,37.5,23,唐津,20260726
11,4962,畑　　　竜生,A2,31,38.2,23,唐津,20260726
1,3392,小森　　信雄,B1,32,48.5,23,唐津,20260726
45,3370,坪内　　　実,B1,33,21.6,23,唐津,20260726
21,4248,岡本　　　大,B1,34,34.4,23,唐津,20260726
7,5397,寺田　　夢生,B2,35,39.3,23,唐津,20260726
23,4362,土屋　　智則,A1,37,33.6,23,唐津,20260726
31,4429,豊田　　泰洋,B1,38,32.7,23,唐津,20260726
4,3430,角浜　　　修,B1,40,44.2,23,唐津,20260726
39,3875,廣中　　良一,B1,41,29.8,23,唐津,20260726
15,4092,岡部　　大輔,B1,42,37.0,23,唐津,20260726
32,3615,横田　　　茂,B1,44,32.4,23,唐津,20260726
22,4633,森　　　智也,A2,47,33.8,23,唐津,20260726
40,5140,吉田　　彩乃,B1,48,29.7,23,唐津,20260726
9,4497,桑原　　　悠,A1,50,38.6,23,唐津,20260726
24,4460,後藤　　翔之,A2,52,33.5,23,唐津,20260726
46,3987,後藤　　正宗,A1,53,21.5,23,唐津,20260726
24,5294,豊田　　祥生,B1,55,33.5,23,唐津,20260726
32,4252,松下　　哲也,B1,58,32.4,23,唐津,20260726
41,5276,大島　隆乃介,B1,59,29.4,23,唐津,20260726
30,4648,木村　　亮太,B1,60,33.0,23,唐津,20260726
42,3618,海野　ゆかり,A1,12,12.8,24,大村,20260728
22,4315,山崎　　昂介,B1,13,36.5,24,大村,20260728
40,5367,赤松　　咲香,B2,15,19.5,24,大村,20260728
3,3853,岩崎　　正哉,A2,17,51.2,24,大村,20260728
31,4812,西野　　雄貴,A1,19,29.2,24,大村,20260728
12,3787,天野　　　誠,B1,20,43.5,24,大村,20260728
13,3327,野長瀬　正孝,A2,23,42.8,24,大村,20260728
3,4596,葛原　　大陽,A2,24,51.2,24,大村,20260728
25,4278,藤岡　　俊介,A1,25,33.3,24,大村,20260728
6,5413,宮城　　那菜,B2,28,46.5,24,大村,20260728
39,5354,渡邊　　雄斗,B1,30,23.0,24,大村,20260728
18,3981,今坂　　晃広,B1,31,38.2,24,大村,20260728
31,4138,中井　　俊祐,B1,32,29.2,24,大村,20260728
28,4142,平野　　和明,A2,33,31.7,24,大村,20260728
10,4049,荒川　　健太,A2,34,43.9,24,大村,20260728
21,5018,竹下　　大樹,A1,37,37.5,24,大村,20260728
10,5023,久永　　祥平,A2,38,43.9,24,大村,20260728
36,5205,刑部　亜里紗,A2,40,24.3,24,大村,20260728
3,4174,赤坂　　俊輔,A1,41,51.2,24,大村,20260728
30,4635,峰重　　力也,A2,43,30.0,24,大村,20260728
13,4967,中村　　魁生,A1,45,42.8,24,大村,20260728
17,4846,佐藤　　駿介,B1,46,39.0,24,大村,20260728
19,4447,深川　麻奈美,B1,47,37.8,24,大村,20260728
44,5247,大森　　　翼,B1,50,8.3,24,大村,20260728
15,4748,渡邉　　雄朗,A1,52,42.5,24,大村,20260728
8,4173,岡谷　　健吾,B1,53,45.0,24,大村,20260728
7,5257,西丸　侑太朗,A1,54,46.3,24,大村,20260728
31,5303,土井　　歩夢,A2,55,29.2,24,大村,20260728
16,5307,富永　夏哉人,B1,56,40.4,24,大村,20260728
19,4137,君島　　秀三,A1,57,37.8,24,大村,20260728
22,5406,小畑　　楓夏,B2,58,36.5,24,大村,20260728
1,4906,鈴木　　雅希,A2,59,58.3,24,大村,20260728
36,4525,真子　奈津実,B1,60,24.3,24,大村,20260728
9,3831,安藤　　裕貴,B1,61,44.1,24,大村,20260728
24,4761,山田　　晃大,A2,62,35.9,24,大村,20260728
2,3304,烏野　　賢太,A1,63,55.2,24,大村,20260728
34,3809,吉田　　　光,B1,67,25.0,24,大村,20260728
36,4093,吉田　　宗弘,B1,68,24.3,24,大村,20260728
25,4603,谷川　　将太,B1,70,33.3,24,大村,20260728
44,3933,山地　　正樹,B1,72,8.3,24,大村,20260728
43,5136,濱野　　斗馬,A1,73,10.8,24,大村,20260728
41,5028,原田　才一郎,A1,75,18.4,24,大村,20260728
27,4521,小池　　公生,B1,76,32.5,24,大村,20260728
28,5148,松本　　　怜,B1,79,31.7,24,大村,20260728
34,3411,池上　　隆行,B1,80,25.0,24,大村,20260728
