順位,登録番号,選手名,級別,モーター番号,モーター2連対率,場コード,場名,開催日
23,4551,三川　　昂暁,A2,11,31.3,01,桐生,20260727
31,4073,大橋　純一郎,A1,13,26.6,01,桐生,20260727
39,4318,桑原　　将光,A2,16,23.3,01,桐生,20260727
22,4643,近江　　翔吾,A2,17,31.7,01,桐生,20260727
36,5378,鈴木　結平太,B2,19,24.5,01,桐生,20260727
32,4724,吉田　　祐貴,B1,22,26.4,01,桐生,20260727
38,4632,長尾　京志郎,B1,23,23.4,01,桐生,20260727
7,3797,岩井　　　繁,B1,24,37.1,01,桐生,20260727
37,4241,大串　　重幸,A2,25,24.0,01,桐生,20260727
25,4601,森野　　正弘,A1,26,30.5,01,桐生,20260727
29,3908,重成　　一人,A1,29,28.3,01,桐生,20260727
5,3977,山本　　兼士,B1,31,38.5,01,桐生,20260727
8,4397,西村　　拓也,A1,33,36.9,01,桐生,20260727
6,4203,小倉　　康典,B1,34,38.4,01,桐生,20260727
20,5375,庄島　　潤成,B1,36,31.8,01,桐生,20260727
17,4588,田中　　京介,A2,37,32.0,01,桐生,20260727
12,4952,吉武　　真也,B1,40,34.3,01,桐生,20260727
14,5312,川辺　　郭人,B1,41,33.5,01,桐生,20260727
34,5351,齊藤　　　廉,B1,42,26.1,01,桐生,20260727
35,4449,中嶋　　達也,B1,43,25.9,01,桐生,20260727
29,3717,立間　　充宏,A2,44,28.3,01,桐生,20260727
4,3642,大塚　　浩二,B1,46,39.1,01,桐生,20260727
27,5411,木下　虎之輔,B2,47,29.6,01,桐生,20260727
19,3381,滝沢　　芳行,B1,48,31.9,01,桐生,20260727
11,4743,木村　　仁紀,A1,49,35.2,01,桐生,20260727
17,4410,井上　　大輔,B1,50,32.0,01,桐生,20260727
27,4864,小川　日紀太,B1,51,29.6,01,桐生,20260727
33,4948,木場　　悠介,B1,52,26.2,01,桐生,20260727
13,4649,和田　　操拓,B1,53,34.2,01,桐生,20260727
43,4458,抹香　　雄三,B1,54,21.2,01,桐生,20260727
40,4452,松尾　　　祭,A2,55,22.6,01,桐生,20260727
14,4106,坂井　　康嗣,B1,57,33.5,01,桐生,20260727
44,3664,鈴木　　賢一,B1,58,20.9,01,桐生,20260727
2,3499,市川　　哲也,A1,60,44.6,01,桐生,20260727
45,4789,古賀　　智之,A2,61,15.1,01,桐生,20260727
3,3659,藤生　　雄人,A2,62,41.5,01,桐生,20260727
41,3889,須藤　　隆雄,B1,63,22.3,01,桐生,20260727
20,5126,山下　　大輝,A1,64,31.8,01,桐生,20260727
9,4949,横田　　貴満,A2,65,36.0,01,桐生,20260727
24,3737,上平　　真二,A1,67,30.8,01,桐生,20260727
42,5301,岩下　　巧斗,B1,68,22.2,01,桐生,20260727
10,5086,本村　　　大,B1,70,35.9,01,桐生,20260727
16,5053,山口　　広樹,B1,72,32.4,01,桐生,20260727
1,5371,早川　　颯太,B2,73,48.7,01,桐生,20260727
26,4863,三浦　　裕貴,B1,75,29.9,01,桐生,20260727
2,4122,安東　　幸治,A2,2,45.7,02,戸田,20260727
33,5209,小野　　京平,B1,3,32.5,02,戸田,20260727
1,5433,米本　　圭佑,B2,4,46.4,02,戸田,20260727
17,5385,鈴木　　柊介,B1,5,35.4,02,戸田,20260727
19,3502,渡邉　　英児,A2,6,35.1,02,戸田,20260727
40,4231,鈴木　　裕隆,B1,7,30.5,02,戸田,20260727
23,5178,成貞　　琳平,B1,8,34.6,02,戸田,20260727
6,4651,佐藤　　大騎,B1,9,40.4,02,戸田,20260727
25,3538,菊池　　峰晴,B2,10,34.5,02,戸田,20260727
6,5152,丸山　　祐也,B1,11,40.4,02,戸田,20260727
4,3419,栗原　　謙治,B2,12,41.4,02,戸田,20260727
31,4095,福来　　　剛,A1,13,33.1,02,戸田,20260727
30,3647,伊藤　　雄二,B1,14,33.8,02,戸田,20260727
38,5033,藤原　　孝斗,B1,17,30.9,02,戸田,20260727
37,5432,安藤　　瑠希,B1,18,31.0,02,戸田,20260727
39,4533,峰重　　侑治,B1,20,30.7,02,戸田,20260727
22,4704,河野　　　大,A1,21,34.7,02,戸田,20260727
43,3963,原田　　秀弥,A2,22,29.5,02,戸田,20260727
32,3202,三品　　隆浩,B1,23,32.8,02,戸田,20260727
9,4911,片岡　　大地,A2,24,39.3,02,戸田,20260727
29,5138,村本　　大成,B1,25,34.0,02,戸田,20260727
13,4055,吉田　　俊彦,A2,26,37.1,02,戸田,20260727
43,5273,山下　　拓巳,B1,27,29.5,02,戸田,20260727
12,4043,桐本　　康臣,A2,29,38.3,02,戸田,20260727
42,4054,福嶋　　智之,B1,30,30.1,02,戸田,20260727
15,3455,谷本　　幸司,B1,31,35.6,02,戸田,20260727
34,4824,松井　　洪弥,A2,36,32.3,02,戸田,20260727
6,3743,林　　　美憲,A1,37,40.4,02,戸田,20260727
20,5325,澁川　　　夏,B1,38,34.9,02,戸田,20260727
25,4058,野末　　智一,A1,40,34.5,02,戸田,20260727
35,3812,山崎　　聖司,B1,41,32.2,02,戸田,20260727
36,3983,須藤　　博倫,A1,42,31.6,02,戸田,20260727
21,4258,関根　　彰人,B1,43,34.8,02,戸田,20260727
11,3745,橋本　　年光,B1,49,38.8,02,戸田,20260727
25,4702,三浦　　敬太,A1,50,34.5,02,戸田,20260727
41,5007,近藤　雄一郎,B1,51,30.4,02,戸田,20260727
14,4172,森定　　晃史,A2,53,36.8,02,戸田,20260727
16,3377,塚田　　修二,B1,54,35.5,02,戸田,20260727
5,5031,渡辺　　空依,B1,55,40.7,02,戸田,20260727
17,3715,倉尾　　大介,A2,58,35.4,02,戸田,20260727
10,4910,中村　　泰平,A1,61,39.1,02,戸田,20260727
28,5170,佐藤　　太亮,B1,62,34.1,02,戸田,20260727
3,4740,齋藤　　達希,B1,63,42.1,02,戸田,20260727
23,3630,黒田　　誠司,B1,64,34.6,02,戸田,20260727
47,4430,永田　　秀二,A2,14,11.4,03,江戸川,20260728
20,5038,金田　　智博,A2,16,33.3,03,江戸川,20260728
34,3527,中嶋　誠一郎,B1,18,27.0,03,江戸川,20260728
40,3771,折下　　寛法,B1,19,21.6,03,江戸川,20260728
16,5047,國分　将太郎,B1,20,36.8,03,江戸川,20260728
37,5107,松本　　真広,B1,21,26.8,03,江戸川,20260728
19,5311,小林　　京平,B1,22,35.0,03,江戸川,20260728
34,4688,永井　　彪也,A1,24,27.0,03,江戸川,20260728
33,4374,永田　　義紘,B1,26,27.5,03,江戸川,20260728
27,4401,小林　　　泰,A2,27,31.4,03,江戸川,20260728
25,4251,川崎　　誠志,B1,28,32.4,03,江戸川,20260728
39,4297,山田　　哲也,A1,29,26.1,03,江戸川,20260728
4,4711,前出　　達吉,A2,30,51.1,03,江戸川,20260728
22,4614,石倉　　洋行,A1,31,32.5,03,江戸川,20260728
3,4398,船岡　洋一郎,A1,34,51.3,03,江戸川,20260728
13,4645,上村　　純一,A1,35,38.8,03,江戸川,20260728
6,4345,西舘　　　健,A2,36,47.5,03,江戸川,20260728
10,4067,永井　　　源,A2,37,41.4,03,江戸川,20260728
28,5207,高山　　敬悟,B1,38,30.5,03,江戸川,20260728
34,3964,宮地　　博士,B1,39,27.0,03,江戸川,20260728
48,4432,黄金井　力良,B1,40,8.8,03,江戸川,20260728
16,5240,高橋　　龍治,B1,41,36.8,03,江戸川,20260728
31,5095,小原　　聡将,A2,43,28.9,03,江戸川,20260728
29,3946,赤岩　　善生,A1,45,30.2,03,江戸川,20260728
2,4958,溝口　海義也,A1,46,52.2,03,江戸川,20260728
46,4227,安達　　裕樹,A2,47,16.6,03,江戸川,20260728
41,5096,上原　　　崚,A2,48,20.5,03,江戸川,20260728
8,5036,福田　　翔吾,B1,49,46.5,03,江戸川,20260728
44,4840,鈴木　　秀茉,B1,50,18.4,03,江戸川,20260728
43,5167,小川　竜太朗,B1,51,19.0,03,江戸川,20260728
15,4957,竹之内　　極,B1,52,38.1,03,江戸川,20260728
13,5083,柳瀬　　幹太,B1,53,38.8,03,江戸川,20260728
22,3880,浅見　　宗孝,B1,54,32.5,03,江戸川,20260728
31,3796,長野　　道臣,B1,55,28.9,03,江戸川,20260728
5,4082,濱崎　　　誠,B1,56,47.6,03,江戸川,20260728
9,4575,戸塚　　邦好,A2,57,46.1,03,江戸川,20260728
37,4474,渡辺　　　崇,B1,58,26.8,03,江戸川,20260728
26,4564,山本　景士郎,B1,59,31.8,03,江戸川,20260728
30,3813,佐藤　　大介,A1,61,29.7,03,江戸川,20260728
7,4907,小池　　修平,A1,62,46.6,03,江戸川,20260728
22,4270,岸本　　雄貴,B1,63,32.5,03,江戸川,20260728
1,3740,大澤　　普司,A1,64,52.5,03,江戸川,20260728
12,4269,杉山　　裕也,A2,65,39.0,03,江戸川,20260728
44,4656,大崎　　　翔,A2,67,18.4,03,江戸川,20260728
18,4472,尾嶋　　一広,A1,68,36.3,03,江戸川,20260728
11,4204,柴田　　大輔,B1,69,40.0,03,江戸川,20260728
41,4395,下河　　雅史,B1,70,20.5,03,江戸川,20260728
20,4335,若林　　　将,A1,71,33.3,03,江戸川,20260728
13,5165,小林　　愛実,B1,11,44.8,04,平和島,20260728
1,4190,長嶋　　万記,B2,12,61.2,04,平和島,20260728
42,4961,西橋　　奈未,A1,14,21.7,04,平和島,20260728
20,5436,市川　　瑚幸,B2,15,39.1,04,平和島,20260728
17,4878,西岡　　育未,B1,17,40.0,04,平和島,20260728
27,4546,浜田　亜理沙,B1,18,31.8,04,平和島,20260728
10,4225,土屋　　千明,A2,19,48.0,04,平和島,20260728
45,5317,長尾　　萌加,B1,20,16.0,04,平和島,20260728
29,4443,津田　　裕絵,B1,21,29.1,04,平和島,20260728
37,4845,前田　　紗希,A1,22,23.8,04,平和島,20260728
20,4419,原　　加央理,A2,23,39.1,04,平和島,20260728
36,4244,鈴木　　成美,B2,25,26.0,04,平和島,20260728
4,5362,中嶋　　世奈,B2,27,51.8,04,平和島,20260728
32,5297,南　　　彩寧,B1,28,27.2,04,平和島,20260728
3,4286,平田　さやか,A2,29,54.1,04,平和島,20260728
5,4746,大豆生田　蒼,B1,30,50.0,04,平和島,20260728
28,4893,渡邉　真奈美,B1,31,30.4,04,平和島,20260728
39,5265,大廣　　咲季,B1,32,22.7,04,平和島,20260728
17,4627,藤原　　菜希,A2,33,40.0,04,平和島,20260728
37,5380,野田　　亜湖,B2,35,23.8,04,平和島,20260728
14,4569,中澤　　宏奈,B1,36,42.8,04,平和島,20260728
24,4853,前原　　　哉,B1,37,33.3,04,平和島,20260728
5,4765,野田部　宏子,B1,38,50.0,04,平和島,20260728
2,5241,門田　　　栞,B1,40,56.5,04,平和島,20260728
5,5322,根岸　　真優,B1,43,50.0,04,平和島,20260728
44,5287,滝沢　　織寧,B1,45,18.1,04,平和島,20260728
16,5174,川井　　　萌,B2,47,40.9,04,平和島,20260728
24,5347,井澤　　聖奈,B2,48,33.3,04,平和島,20260728
12,4825,倉持　　莉々,A1,50,47.8,04,平和島,20260728
23,5251,沼田　　七華,B2,51,38.1,04,平和島,20260728
17,4689,豊田　　　結,B1,52,40.0,04,平和島,20260728
32,5361,植竹　　玲奈,B1,54,27.2,04,平和島,20260728
26,5231,寺田　　空詩,B1,55,32.0,04,平和島,20260728
35,5314,中曽　　瑠華,B1,56,26.3,04,平和島,20260728
10,4117,廣中　智紗衣,A2,58,48.0,04,平和島,20260728
5,4123,細川　　裕子,A1,60,50.0,04,平和島,20260728
9,4680,後藤　　美翼,A2,61,48.2,04,平和島,20260728
32,4714,喜多須　杏奈,B1,63,27.2,04,平和島,20260728
31,4464,山下　　友貴,A1,65,28.0,04,平和島,20260728
29,5389,恵良　　琴美,B1,66,29.1,04,平和島,20260728
39,4891,寺島　　美里,B1,67,22.7,04,平和島,20260728
15,5324,畑田　　希咲,B1,68,41.3,04,平和島,20260728
39,5194,大久保　佑香,B1,71,22.7,04,平和島,20260728
20,5326,三嶌　さらら,B1,73,39.1,04,平和島,20260728
46,4208,三浦　　永理,A1,74,15.3,04,平和島,20260728
43,5203,神里　　琴音,B1,75,20.8,04,平和島,20260728
21,4211,村田　　　敦,B1,11,34.5,05,多摩川,20260723
25,3957,大谷　　直弘,B1,12,33.3,05,多摩川,20260723
30,3558,山本　　浩次,B1,13,31.7,05,多摩川,20260723
2,4635,峰重　　力也,A2,14,52.5,05,多摩川,20260723
38,4557,松尾　　光広,B1,16,26.5,05,多摩川,20260723
3,3406,中里　　英夫,B1,17,44.7,05,多摩川,20260723
20,4379,桑島　　和宏,A2,18,35.1,05,多摩川,20260723
12,3935,岩津　　徹郎,B1,20,37.5,05,多摩川,20260723
23,3712,淺香　　文武,B1,21,33.8,05,多摩川,20260723
41,4036,金田　　　諭,A1,22,20.6,05,多摩川,20260723
43,3353,前田　　光昭,B1,24,18.3,05,多摩川,20260723
23,3930,岸本　　　隆,A2,25,33.8,05,多摩川,20260723
7,3619,長谷川　　充,B1,27,42.1,05,多摩川,20260723
4,3542,清水　　紀克,B1,28,43.8,05,多摩川,20260723
40,3748,小黒　　竜吾,B1,29,22.2,05,多摩川,20260723
5,4199,北川　　潤二,A1,31,43.2,05,多摩川,20260723
1,4547,中田　　竜太,A1,32,58.8,05,多摩川,20260723
42,3075,中村　　裕将,B1,33,20.3,05,多摩川,20260723
19,3517,高橋　　　勲,B1,36,35.3,05,多摩川,20260723
39,4995,田邉　　亮蔵,B1,38,25.0,05,多摩川,20260723
25,4377,濱本　　優一,A1,40,33.3,05,多摩川,20260723
35,4676,後藤　　隼之,A2,41,27.5,05,多摩川,20260723
11,3868,尾形　　栄治,B1,42,38.1,05,多摩川,20260723
29,5445,一ノ木　　匠,B2,44,32.8,05,多摩川,20260723
18,4209,藤田　　竜弘,A2,46,35.4,05,多摩川,20260723
44,4550,石岡　　将太,A2,48,17.6,05,多摩川,20260723
36,3613,角谷　　健吾,A2,49,27.4,05,多摩川,20260723
10,3461,渡邊　　哲也,B1,50,38.3,05,多摩川,20260723
8,5125,高井　　雄基,A2,51,40.0,05,多摩川,20260723
22,3072,西田　　　靖,B1,52,33.9,05,多摩川,20260723
31,5085,中村　　栄治,A2,53,31.4,05,多摩川,20260723
15,4959,井上　　忠政,A1,54,36.5,05,多摩川,20260723
14,4238,毒島　　　誠,A1,55,36.9,05,多摩川,20260723
17,4520,高倉　　孝太,A2,56,35.8,05,多摩川,20260723
9,3744,徳増　　秀樹,A1,57,39.3,05,多摩川,20260723
25,5316,村松　　将平,B1,58,33.3,05,多摩川,20260723
32,5425,西山　　　育,B2,59,31.0,05,多摩川,20260723
34,3807,岡部　　　哲,B1,62,27.8,05,多摩川,20260723
36,5197,中野　　仁照,B2,63,27.4,05,多摩川,20260723
33,4049,荒川　　健太,A2,64,30.6,05,多摩川,20260723
15,5354,渡邊　　雄斗,B1,71,36.5,05,多摩川,20260723
25,3226,浦田　　信義,B1,72,33.3,05,多摩川,20260723
12,3458,東　　　健介,B1,74,37.5,05,多摩川,20260723
6,4813,宮内　　直哉,B1,75,42.4,05,多摩川,20260723
11,3687,花田　　和明,B1,2,36.2,06,浜名湖,20260727
28,4347,魚谷　　香織,A2,6,26.3,06,浜名湖,20260727
22,4414,大澤　　真菜,B1,8,29.8,06,浜名湖,20260727
26,5076,石原　　　光,B1,9,27.6,06,浜名湖,20260727
4,5332,村松　　遥輝,B1,11,47.1,06,浜名湖,20260727
38,4901,出口　舞有子,B1,12,17.8,06,浜名湖,20260727
14,3747,國崎　　良春,A2,13,35.7,06,浜名湖,20260727
23,3441,土屋　　太朗,B1,15,28.5,06,浜名湖,20260727
20,3811,石田　　章央,A1,16,30.4,06,浜名湖,20260727
5,4888,金児　　隆太,B1,17,45.4,06,浜名湖,20260727
11,3784,中島　　友和,B1,19,36.2,06,浜名湖,20260727
30,4874,池田　奈津美,B1,21,25.4,06,浜名湖,20260727
37,4240,今井　　裕梨,A2,25,19.6,06,浜名湖,20260727
3,3606,川北　　浩貴,B1,26,48.0,06,浜名湖,20260727
43,3556,田中　信一郎,A1,27,10.4,06,浜名湖,20260727
34,3641,一瀬　　　明,A1,30,21.6,06,浜名湖,20260727
21,3503,堂原　　洋史,B1,31,30.3,06,浜名湖,20260727
13,4042,丸岡　　正典,A2,32,36.1,06,浜名湖,20260727
35,3965,北中　　元樹,A1,33,21.5,06,浜名湖,20260727
41,4230,濱崎　　直矢,A2,35,16.0,06,浜名湖,20260727
25,5153,佐藤　ほのか,B1,36,27.8,06,浜名湖,20260727
7,3878,胡本　　悟志,B1,38,41.4,06,浜名湖,20260727
36,3391,鈴木　　茂正,B2,39,20.0,06,浜名湖,20260727
15,5104,山田　　　丈,A2,40,33.8,06,浜名湖,20260727
32,5131,江藤　　敦宏,B1,41,23.7,06,浜名湖,20260727
39,5427,港　　　理樹,B1,43,16.9,06,浜名湖,20260727
15,3277,齋藤　　　勇,B1,44,33.8,06,浜名湖,20260727
9,4690,高石　　梨菜,B2,45,39.3,06,浜名湖,20260727
6,5382,山下　　心一,B1,48,42.8,06,浜名湖,20260727
19,4772,石丸　　海渡,A1,49,31.8,06,浜名湖,20260727
31,5455,澁澤　　周羽,B2,50,24.5,06,浜名湖,20260727
17,4778,堤　　　啓輔,B1,51,32.8,06,浜名湖,20260727
10,5341,山道　　諄也,B1,52,36.6,06,浜名湖,20260727
27,4734,安河内　　将,A1,54,26.5,06,浜名湖,20260727
18,3284,渡邊　伸太郎,B1,56,32.3,06,浜名湖,20260727
24,4560,庄司　樹良々,A2,58,28.3,06,浜名湖,20260727
29,3543,福田　　雅一,B1,59,25.8,06,浜名湖,20260727
40,4389,伊藤　　喜智,A2,60,16.2,06,浜名湖,20260727
8,3939,渡辺　　真至,B2,61,40.0,06,浜名湖,20260727
2,4000,松本　　博昭,A2,62,48.4,06,浜名湖,20260727
1,3684,清水　　攻二,A2,63,50.0,06,浜名湖,20260727
33,5434,藤田　　康生,B1,64,22.4,06,浜名湖,20260727
42,4826,井上　　一輝,A1,65,12.5,06,浜名湖,20260727
39,4012,中村　　有裕,A2,11,30.6,07,蒲郡,20260718
4,4342,谷野　　錬志,A2,13,42.8,07,蒲郡,20260718
41,4290,稲田　　浩二,A1,14,30.2,07,蒲郡,20260718
48,4276,鈴木　　勝博,A2,15,27.1,07,蒲郡,20260718
30,3717,立間　　充宏,A2,16,34.3,07,蒲郡,20260718
28,4856,豊田　健士郎,A1,17,34.5,07,蒲郡,20260718
12,4561,藤山　　翔大,A2,18,39.6,07,蒲郡,20260718
27,4148,枝尾　　　賢,A2,19,34.7,07,蒲郡,20260718
32,4505,島田　　賢人,A1,20,34.1,07,蒲郡,20260718
9,3983,須藤　　博倫,A1,21,40.2,07,蒲郡,20260718
22,4847,佐藤　隆太郎,A1,22,35.9,07,蒲郡,20260718
47,4539,金子　　賢志,A1,24,28.2,07,蒲郡,20260718
8,3422,服部　　幸男,A2,26,40.5,07,蒲郡,20260718
16,3779,原田　　幸哉,A1,27,37.2,07,蒲郡,20260718
43,4040,廣瀬　　将亨,A2,28,29.2,07,蒲郡,20260718
15,4324,海野　康志郎,A1,29,37.8,07,蒲郡,20260718
38,4831,羽野　　直也,A1,30,31.1,07,蒲郡,20260718
26,3415,松井　　　繁,A1,31,34.8,07,蒲郡,20260718
34,4042,丸岡　　正典,A2,32,33.1,07,蒲郡,20260718
40,4168,石野　　貴之,A1,33,30.4,07,蒲郡,20260718
1,4604,岩瀬　　裕亮,A1,34,46.9,07,蒲郡,20260718
19,4261,岡　　　祐臣,A2,35,36.7,07,蒲郡,20260718
42,4052,興津　　　藍,A2,36,30.1,07,蒲郡,20260718
52,4643,近江　　翔吾,A2,37,23.3,07,蒲郡,20260718
11,3946,赤岩　　善生,A1,38,39.9,07,蒲郡,20260718
13,3721,守田　　俊介,A1,39,39.2,07,蒲郡,20260718
10,4030,森高　　一真,A1,40,40.0,07,蒲郡,20260718
44,3783,瓜生　　正義,A1,41,28.8,07,蒲郡,20260718
45,3499,市川　　哲也,A1,45,28.6,07,蒲郡,20260718
25,4269,杉山　　裕也,A2,46,35.3,07,蒲郡,20260718
46,3995,重野　　哲之,A2,47,28.3,07,蒲郡,20260718
50,4320,峰　　　竜太,A1,48,26.4,07,蒲郡,20260718
33,4055,吉田　　俊彦,A2,49,33.4,07,蒲郡,20260718
49,4027,松江　　秀徳,A2,50,26.8,07,蒲郡,20260718
35,4227,安達　　裕樹,A2,51,31.7,07,蒲郡,20260718
35,4437,中田　　元泰,A2,52,31.7,07,蒲郡,20260718
6,3931,黒崎　　竜也,A2,54,41.4,07,蒲郡,20260718
20,4109,谷津　　幸宏,A2,55,36.1,07,蒲郡,20260718
30,4296,岡崎　　恭裕,A2,56,34.3,07,蒲郡,20260718
37,4430,永田　　秀二,A2,57,31.6,07,蒲郡,20260718
23,3978,齊藤　　　仁,A2,58,35.8,07,蒲郡,20260718
